source_stage,dataset,method_id,case_id,family,severity,yaw_rmse_deg,yaw_mae_deg,yaw_median_abs_deg,yaw_p95_abs_deg,yaw_max_abs_deg,epoch_count,valid_epoch_count,coverage_ratio,native_yaw_column,native_yaw_semantics,baseline_direction_used,physical_transform,yaw_metric_valid,trace_used_online,receiver_imu_data_as_body_imu,physical_frame_policy_id,source_epoch_output_csv,derived_epoch_output_csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,NORMAL_BASELINE_COMPARISON,normal,normal,103.80461681604693,90.09190065325224,89.55306829433047,169.97471834533792,179.93261026755988,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/NORMAL_BASELINE_COMPARISON/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/NORMAL_BASELINE_COMPARISON/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,A_outage_3s,A_outage,3s,103.462218075224,90.25306349246729,89.5292462675842,169.74093075706372,179.93261026755988,1425,1345,0.9438596491228071,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/A_outage_3s/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/A_outage_3s/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,A_outage_5s,A_outage,5s,103.16014516545954,90.01198317099623,88.86808581202473,170.00387915944205,179.93261026755988,1375,1295,0.9418181818181818,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/A_outage_5s/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/A_outage_5s/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,A_outage_10s,A_outage,10s,102.62282403236568,89.22307570847256,88.64908705572785,170.21017018934893,179.93261026755988,1250,1170,0.936,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/A_outage_10s/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/A_outage_10s/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,A_outage_20s,A_outage,20s,100.46085685407188,87.41146449810924,87.74649353358845,171.1061036863329,179.93261026755988,1000,920,0.92,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/A_outage_20s/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/A_outage_20s/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,B_gnss_downsample_every2,B_ratio_downsample,every2,103.88964772983554,90.47346162177064,89.04995068030367,170.21041274099517,179.89022997695167,755,710,0.9403973509933775,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/B_gnss_downsample_every2/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/B_gnss_downsample_every2/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,B_gnss_downsample_every5,B_ratio_downsample,every5,103.64872564889232,89.61723666421817,89.03993218057755,169.73051977296038,179.89022997695167,302,284,0.9403973509933775,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/B_gnss_downsample_every5/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/B_gnss_downsample_every5/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,B_gnss_downsample_every10,B_ratio_downsample,every10,101.48263790037811,87.6435590733974,83.18387023904432,169.0632487529102,179.89022997695167,151,142,0.9403973509933775,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/B_gnss_downsample_every10/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/B_gnss_downsample_every10/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,E_position_std_inflation_x2,E_position_std_inflation,x2,103.80461681604693,90.09190065325224,89.55306829433047,169.97471834533792,179.93261026755988,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/E_position_std_inflation_x2/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/E_position_std_inflation_x2/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,E_position_std_inflation_x5,E_position_std_inflation,x5,103.80461681604693,90.09190065325224,89.55306829433047,169.97471834533792,179.93261026755988,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/E_position_std_inflation_x5/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/E_position_std_inflation_x5/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,E_position_std_inflation_x10,E_position_std_inflation,x10,103.80461681604693,90.09190065325224,89.55306829433047,169.97471834533792,179.93261026755988,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/E_position_std_inflation_x10/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/E_position_std_inflation_x10/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,E_yaw_std_inflation_x2,E_yaw_std_inflation,x2,103.80461681604693,90.09190065325224,89.55306829433047,169.97471834533792,179.93261026755988,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/E_yaw_std_inflation_x2/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/E_yaw_std_inflation_x2/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,E_yaw_std_inflation_x5,E_yaw_std_inflation,x5,103.80461681604693,90.09190065325224,89.55306829433047,169.97471834533792,179.93261026755988,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/E_yaw_std_inflation_x5/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/E_yaw_std_inflation_x5/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,E_yaw_std_inflation_x10,E_yaw_std_inflation,x10,103.80461681604693,90.09190065325224,89.55306829433047,169.97471834533792,179.93261026755988,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/E_yaw_std_inflation_x10/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/E_yaw_std_inflation_x10/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,C_position_noise_mild_seed0,C_position_noise,mild,103.80252696862861,90.17294098568868,90.06826990833684,169.97770711515773,179.8466884746719,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed0/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed0/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,C_position_noise_mild_seed1,C_position_noise,mild,103.3862481698059,89.87553605005621,89.34758313248952,169.9160330305376,179.6654948932535,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed1/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed1/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,C_position_noise_mild_seed2,C_position_noise,mild,103.90540235524583,90.1163581389294,89.45591947155525,171.4654651387242,179.26600587665882,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed2/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed2/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,C_position_noise_mild_seed3,C_position_noise,mild,103.84656789781032,90.18742052708858,90.34638452614675,169.51566038114115,179.96855189297173,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed3/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed3/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,C_position_noise_mild_seed4,C_position_noise,mild,103.85787687722312,90.22768812174249,89.43173363851557,171.06800986111253,179.6293389573765,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed4/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed4/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,C_position_noise_mild_seed5,C_position_noise,mild,103.65276564846478,89.90290605448152,89.6718827685024,170.37075518144445,179.95055281241667,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed5/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed5/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,C_position_noise_mild_seed6,C_position_noise,mild,103.67675416648342,89.99579580604384,88.99139325756747,170.62577199423745,179.82907219516312,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed6/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed6/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,C_position_noise_mild_seed7,C_position_noise,mild,103.6258173341494,89.92726303947455,89.15449612147091,170.16788917651996,179.88441706304724,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed7/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed7/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,C_position_noise_mild_seed8,C_position_noise,mild,103.66697163627505,89.79537012356052,89.10957514512742,171.10728194979828,179.77175939676783,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed8/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed8/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,C_position_noise_mild_seed9,C_position_noise,mild,103.67495221601979,89.99753687164974,89.47275179619875,170.8234627888423,179.73284744082667,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed9/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_mild_seed9/corrected_epoch_output.csv
PAPER3F,BY2,P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1,C_position_noise_medium_seed0,C_position_noise,medium,103.8142331845982,90.07251744303622,91.58183294790611,170.34341156923472,179.95651841043565,1509,1420,0.9410205434062293,baseline_heading_deg,baseline_heading_NED_atan2_E_N_degrees,GNSS1_to_GNSS2,body_yaw = baseline_heading_NED + 90deg,True,False,False,PAPER4B_R2_FRAME_POLICY_ACCEPTED_GNSS1_RIGHT_GNSS2_LEFT_PLUS90,<WSL_PREFLIGHT_ROOT>/PAPER3F_FULL_BACKEND_UPGRADE_AND_FINAL_EVIDENCE/04_BY2_backend_upgrade_matrix_runtime/_runtime/BY2/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_medium_seed0/epoch_output.csv,<PAPER4B_R2_WSL_RUNTIME_ROOT>/07_offline_yaw_reevaluation/PAPER3F/P3F_DD02_TEUNISSEN_QCILS_CLAMBDA_STYLE_GPS_L1/C_position_noise_medium_seed0/corrected_epoch_output.csv
