slot_id,role,summary_R1_sha256,summary_R2_sha256,error_series_R1_sha256,error_series_R2_sha256,passed,R1_available_metric_fields,R1_available_metrics_equal,trace_open_count,trace_sha256,audit_status_R1,audit_status_R2,horizontal_max_m,up_max_m,yaw_max_deg,residual_file,residual_sha256
BY2__LC01__LIT__D04_seed_02__seed_02__v2,FULL,b21ab39dc9541c2dec1ccdf3b7e92269dc88f706cf0b5736427a8b236fe26f3e,b21ab39dc9541c2dec1ccdf3b7e92269dc88f706cf0b5736427a8b236fe26f3e,78d11f7d7a4d2757c83987f77a64ab93a368605aa50690dcb91bfb2d9c90577d,78d11f7d7a4d2757c83987f77a64ab93a368605aa50690dcb91bfb2d9c90577d,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.929642751054232e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D04_seed_02__seed_02__v2_R2.csv.gz,b1260c09b373cdf362300d8842544a73ee6a4ec542691a8a52056f7b65287439
BY2__EXT05C__LIT__D04_seed_02__seed_02__v3,FULL,8f9e65396e97eff6ed387d703ea102e1f0034356785f6dd162f7431ae8af1aa6,8f9e65396e97eff6ed387d703ea102e1f0034356785f6dd162f7431ae8af1aa6,329c5f699474ea32f49df0f0bb5e29716d9f2979d2a5b09b4ce540a5b725cacb,329c5f699474ea32f49df0f0bb5e29716d9f2979d2a5b09b4ce540a5b725cacb,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,3.5704330589399866e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_02__seed_02__v3_R2.csv.gz,ccb619089265e2596903e91ef94c7d6b965b3c741741423c7249379163e7b3fb
BY2__EXT05C__LIT__D04_seed_02__seed_02__v2,FULL,92e237e6427ec08273760a1c4ac1b4c1bb10efba7c973a59561e99759bae0d3a,92e237e6427ec08273760a1c4ac1b4c1bb10efba7c973a59561e99759bae0d3a,8063ac9c31b1bdfadaa8465a41971fdc569e827082fdfe59687ed62568085073,8063ac9c31b1bdfadaa8465a41971fdc569e827082fdfe59687ed62568085073,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,3.5704330589399866e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_02__seed_02__v2_R2.csv.gz,6888bba793ec3111a8b19922aad4a4015ca60a403c97c6ab066bab3ee41fb7a6
BY2__LC01__LIT__D04_seed_03__seed_03__v3,FULL,4d7b8ae526a48405da936355f389bb788afebe04635a4e747fc965c54141e418,4d7b8ae526a48405da936355f389bb788afebe04635a4e747fc965c54141e418,2906c277bb2b8cb97e048be8dbb1bcaeed635577cce765170e9d7d9aec5626e8,2906c277bb2b8cb97e048be8dbb1bcaeed635577cce765170e9d7d9aec5626e8,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.852900207884354e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D04_seed_03__seed_03__v3_R2.csv.gz,72ac8594308e314aacb2c65e16594d6977eb405c821c917c4486da4265df8a6a
BY2__LC01__LIT__D04_seed_03__seed_03__v2,FULL,2c6e5440c749aed4b1a5fd8e71ebbd3743790814a7d5fac002aeebaf5e6be6b8,2c6e5440c749aed4b1a5fd8e71ebbd3743790814a7d5fac002aeebaf5e6be6b8,1f19c4056b03b5d565deea3f53c543c8fbdc8b5c14665b5f206bbb5db8b2fae1,1f19c4056b03b5d565deea3f53c543c8fbdc8b5c14665b5f206bbb5db8b2fae1,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.89217787547498e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D04_seed_03__seed_03__v2_R2.csv.gz,c7bbcf781d0aaa07de21a212e1ab9bf3e2b78dd9ef40075c0aa5f0349cbe7fcd
BY2__EXT05C__LIT__D04_seed_03__seed_03__v3,FULL,c7b5862461de01af63d071b11097de6c029d63eecd67121386e3831d23d66210,c7b5862461de01af63d071b11097de6c029d63eecd67121386e3831d23d66210,6b74b99c354649230d4d15f336a3c6a435bd7eb8e6baa03ba610e8359a541894,6b74b99c354649230d4d15f336a3c6a435bd7eb8e6baa03ba610e8359a541894,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.943783111453509e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_03__seed_03__v3_R2.csv.gz,9264d6998fcac4e66925303c564370a9386615a259879b3bac66d9720a9cf83b
BY2__EXT05C__LIT__D04_seed_03__seed_03__v2,FULL,6d775ae1e96b446c42abcacaa9dee148c525519d0bd4e766f870492e37e4a638,6d775ae1e96b446c42abcacaa9dee148c525519d0bd4e766f870492e37e4a638,afc1f319b29fee1ec9ce71a1af2ec60a395ac468e9bbaa469554211dee44a301,afc1f319b29fee1ec9ce71a1af2ec60a395ac468e9bbaa469554211dee44a301,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.893603953645793e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_03__seed_03__v2_R2.csv.gz,baebde1b942681d85acba5de1c580c2590d7af9a25828d3fc09de0cec1670625
BY2__LC01__LIT__D04_seed_04__seed_04__v3,FULL,bc8260996bf2965bdc256ee7243d409c59e25c7270ace427aada9c63644ea68c,bc8260996bf2965bdc256ee7243d409c59e25c7270ace427aada9c63644ea68c,c95d6f0958f3db55f028cf55f489e673f788abcce5d56e8eb798f99598f1bfe6,c95d6f0958f3db55f028cf55f489e673f788abcce5d56e8eb798f99598f1bfe6,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.9766645773512285e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D04_seed_04__seed_04__v3_R2.csv.gz,1aed84775d30d809808515062000eece1cc15c8c09024160929304abe0a5d16a
BY2__LC01__LIT__D04_seed_04__seed_04__v2,FULL,c5ff6ad3436213f27e4fa50ed78a727516ad7ee32bc4740e0e66ed81da89c413,c5ff6ad3436213f27e4fa50ed78a727516ad7ee32bc4740e0e66ed81da89c413,a75ccc10627c6c81fd88dc619757e3681964500bef7665328042f1708387ce46,a75ccc10627c6c81fd88dc619757e3681964500bef7665328042f1708387ce46,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.89217787547498e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D04_seed_04__seed_04__v2_R2.csv.gz,5094ce83d4c376dae9d025e0135c4fa3ecdc07212931e5b754890919abab1532
BY2__EXT05C__LIT__D04_seed_04__seed_04__v3,FULL,b2a7c83c41b090e79c778b7af135a439a9a20c898e307e6edba7e9ec0ec6d70e,b2a7c83c41b090e79c778b7af135a439a9a20c898e307e6edba7e9ec0ec6d70e,67bda4c3844274f7f1cd90acbf1aaf5b10c07161a95664c34e81a653af31ce78,67bda4c3844274f7f1cd90acbf1aaf5b10c07161a95664c34e81a653af31ce78,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.920257679759844e-14,4.263256414560601e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_04__seed_04__v3_R2.csv.gz,f4b8979e4587983d5258596c95fc9f57e72a07ac92ec6d37c207d9a3f4a6ca4f
BY2__EXT05C__LIT__D04_seed_04__seed_04__v2,FULL,16b0fda9410afd45bf07a86204980508583a8d9add593b9532adc723709fbdda,16b0fda9410afd45bf07a86204980508583a8d9add593b9532adc723709fbdda,f4335b49b8b51000649b6a49705894aa28533bb1212eb46005a316ad3ebafc9a,f4335b49b8b51000649b6a49705894aa28533bb1212eb46005a316ad3ebafc9a,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.939280812163708e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_04__seed_04__v2_R2.csv.gz,f407811c5fa416c295a285f57df13df78c234b66341aaefaa1da28f80f05dbdc
BY2__LC01__LIT__D04_seed_05__seed_05__v3,FULL,93fe32f39a249c8e465f539ac5895ef2ef9850d67342f21921d25393cfe26d92,93fe32f39a249c8e465f539ac5895ef2ef9850d67342f21921d25393cfe26d92,1701d954e22b056817558e109f671a9cf1f023f18bf90113b98c5250b3895ad4,1701d954e22b056817558e109f671a9cf1f023f18bf90113b98c5250b3895ad4,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.852900207884354e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D04_seed_05__seed_05__v3_R2.csv.gz,e364e9c95841b7f6010b9ae401a0b4e46909d4125b09dbd38cfb92a61509d900
BY2__LC01__LIT__D04_seed_05__seed_05__v2,FULL,cc5efd63dbff8a8e71e3434f19b5b96c4a2c18f1b25620287d19d2b674b73098,cc5efd63dbff8a8e71e3434f19b5b96c4a2c18f1b25620287d19d2b674b73098,39b74ad8617a4c131d661d4c33cc0a8e29d7e90058ddcfa32df6497414a75619,39b74ad8617a4c131d661d4c33cc0a8e29d7e90058ddcfa32df6497414a75619,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.89217787547498e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D04_seed_05__seed_05__v2_R2.csv.gz,00d37aef797ddf6e80086177ac51232b6c0b3181d04e197d882da699cac15be2
BY2__EXT05C__LIT__D04_seed_05__seed_05__v3,FULL,ffc7ea66efde3c73ac389b0ee0eeeb341c9a916281297032485e3614c95ea4fc,ffc7ea66efde3c73ac389b0ee0eeeb341c9a916281297032485e3614c95ea4fc,345be214017c4eec828549a2ac2702bb467be4f047b7e05b99e1bce342d53976,345be214017c4eec828549a2ac2702bb467be4f047b7e05b99e1bce342d53976,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.943783111453509e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_05__seed_05__v3_R2.csv.gz,d03db7a0b4f4c80c8418146e6e9a05f007731dbd36492f89be127785f731f310
BY2__EXT05C__LIT__D04_seed_05__seed_05__v2,FULL,7d13c747e6581134e59d8a0fa2b5db3aac3f62a68bce0cc824fa35fa4cce35a3,7d13c747e6581134e59d8a0fa2b5db3aac3f62a68bce0cc824fa35fa4cce35a3,19681bf7aee8f547da65c65dedf0135dd02c3ba808a7ed9007dd765f6a459d99,19681bf7aee8f547da65c65dedf0135dd02c3ba808a7ed9007dd765f6a459d99,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.893603953645793e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_05__seed_05__v2_R2.csv.gz,98427d750ce910f7ac172923878ef61d57b7004888882e05922920778b3d0cd6
BY2__LC01__LIT__D04_seed_06__seed_06__v3,FULL,e6a0ffe84703535a73f08ec81bcf216d7acfe3e65ba791613e3b219e9d5ea9d7,e6a0ffe84703535a73f08ec81bcf216d7acfe3e65ba791613e3b219e9d5ea9d7,a69cb4571130b54d6c05a72329b243e1f83ed73d5ee8ce66c13905b09adb86ad,a69cb4571130b54d6c05a72329b243e1f83ed73d5ee8ce66c13905b09adb86ad,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.852900207884354e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D04_seed_06__seed_06__v3_R2.csv.gz,bf6f0e25d81c8584a171ae0781341d8380d833b74cc9a56c2d48dac246805e59
BY2__LC01__LIT__D04_seed_06__seed_06__v2,FULL,cfbf68b023d6f14e67a2b6e58c7022c017990755534a561457e8cbf2ca54efc5,cfbf68b023d6f14e67a2b6e58c7022c017990755534a561457e8cbf2ca54efc5,b5449ff42f59f46d47d993e61c98f0c31e12264fa34ddcf8780b2270f0f97733,b5449ff42f59f46d47d993e61c98f0c31e12264fa34ddcf8780b2270f0f97733,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.929642751054232e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D04_seed_06__seed_06__v2_R2.csv.gz,b4d413f0bf52746ec9a90156e558c265695c9543a9fe03a0d4595f27062ee085
BY2__EXT05C__LIT__D04_seed_06__seed_06__v3,FULL,15e626065631adc06bcc4a6a52161f1a6bafc92eeddaad42385813abcd12cb64,15e626065631adc06bcc4a6a52161f1a6bafc92eeddaad42385813abcd12cb64,7ba6a5cbfee35f5f346040d1f51023b5ab8cb472ce460d68f72741a87748aa58,7ba6a5cbfee35f5f346040d1f51023b5ab8cb472ce460d68f72741a87748aa58,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.943783111453509e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_06__seed_06__v3_R2.csv.gz,cd1dcdf110c7f813e35d70fb8c6c1e7b49965fd8617b7f29071174754556cd18
BY2__EXT05C__LIT__D04_seed_06__seed_06__v2,FULL,9ae4058355f8c545aabdd322d67ad15d38470c691f7cfcc86b0d3b98f81d9b1c,9ae4058355f8c545aabdd322d67ad15d38470c691f7cfcc86b0d3b98f81d9b1c,1c5d76f879f67dd88e8711ae33fd9fe2769e6fcb7ff03b85940cbf3f271852e6,1c5d76f879f67dd88e8711ae33fd9fe2769e6fcb7ff03b85940cbf3f271852e6,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.893603953645793e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_06__seed_06__v2_R2.csv.gz,e98625243109af5f8d25c8c8356158cd373e6be238f129498a3080d7596c3837
BY2__LC01__LIT__D04_seed_07__seed_07__v3,FULL,64a968a14c06690a7c955cd7e81c33f150c3c6ad05f8775e7ff4073863fd90cc,64a968a14c06690a7c955cd7e81c33f150c3c6ad05f8775e7ff4073863fd90cc,1e6a4f717659d04b535f943b46c6f3d4959b483cf3c14cd367ce2e80e65bdec8,1e6a4f717659d04b535f943b46c6f3d4959b483cf3c14cd367ce2e80e65bdec8,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,3.370400129833633e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D04_seed_07__seed_07__v3_R2.csv.gz,de8f7279480c3199f7e3d12362b44814ed67481e3591ad346bf7bee6e81c246d
BY2__LC01__LIT__D04_seed_07__seed_07__v2,FULL,6835076923de833e5c011b9119f15064aaad26bc0a9824f860cd4d2fc0afd23e,6835076923de833e5c011b9119f15064aaad26bc0a9824f860cd4d2fc0afd23e,9b83be84cfb5a3064fbf1b217e710712438c6f7bf5a801041cffd48fae9e23c9,9b83be84cfb5a3064fbf1b217e710712438c6f7bf5a801041cffd48fae9e23c9,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.929642751054232e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D04_seed_07__seed_07__v2_R2.csv.gz,e22f68d609ce3e1bb7511385de3a80be20dba473f7c966a9a52fa086e32a3c61
BY2__EXT05C__LIT__D04_seed_07__seed_07__v3,FULL,c2868c9220aafdc84ce438115edad2553ed3cd5bfe6c2fc10c3da6d87dafe459,c2868c9220aafdc84ce438115edad2553ed3cd5bfe6c2fc10c3da6d87dafe459,6eab604d903b5a7deac3a9e26de686d19511c668792e7dcdc3295e4629824739,6eab604d903b5a7deac3a9e26de686d19511c668792e7dcdc3295e4629824739,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.943783111453509e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_07__seed_07__v3_R2.csv.gz,4b9baa450b8c005fb831a37519324712f9475369236a1b7b8f68cbc0bd95090b
BY2__EXT05C__LIT__D04_seed_07__seed_07__v2,FULL,65a27c13865a921629aa51a0bb44fb208b0a516d9820ffa68bf7aaedb2d6edc5,65a27c13865a921629aa51a0bb44fb208b0a516d9820ffa68bf7aaedb2d6edc5,ccf2a10620d18931c0eb5941d71cac1d622883e0c8c1ac19b86ffbf13cb96644,ccf2a10620d18931c0eb5941d71cac1d622883e0c8c1ac19b86ffbf13cb96644,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.893603953645793e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_07__seed_07__v2_R2.csv.gz,6613e5e2754de817b1b366b9360810bcf5ffede3b12d0cbe5efd1ddda8be0e9e
BY2__LC01__LIT__D04_seed_08__seed_08__v3,FULL,c100f66d6e8b18005dde92d4fa386ed1eff40a49aa3c1dc1754d4d7ef8bc79eb,c100f66d6e8b18005dde92d4fa386ed1eff40a49aa3c1dc1754d4d7ef8bc79eb,9a84cc8734823c07010999d322ddc402a2787274de8dd6abcd7c956ecf2dc78a,9a84cc8734823c07010999d322ddc402a2787274de8dd6abcd7c956ecf2dc78a,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.852900207884354e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D04_seed_08__seed_08__v3_R2.csv.gz,db88aef8436e9109c0e2160b508d72861c8c8c09329d0f4c93778a989ad48d47
BY2__LC01__LIT__D04_seed_08__seed_08__v2,FULL,208efda90680cfeb7f8b914319fc260c8ef41901da969ccb88c26ed46a5e2fc0,208efda90680cfeb7f8b914319fc260c8ef41901da969ccb88c26ed46a5e2fc0,09942c57fda683befd372542713fd6455eca29cb896470c06bebf861e9894d56,09942c57fda683befd372542713fd6455eca29cb896470c06bebf861e9894d56,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.89217787547498e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D04_seed_08__seed_08__v2_R2.csv.gz,3216513d0b255b4e214559fe4833e5c6c5f97ea1b79bb398b84b09078959b3d2
BY2__EXT05C__LIT__D04_seed_08__seed_08__v3,FULL,573edc5b3b29ed258ede1151870d21597e23a5aa8588d7f1ca66c2804cb990ef,573edc5b3b29ed258ede1151870d21597e23a5aa8588d7f1ca66c2804cb990ef,821a5c4cc9d3ea4768d57b32cdcf454d73919d6393b3b1e9cda5785af3452a6f,821a5c4cc9d3ea4768d57b32cdcf454d73919d6393b3b1e9cda5785af3452a6f,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.943783111453509e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_08__seed_08__v3_R2.csv.gz,6a35ab656cbbaba88d4b41676a87937c848d7193631d7d03b1bc0339fa21ce52
BY2__EXT05C__LIT__D04_seed_08__seed_08__v2,FULL,037a453da15461a420fa32a0143cc55022cd3ebc308a2817ed0b072083c64c7a,037a453da15461a420fa32a0143cc55022cd3ebc308a2817ed0b072083c64c7a,7f1be70d1bbab32b9b6c2c0b6a0c97db2ea955da6fc46a9c7f02005aa9dac592,7f1be70d1bbab32b9b6c2c0b6a0c97db2ea955da6fc46a9c7f02005aa9dac592,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,2.893603953645793e-14,2.842170943040401e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D04_seed_08__seed_08__v2_R2.csv.gz,b1c01b4fc6b13e231dd55219f0c9f1bdb64cc660f26fcdbe5343a1c074badb57
BY2__LC01__LIT__D05_seed_00__seed_00__v3,FULL,1c01a3622c60441581b32018564e383d4559c6d867c9bd9b2f92bdd8e48c4618,1c01a3622c60441581b32018564e383d4559c6d867c9bd9b2f92bdd8e48c4618,5682f957281ea8ac1d880c2bfefa63e3a5fc79da577eff0f097d6cf97cfc313c,5682f957281ea8ac1d880c2bfefa63e3a5fc79da577eff0f097d6cf97cfc313c,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.852900207884354e-14,1.3874318360862503e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D05_seed_00__seed_00__v3_R2.csv.gz,9809b819c85802ac9b651b9896d5d06a9c335e1b387d7ec32dd294549ae3c122
BY2__LC01__LIT__D05_seed_00__seed_00__v2,FULL,02f89c9e86ed7605fdfb78a4e310ae4a92fe566d67c8839fa1c4561df607c624,02f89c9e86ed7605fdfb78a4e310ae4a92fe566d67c8839fa1c4561df607c624,84917ac3bae73a663160a3f3975107fc0bb6ed9ee23a8b45cd35946219e62a53,84917ac3bae73a663160a3f3975107fc0bb6ed9ee23a8b45cd35946219e62a53,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.8126000799001213e-14,1.2656542480726785e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D05_seed_00__seed_00__v2_R2.csv.gz,3614ff691a8d82441accf33911845c03acb178cfc4f5c594a8d1500802f46acd
BY2__EXT05C__LIT__D05_seed_00__seed_00__v3,FULL,978b5a46ec950ed67e86af2c528a8204e9f4a57e3fcae58800041fac0ef96004,978b5a46ec950ed67e86af2c528a8204e9f4a57e3fcae58800041fac0ef96004,b7f4d2b6435649e6d6daa4bfaef4ea76d9a17c971bdbddeb676da04fa00f8c34,b7f4d2b6435649e6d6daa4bfaef4ea76d9a17c971bdbddeb676da04fa00f8c34,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.943783111453509e-14,1.3253287356462806e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D05_seed_00__seed_00__v3_R2.csv.gz,cc59d2c33167852bd1041c32ba43318d33b2953491f317f437442526f23427dd
BY2__EXT05C__LIT__D05_seed_00__seed_00__v2,FULL,fc987770738d10ed891ae1a5b42609444347f3ee6441a2954a2b846185f90cf1,fc987770738d10ed891ae1a5b42609444347f3ee6441a2954a2b846185f90cf1,51f6adb0939115a7f7ef0645afa6670d70447383371d41a92308a905bff6456f,51f6adb0939115a7f7ef0645afa6670d70447383371d41a92308a905bff6456f,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.893603953645793e-14,1.3156142841808105e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D05_seed_00__seed_00__v2_R2.csv.gz,42326a42d26c596113a9e716cf925a85348470bd8fff5e768e791bc82d610893
BY2__LC01__LIT__D33_seed_00__seed_00__v3,FULL,9ac4b13e27c92e9b0a46c1085f19d7642fb120f492bcf024e3523823d8d9f9e2,9ac4b13e27c92e9b0a46c1085f19d7642fb120f492bcf024e3523823d8d9f9e2,e1c8c84e8466eaa7e3fe74a8fb63137bb68c80a5a6aa8e97e5b509b85ad1d27f,e1c8c84e8466eaa7e3fe74a8fb63137bb68c80a5a6aa8e97e5b509b85ad1d27f,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.847121504287163e-14,1.2850831510036187e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D33_seed_00__seed_00__v3_R2.csv.gz,3c372a21a1bdc5c8981b67a771b4f049f007b134a45b092c1a7f97b3c54a1d96
BY2__LC01__LIT__D33_seed_00__seed_00__v2,FULL,7008eaadef38d05480afb1b2fdbc488435c6561ed9f0ca7d9fcec72135c4ed8e,7008eaadef38d05480afb1b2fdbc488435c6561ed9f0ca7d9fcec72135c4ed8e,0eb416b281d8b3446252ea8d902e23586ddfe8fa501caf7093c5369db95ec901,0eb416b281d8b3446252ea8d902e23586ddfe8fa501caf7093c5369db95ec901,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,3.0396448852019524e-14,1.304512053934559e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D33_seed_00__seed_00__v2_R2.csv.gz,93f3daa15d9b32d81baef78ffd546e84ff39e28d4dde62f4ed1f5cedc4616d01
BY2__EXT05C__LIT__D33_seed_00__seed_00__v3,FULL,08673ef5fa7a92ed9511ed2cbec74284f6c9c4c7239058ae019d0d200ffa7bf4,08673ef5fa7a92ed9511ed2cbec74284f6c9c4c7239058ae019d0d200ffa7bf4,c89dca178f135f2ab08925b3ad649bd2cf999535949a7c8bf3291e801cc2126b,c89dca178f135f2ab08925b3ad649bd2cf999535949a7c8bf3291e801cc2126b,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.943783111453509e-14,1.2934098236883074e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D33_seed_00__seed_00__v3_R2.csv.gz,7bd5abd02e3b3df91a4c280393eeb1f2540b690db975858444a2331fbc1b5de2
