slot_id,role,summary_R1_sha256,summary_R2_sha256,error_series_R1_sha256,error_series_R2_sha256,passed,R1_available_metric_fields,R1_available_metrics_equal,trace_open_count,trace_sha256,audit_status_R1,audit_status_R2,horizontal_max_m,up_max_m,yaw_max_deg,residual_file,residual_sha256
BY2__LC01__LIT__C00__NA__v3,FULL,4d66cee4ac358e630816b4d53a6f3454fefd83fea779da6ae694eda2188434c3,4d66cee4ac358e630816b4d53a6f3454fefd83fea779da6ae694eda2188434c3,b7af06c18399d525f31e57e86357f196413f5f505999877a5cf9f9fe5a9179c1,b7af06c18399d525f31e57e86357f196413f5f505999877a5cf9f9fe5a9179c1,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.852900207884354e-14,1.3874318360862503e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__C00__NA__v3_R2.csv.gz,a70475b2d43aff8e5e2afa34766d6223a232a44a097a6f1026dd1d28a8b4d4c4
BY2__LC01__LIT__C00__NA__v2,FULL,29256edb848e4656fbb2e0768e94954beb04af8490bba85ce3399f5a76b66bf1,29256edb848e4656fbb2e0768e94954beb04af8490bba85ce3399f5a76b66bf1,0229784a13c0b763d63405e4d30acd70dbb04ad438b3a4fcbce0481c8f030277,0229784a13c0b763d63405e4d30acd70dbb04ad438b3a4fcbce0481c8f030277,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.89217787547498e-14,1.2656542480726785e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__C00__NA__v2_R2.csv.gz,508ea43dd5e6e1cc21b08d4408cd965994ff8df11613dd567d6aeda681c06715
BY2__EXT05C__LIT__C00__NA__v3,FULL,08673ef5fa7a92ed9511ed2cbec74284f6c9c4c7239058ae019d0d200ffa7bf4,08673ef5fa7a92ed9511ed2cbec74284f6c9c4c7239058ae019d0d200ffa7bf4,c89dca178f135f2ab08925b3ad649bd2cf999535949a7c8bf3291e801cc2126b,c89dca178f135f2ab08925b3ad649bd2cf999535949a7c8bf3291e801cc2126b,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.943783111453509e-14,1.2934098236883074e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__C00__NA__v3_R2.csv.gz,7bd5abd02e3b3df91a4c280393eeb1f2540b690db975858444a2331fbc1b5de2
BY2__EXT05C__LIT__C00__NA__v2,FULL,ca9401d00b96fbd2a7471fb07ecaf73b59926f38d86800bace4b7a1e06666ad1,ca9401d00b96fbd2a7471fb07ecaf73b59926f38d86800bace4b7a1e06666ad1,94838d39aaa6718a78e95434c008543b9d6fe92e26671b15ef22afd3d81a293b,94838d39aaa6718a78e95434c008543b9d6fe92e26671b15ef22afd3d81a293b,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.893603953645793e-14,1.3156142841808105e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__C00__NA__v2_R2.csv.gz,7ea489afdc51bb90a163829203fca15b27bf9e9b59c41cd67b1d7a5f171838ac
BY2__LC01__LIT__D21_seed_01__seed_01__v3,PRE_FAILURE,a14ce11baee88e60a8f5aca4eff4b8fa166556810bcef8f2f691bc7c5cb11903,a14ce11baee88e60a8f5aca4eff4b8fa166556810bcef8f2f691bc7c5cb11903,44174fa1151406c8a22cf731830e096d069f7ba7246438f8a924b6459af11545,44174fa1151406c8a22cf731830e096d069f7ba7246438f8a924b6459af11545,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,5.6129604483960686e-15,1.0658141036401503e-14,2.842170943040401e-14,AUDIT_RESIDUALS/BY2__LC01__LIT__D21_seed_01__seed_01__v3_R2.csv.gz,c1987a1662fa437b406b3679e897b86c52be7a493feff4ae29e8feee648f4952
BY2__LC01__LIT__D21_seed_01__seed_01__v2,PRE_FAILURE,946900341167673bd4364a318274a7deb4198e11ba99fb2b9792b644338b45bf,946900341167673bd4364a318274a7deb4198e11ba99fb2b9792b644338b45bf,4b8bc8cc4cc61556e24c610efeb1256cc479ecfa5ca5550ccb14aec12ffa33a2,4b8bc8cc4cc61556e24c610efeb1256cc479ecfa5ca5550ccb14aec12ffa33a2,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,4.265698783853661e-15,7.105427357601002e-15,2.842170943040401e-14,AUDIT_RESIDUALS/BY2__LC01__LIT__D21_seed_01__seed_01__v2_R2.csv.gz,161186484d8c12d5dcbc5766dfa7fb5a389c55364eb468a492bee40953033ab3
BY2__EXT05C__LIT__D21_seed_01__seed_01__v3,PRE_FAILURE,f44550702a6fbe67781e64d84ceed662f8d861f6609ee7c082ed507c93633865,f44550702a6fbe67781e64d84ceed662f8d861f6609ee7c082ed507c93633865,24425f005e9e190f0e5046f286a01394acd6eaa418f63f0a41490198cf7292eb,24425f005e9e190f0e5046f286a01394acd6eaa418f63f0a41490198cf7292eb,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,5.4025784115714076e-15,1.0658141036401503e-14,2.842170943040401e-14,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D21_seed_01__seed_01__v3_R2.csv.gz,3201252f2da26d1f5d61b60c41ffea9cd2c7c2f31e789b2a61a6688a9c01fedb
BY2__EXT05C__LIT__D21_seed_01__seed_01__v2,PRE_FAILURE,794df6ad26734aaaec3194d05598db44e3ec2793d1d68c99f81742cb55befe08,794df6ad26734aaaec3194d05598db44e3ec2793d1d68c99f81742cb55befe08,bb6fb116fb9d430535ee465d6adcb47450c503609c29aaec8ff1c6d6d9359321,bb6fb116fb9d430535ee465d6adcb47450c503609c29aaec8ff1c6d6d9359321,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,3.972054645195637e-15,7.105427357601002e-15,2.842170943040401e-14,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D21_seed_01__seed_01__v2_R2.csv.gz,58e15dd89bc594136e1b8844a63ad7c17ea4e99d5398200c3e4e2900e1245b03
BY2__EXT05C__LIT__D21_seed_02__seed_02__v3,PRE_FAILURE,abbe4c37c6caa09f2c1cde16de653589945824b92961e66e335e623723387db9,abbe4c37c6caa09f2c1cde16de653589945824b92961e66e335e623723387db9,194146fca403215a83bdae830d842397fa885bb905a87f91a6bf9cef64e3fd0f,194146fca403215a83bdae830d842397fa885bb905a87f91a6bf9cef64e3fd0f,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,1.0658141036401503e-14,1.4210854715202004e-14,0.0,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D21_seed_02__seed_02__v3_R2.csv.gz,fb859c24c936e32181d3166f2fc11fdb2ba56bf5e7f1c398d52089823773058a
BY2__EXT05C__LIT__D21_seed_02__seed_02__v2,PRE_FAILURE,6fc68d4d0ee4cfffe62b2747ccd2f88032b1cf2bb5c717137fe9f5e501187168,6fc68d4d0ee4cfffe62b2747ccd2f88032b1cf2bb5c717137fe9f5e501187168,9fc0eab5c967659fcabc7a1a1b5b44b6142d983a36f211d8ab6bf140c7d3b7f5,9fc0eab5c967659fcabc7a1a1b5b44b6142d983a36f211d8ab6bf140c7d3b7f5,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,1.0658141036401503e-14,1.4210854715202004e-14,0.0,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D21_seed_02__seed_02__v2_R2.csv.gz,87d9d749436679c3356fb32d84bf21af3204bd5ac8864a102ffb23541d8e814b
BY2__LC01__LIT__D21_seed_04__seed_04__v3,PRE_FAILURE,42ac255cc5c50062456f943c73637dbb994f2338b82a607debabc035fbc329a5,42ac255cc5c50062456f943c73637dbb994f2338b82a607debabc035fbc329a5,05d8835acd9b8de43761856c7763099aa33b9536714409168953092d1d9e82ac,05d8835acd9b8de43761856c7763099aa33b9536714409168953092d1d9e82ac,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,7.944109290391274e-15,7.105427357601002e-15,3.979039320256561e-13,AUDIT_RESIDUALS/BY2__LC01__LIT__D21_seed_04__seed_04__v3_R2.csv.gz,6ca1a840ea857a3b3f5288fbe1c1199df701e6d20b233f410a4f246f96d36b60
BY2__LC01__LIT__D21_seed_04__seed_04__v2,PRE_FAILURE,0619bff4b9f57fafdb5d83debb45b96ed6f19fba34b8942f40b81568d334e604,0619bff4b9f57fafdb5d83debb45b96ed6f19fba34b8942f40b81568d334e604,97324db8e15c95a0ae2371e141d11e894466eb9482e12c594d5f5eec723bb00a,97324db8e15c95a0ae2371e141d11e894466eb9482e12c594d5f5eec723bb00a,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,9.769962616701378e-15,1.0658141036401503e-14,3.979039320256561e-13,AUDIT_RESIDUALS/BY2__LC01__LIT__D21_seed_04__seed_04__v2_R2.csv.gz,8f5887424f37359f4a1e84b20063fa929988f634e62c4e6e36103697fe011bb8
BY2__EXT05C__LIT__D21_seed_04__seed_04__v3,PRE_FAILURE,db5a7105ed4390702a21e8cbc27af7f3e83e615c0c71cf10a219f0d4a1673c0b,db5a7105ed4390702a21e8cbc27af7f3e83e615c0c71cf10a219f0d4a1673c0b,f7cf57dd7dcb2c5db4516b0215dc214562c5bcf5f91e2d7dd43b2f716fa23940,f7cf57dd7dcb2c5db4516b0215dc214562c5bcf5f91e2d7dd43b2f716fa23940,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,7.944109290391274e-15,1.0658141036401503e-14,0.0,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D21_seed_04__seed_04__v3_R2.csv.gz,6af123b6cda6c1657b94d267705b7b19e255762fda4106030420a67613ba1ac5
BY2__EXT05C__LIT__D21_seed_04__seed_04__v2,PRE_FAILURE,d4864528bc5a88f7a9d299996c9187a13a4f2b21e5c131453163c98abc747e1d,d4864528bc5a88f7a9d299996c9187a13a4f2b21e5c131453163c98abc747e1d,5182aa717b67a4345df51b4250e158b9b5760a326c1ec8e8ae7d8b514cc16c1d,5182aa717b67a4345df51b4250e158b9b5760a326c1ec8e8ae7d8b514cc16c1d,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,1.0695084443661336e-14,7.105427357601002e-15,0.0,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D21_seed_04__seed_04__v2_R2.csv.gz,dbd95b2554cd5f2787ca230b046d5b9344412b3743e764e354faa39b6e22c6f6
BY2__LC01__LIT__D21_seed_06__seed_06__v3,PRE_FAILURE,e974ae123808c3531f70c9a47e9081bcbbc6b8371abdc81b48a4aefaa19d6462,e974ae123808c3531f70c9a47e9081bcbbc6b8371abdc81b48a4aefaa19d6462,6b3356b62279e4609e6e2055bfd247dc079d5e46f750406de52331dda5cf080d,6b3356b62279e4609e6e2055bfd247dc079d5e46f750406de52331dda5cf080d,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,1.6881232242081456e-14,7.105427357601002e-15,3.979039320256561e-13,AUDIT_RESIDUALS/BY2__LC01__LIT__D21_seed_06__seed_06__v3_R2.csv.gz,4d1e28d7082791728272865c766478b0ae7d5c28cf9c01bfe66c685d675f2685
BY2__LC01__LIT__D21_seed_06__seed_06__v2,PRE_FAILURE,882698cafac1a4197c2b7b1c250a76ee09675901b6f55eae021815c753ecef25,882698cafac1a4197c2b7b1c250a76ee09675901b6f55eae021815c753ecef25,4c8c77b1d38be6c4fb56227413aca4f52d2153d3c6cf4c1dcb5a2b5daf6978d8,4c8c77b1d38be6c4fb56227413aca4f52d2153d3c6cf4c1dcb5a2b5daf6978d8,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,1.7342238036525468e-14,1.0658141036401503e-14,3.979039320256561e-13,AUDIT_RESIDUALS/BY2__LC01__LIT__D21_seed_06__seed_06__v2_R2.csv.gz,4fa64c4d32ec9414e1de5b924e8e86e100a92ced18b35d1dbc2fe68a98d33a66
BY2__EXT05C__LIT__D21_seed_06__seed_06__v3,PRE_FAILURE,a9ef586cf0f8413b9f3d5ec5b07d3003bb7732636e2728f0fba339441435e66b,a9ef586cf0f8413b9f3d5ec5b07d3003bb7732636e2728f0fba339441435e66b,7643e9941386d8b1fbff118ae5ead109ca2fa0570c07b5549c92a30b9671cb3a,7643e9941386d8b1fbff118ae5ead109ca2fa0570c07b5549c92a30b9671cb3a,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,5.329070518200751e-15,7.105427357601002e-15,2.842170943040401e-14,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D21_seed_06__seed_06__v3_R2.csv.gz,c65baf6c36a69c6fcc395b17ee072e0657f82e1ec6e8c234700a73f3ee40e5b3
BY2__EXT05C__LIT__D21_seed_06__seed_06__v2,PRE_FAILURE,cb98d7beb922bfd20649db853ad3ea8b0a68cf263bb1796e5483d1fe5d0a5902,cb98d7beb922bfd20649db853ad3ea8b0a68cf263bb1796e5483d1fe5d0a5902,9e3633d6feff6cfea14cd66c534a7b362d01224c31f2a4734de189705539e22e,9e3633d6feff6cfea14cd66c534a7b362d01224c31f2a4734de189705539e22e,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,5.4025784115714076e-15,7.105427357601002e-15,2.842170943040401e-14,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D21_seed_06__seed_06__v2_R2.csv.gz,c4f32d7034abe823da9b449a646e7d04cd3f47d2176ba1a0cf2ff7d73928392e
BY2__EXT05C__LIT__D21_seed_08__seed_08__v3,PRE_FAILURE,6a79839691b8d398882b83b6813f9ad76c422060b443e276ea9ecc8efeccd0f4,6a79839691b8d398882b83b6813f9ad76c422060b443e276ea9ecc8efeccd0f4,3c355f0914b01fa08361a6dac42df64eb199c53db88286002c392cccf3a8b663,3c355f0914b01fa08361a6dac42df64eb199c53db88286002c392cccf3a8b663,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,6.4047456679787536e-15,7.105427357601002e-15,0.0,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D21_seed_08__seed_08__v3_R2.csv.gz,9c8af9446ce86c8bbc718440e717fd68f0ee5e5e233927a23f3c422539d456a5
BY2__EXT05C__LIT__D21_seed_08__seed_08__v2,PRE_FAILURE,0d9b22f6556daae49dacbc637cacd39638310cbd118adb071bd34b8eef01c632,0d9b22f6556daae49dacbc637cacd39638310cbd118adb071bd34b8eef01c632,8f1393ac8c1474d878637bd3743c5e1482cbc17ada1bddd632c60ec302b4ee10,8f1393ac8c1474d878637bd3743c5e1482cbc17ada1bddd632c60ec302b4ee10,True,0,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,FAIL,PASS,5.329070518200751e-15,7.105427357601002e-15,0.0,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D21_seed_08__seed_08__v2_R2.csv.gz,73559b256f0c5227c81487f8612c5a05787a636cdb6a3f8da8c253ced140e784
BY2__LC01__LIT__D16_seed_00__seed_00__v3,FULL,d7f053f0083f14c0bdbe6c59787728fa97e1619fef3df5fa63ce0f36e570bc04,d7f053f0083f14c0bdbe6c59787728fa97e1619fef3df5fa63ce0f36e570bc04,6f43f8fa8e056476b2c6b691b09c7908611419d0c3ac5c95ea67b963b372f35e,6f43f8fa8e056476b2c6b691b09c7908611419d0c3ac5c95ea67b963b372f35e,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.8149791816184117e-14,1.2545520178264269e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D16_seed_00__seed_00__v3_R2.csv.gz,246d5afd8ac25a15d5b3926146c10f080a71229ebf21e4191cd08798a4498415
BY2__LC01__LIT__D16_seed_00__seed_00__v2,FULL,24fbc0668d3979f2863cc4c3260418813592aa009016576044cc0d34c5596d0c,24fbc0668d3979f2863cc4c3260418813592aa009016576044cc0d34c5596d0c,13ad82b8cbd8aee64edc86216dd866ba074bce707527ff3455297cab8023b3d2,13ad82b8cbd8aee64edc86216dd866ba074bce707527ff3455297cab8023b3d2,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.894702953182049e-14,1.2101430968414206e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D16_seed_00__seed_00__v2_R2.csv.gz,da78409b26a1079b43c1aec264ca801c517bf4c9f5ccbfd755c0c64aedc95864
BY2__EXT05C__LIT__D16_seed_00__seed_00__v3,FULL,044c615b7240382e395f2ae80a459d5d06317ae3e15e40862bb1cdac36d25fba,044c615b7240382e395f2ae80a459d5d06317ae3e15e40862bb1cdac36d25fba,6d888db9f111f86e0a373aad6f09c417d522b22d54f4ca008420cf55636efd4b,6d888db9f111f86e0a373aad6f09c417d522b22d54f4ca008420cf55636efd4b,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.919886554764162e-14,1.3378187446733136e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D16_seed_00__seed_00__v3_R2.csv.gz,45226d4a8f01333e4993b586bfd4b5fe92e8f59a89d77d894d5b24769edc18d9
BY2__EXT05C__LIT__D16_seed_00__seed_00__v2,FULL,a9d25fed38d1e957c0b226eaa09f4a09bc8cf12b898b4a53fc79a2d0fe91b45d,a9d25fed38d1e957c0b226eaa09f4a09bc8cf12b898b4a53fc79a2d0fe91b45d,a092897ce993b78908a6d7c3c90bad074d509fa6c38e306dc6ce1c75bee87e65,a092897ce993b78908a6d7c3c90bad074d509fa6c38e306dc6ce1c75bee87e65,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,3.077321138365141e-14,1.3641865415081611e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D16_seed_00__seed_00__v2_R2.csv.gz,b36f93cdeb1318fab84848bcc0f68bc92fb048e0783906f559f47f76c321b6af
BY2__LC01__LIT__D16_seed_01__seed_01__v3,FULL,14a658cdf8d95d96299938d9db0815a66fc1b373e92fd75b08a5ce5c3ae03a97,14a658cdf8d95d96299938d9db0815a66fc1b373e92fd75b08a5ce5c3ae03a97,019134d412c6cd903827cbfd965ce9e5c7df3d276a3a9b07a1028f3296b10849,019134d412c6cd903827cbfd965ce9e5c7df3d276a3a9b07a1028f3296b10849,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.82260967265807e-14,1.2878587085651816e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D16_seed_01__seed_01__v3_R2.csv.gz,976e557057edfe7470046f59fd3b30998418c77da2c132aa602a1d629d15fbff
BY2__LC01__LIT__D16_seed_01__seed_01__v2,FULL,4f7cd49481ae9ec37a9e044599690b134b8ffa825100920ae786a1b041a0473f,4f7cd49481ae9ec37a9e044599690b134b8ffa825100920ae786a1b041a0473f,917b19fa6d1523ee3b663b4a0b07933724b11556accd17cbe592b94f7604b095,917b19fa6d1523ee3b663b4a0b07933724b11556accd17cbe592b94f7604b095,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.8001895817503296e-14,1.3433698597964394e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D16_seed_01__seed_01__v2_R2.csv.gz,d50a057830fc4a15fcc2efcee88d1ce2debea4a5cd72ff75c66bda1c85292b64
BY2__EXT05C__LIT__D16_seed_01__seed_01__v3,FULL,7c4175901e5526fe07a71882a98ef9d090ef108a701f9ab8230ffc5700d8d4f7,7c4175901e5526fe07a71882a98ef9d090ef108a701f9ab8230ffc5700d8d4f7,db66a10fa7bb0d07a1fac53c05fe8868b72f36c6cc0308800fce3619d4a1356f,db66a10fa7bb0d07a1fac53c05fe8868b72f36c6cc0308800fce3619d4a1356f,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.8424365601609406e-14,1.2545520178264269e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D16_seed_01__seed_01__v3_R2.csv.gz,c25e5bc87a7df4c80cc378203aa1da1218db38b500144affa8c02d2272d6886e
BY2__EXT05C__LIT__D16_seed_01__seed_01__v2,FULL,764ef0b9a1cfcae4753537b04e388b35e92308062b74203b53fd8f22282ef5ba,764ef0b9a1cfcae4753537b04e388b35e92308062b74203b53fd8f22282ef5ba,6cb75cd23a0e78f3e93a7560b918f8413145459cd470f964fcea132c5a06bca3,6cb75cd23a0e78f3e93a7560b918f8413145459cd470f964fcea132c5a06bca3,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.9535701651221626e-14,1.2434497875801753e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D16_seed_01__seed_01__v2_R2.csv.gz,a28b1eff55e5db360bb73208274cd2c0da22efe25272831984df0d939776d854
BY2__LC01__LIT__D16_seed_02__seed_02__v3,FULL,496c42beeef7e08a44fc60039eee3a320aaa4411c42cd03a119879b52b3c42a2,496c42beeef7e08a44fc60039eee3a320aaa4411c42cd03a119879b52b3c42a2,14c76d47ec137775e8d607d491d20944246171093e5772200c78a0b49c286ea4,14c76d47ec137775e8d607d491d20944246171093e5772200c78a0b49c286ea4,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.899042967690337e-14,1.27675647831893e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D16_seed_02__seed_02__v3_R2.csv.gz,b240de393a903b23d9ebaadadcb6f1fc47f9e1b2d6c8e4c3e31107a342db07ee
BY2__LC01__LIT__D16_seed_02__seed_02__v2,FULL,648e1a9134c8806917b51b966aa57a7fb20b9611c1103414e05b8254d88f092b,648e1a9134c8806917b51b966aa57a7fb20b9611c1103414e05b8254d88f092b,2a53199313069b13a10f9f78c246caf7f17be834e941819bd6e7258708d41807,2a53199313069b13a10f9f78c246caf7f17be834e941819bd6e7258708d41807,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.900211958102207e-14,1.4099832412739488e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D16_seed_02__seed_02__v2_R2.csv.gz,12ef3b0d23f916abf6d26c57899fea453621c9437c6c727d1c5e59f5619eab51
BY2__EXT05C__LIT__D16_seed_02__seed_02__v3,FULL,e0f58d362bf9d2d99a81430aef3ccf7554f18a55997edb780305792a988e2c95,e0f58d362bf9d2d99a81430aef3ccf7554f18a55997edb780305792a988e2c95,26e2ce88b620bdbb921cb2647debe867e224fe66d42ca728cec3840f7ae51493,26e2ce88b620bdbb921cb2647debe867e224fe66d42ca728cec3840f7ae51493,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,3.011734476238034e-14,1.2656542480726785e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D16_seed_02__seed_02__v3_R2.csv.gz,b74c2867f9ed36db019ae5194b0f2ef7674330ffb36cee732e1fdf0b329aacfe
BY2__EXT05C__LIT__D16_seed_02__seed_02__v2,FULL,359ebb9673281ca7e8054da13ba0ebe63f2673d30449495329bb09067e547d27,359ebb9673281ca7e8054da13ba0ebe63f2673d30449495329bb09067e547d27,b921669ae1267c1a5d58523a329c37ff98d98f9684832c9fa816cf9d7275b2cf,b921669ae1267c1a5d58523a329c37ff98d98f9684832c9fa816cf9d7275b2cf,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.899042967690337e-14,1.2601031329495527e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__EXT05C__LIT__D16_seed_02__seed_02__v2_R2.csv.gz,1114442ee0c0de72de037de9b9884c0423e47a77f7b2ff31576d4a69f051fee6
BY2__LC01__LIT__D16_seed_03__seed_03__v3,FULL,e67fe9900e5f7c0bb882ba52d2de433ccdb2b997e5b0452803f6fe73d0525b4a,e67fe9900e5f7c0bb882ba52d2de433ccdb2b997e5b0452803f6fe73d0525b4a,e581ea6b8bdb76491c4dc273f35d0127dd9f219aa7dad719123b7239c2e5b8c5,e581ea6b8bdb76491c4dc273f35d0127dd9f219aa7dad719123b7239c2e5b8c5,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,3.009421245024195e-14,1.2545520178264269e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D16_seed_03__seed_03__v3_R2.csv.gz,b2fef2b7300dc812a0cd47da36a2ba4ec466bc72772d5d39c82a9e821317e010
BY2__LC01__LIT__D16_seed_03__seed_03__v2,FULL,68a5fb5c6c0c246a40b4537784a4ef6c2330e7841e4450648c5e6c55a1eb15ba,68a5fb5c6c0c246a40b4537784a4ef6c2330e7841e4450648c5e6c55a1eb15ba,b620d396c300f6a56fea780fd39474ee86edfde9a74904c5dcb8c5f0845473e0,b620d396c300f6a56fea780fd39474ee86edfde9a74904c5dcb8c5f0845473e0,True,138,True,1,ee3ee42dea3ada196dfdbcc78fd07524f91b4ce4fb94d9d6482a3e7d4b34aa4c,PASS,PASS,2.9392197924452e-14,1.27675647831893e-14,4.092726157978177e-12,AUDIT_RESIDUALS/BY2__LC01__LIT__D16_seed_03__seed_03__v2_R2.csv.gz,124d00a6ed60cf65a34ed62e780f17cf8737299d9d3fdf700feb6b49e56b938b
