case_id,family,type,seed,method,config,yaw_rmse_deg,horizontal_rmse_m,up_rmse_m,yaw_p95_deg,failure_class,pre_failure_yaw,pre_failure_h,pre_failure_up,input_identity_note,source_run_dir,output_sha256,audit_status_R1,audit_status_R2,observer_discrepancy_R2
D16_seed_01,位置偏差,D16,seed_01,LC01,LIT,2.994826764174677,1.4861514011881038,0.5364195713428282,4.9681406159462025,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D16_seed_01__seed_01/v3_R2,18fa8a7a285fb1648dad13d0af407cb08c25c49452b2a4a0356045bcf7c9d1ec,PASS,PASS,"{""horizontal_max_m"":2.82260967265807e-14,""up_max_m"":1.2878587085651816e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_01,位置偏差,D16,seed_01,EXT05C,LIT,12.048340415336012,1.4846737010120459,0.5380994104617665,16.869000138048982,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D16_seed_01__seed_01/v3_R2,1191992fd6e5e7d0896e936ad3f4d876dd20d09cd9b1797f2525f7b3302a6186,PASS,PASS,"{""horizontal_max_m"":2.8424365601609406e-14,""up_max_m"":1.2545520178264269e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_02,位置偏差,D16,seed_02,LC01,LIT,2.9948277150157945,1.4957396017966897,0.46625200564125574,4.968138735801506,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D16_seed_02__seed_02/v3_R2,e0668112286ceab3614e6711ddad90bd28d75a32a7886dfbbc17839a63690fe2,PASS,PASS,"{""horizontal_max_m"":2.899042967690337e-14,""up_max_m"":1.27675647831893e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_02,位置偏差,D16,seed_02,EXT05C,LIT,12.04846415369014,1.490461226236816,0.4656500788437538,16.868655190627955,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D16_seed_02__seed_02/v3_R2,6dd4e451f6805a5beb4dfcd4e3cede16f8b9f470e9bb9bc1cef193ff7b9fc66e,PASS,PASS,"{""horizontal_max_m"":3.011734476238034e-14,""up_max_m"":1.2656542480726785e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_03,位置偏差,D16,seed_03,LC01,LIT,2.994826781907253,1.515974086073942,0.5364028681979092,4.9681368896164,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D16_seed_03__seed_03/v3_R2,18d2e7b1313e8758d0689a5283ffed4a6d0f6e5e4fe95199834e49487d96587e,PASS,PASS,"{""horizontal_max_m"":3.009421245024195e-14,""up_max_m"":1.2545520178264269e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_03,位置偏差,D16,seed_03,EXT05C,LIT,12.048238688353067,1.514053880271892,0.5380826358813867,16.867648537398424,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D16_seed_03__seed_03/v3_R2,d7300af27a62b890fcd2ac92350f9b7786c54a1e408deb4e2fa9427422ec09bc,PASS,PASS,"{""horizontal_max_m"":2.864569040538603e-14,""up_max_m"":1.3378187446733136e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_04,位置偏差,D16,seed_04,LC01,LIT,2.9948291279280137,1.509947518097411,0.46626186499971944,4.968159841853011,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D16_seed_04__seed_04/v3_R2,c21e18ef0aa07d1babe1646605cccd5c1e825a2bcd8007626994f72819da1045,PASS,PASS,"{""horizontal_max_m"":2.8095443461294128e-14,""up_max_m"":1.3711254354120683e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_04,位置偏差,D16,seed_04,EXT05C,LIT,12.048351095499086,1.5063127771685174,0.46565987970568445,16.868453656949054,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D16_seed_04__seed_04/v3_R2,2ebb5122c9858a1239e44c1adb8c23d048cad200659f636df1db9d261ffb31cb,PASS,PASS,"{""horizontal_max_m"":2.998917697701172e-14,""up_max_m"":1.3156142841808105e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_05,位置偏差,D16,seed_05,LC01,LIT,2.9948274017300216,1.5094692192709214,0.4662614847553874,4.968144399851392,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D16_seed_05__seed_05/v3_R2,bc6adefd573a9f1bca3754c3f1345bc75eb80225e5645ad81f9b1d4ad195117e,PASS,PASS,"{""horizontal_max_m"":2.8149791816184117e-14,""up_max_m"":1.2989609388114332e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_05,位置偏差,D16,seed_05,EXT05C,LIT,12.048596038289036,1.5057313795691738,0.46565950245674514,16.869150106799406,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D16_seed_05__seed_05/v3_R2,ca208d94a551ea8d9761b2aba1a55900f1b8a3737cfc8c2c2662d53301ad2f9a,PASS,PASS,"{""horizontal_max_m"":2.8159642169574703e-14,""up_max_m"":1.2434497875801753e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_06,位置偏差,D16,seed_06,LC01,LIT,2.9948276019696927,1.509963292603481,0.5364080441829047,4.968140673421879,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D16_seed_06__seed_06/v3_R2,d83499496926825b6624085c02b19c27631ec022274c1b03d97d03eab95a9330,PASS,PASS,"{""horizontal_max_m"":3.071126535662235e-14,""up_max_m"":1.354472090042691e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_06,位置偏差,D16,seed_06,EXT05C,LIT,12.048668701586603,1.506332470275644,0.538087823590283,16.86808022453716,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D16_seed_06__seed_06/v3_R2,f9a15e25a39bc8be06105e12b6873d6260d7bbe0e915975d333ece192c5f72d4,PASS,PASS,"{""horizontal_max_m"":2.945105925501062e-14,""up_max_m"":1.4654943925052066e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_07,位置偏差,D16,seed_07,LC01,LIT,2.994826456196064,1.5013585576855286,0.5364061240909802,4.968141908181548,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D16_seed_07__seed_07/v3_R2,7c318a20b7d60b0f65057265fd7723be85318f3c3b3eecb080924e9c04ad0a5e,PASS,PASS,"{""horizontal_max_m"":2.775696335971696e-14,""up_max_m"":1.432187701766452e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_07,位置偏差,D16,seed_07,EXT05C,LIT,12.048238559497664,1.5046823196384387,0.5380859372977697,16.868797005560555,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D16_seed_07__seed_07/v3_R2,03543b2f7235f79a428fbf588ce7d4e0c5bb11b07c1cc174e67bb6b8a2f66bb8,PASS,PASS,"{""horizontal_max_m"":2.8947881140468014e-14,""up_max_m"":1.2434497875801753e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_08,位置偏差,D16,seed_08,LC01,LIT,2.9948279200273573,1.5120756484717393,0.5363992343798,4.968143104138369,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D16_seed_08__seed_08/v3_R2,21e18c3eba441d98a3e8f0d04572d5ea66e6f465d84e540afedf50ee867d4648,PASS,PASS,"{""horizontal_max_m"":2.923071959373406e-14,""up_max_m"":1.3766765505351941e-14,""yaw_max_deg"":4.092726157978177e-12}"
D16_seed_08,位置偏差,D16,seed_08,EXT05C,LIT,12.04957587683025,1.5160694255438953,0.5380790191113962,16.86963175435484,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D16_seed_08__seed_08/v3_R2,ac8b5b78b73630aa862a04bea575e5cf24d4ed9b8d7c4e8f70d5558b40530957,PASS,PASS,"{""horizontal_max_m"":2.8443385208352465e-14,""up_max_m"":1.2434497875801753e-14,""yaw_max_deg"":4.092726157978177e-12}"
D18_seed_00,位置偏差,D18,seed_00,LC01,LIT,2.9948346776648904,1.725045797320148,0.5469760668254283,4.968153739297546,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D18_seed_00__seed_00/v3_R2,4af229c74b2574ee1467f51d75e5cfc7b0979ac5f62416740f49858180ca19bc,PASS,PASS,"{""horizontal_max_m"":3.064295997853154e-14,""up_max_m"":1.2823075934420558e-14,""yaw_max_deg"":4.092726157978177e-12}"
D18_seed_00,位置偏差,D18,seed_00,EXT05C,LIT,12.097463068021948,1.7288407819196048,0.5476512329764547,16.916956918077783,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D18_seed_00__seed_00/v3_R2,b223f3af6f8d49cc695558343ad839d07e8e1a98b2116c97a4ee104681e7627c,PASS,PASS,"{""horizontal_max_m"":2.7982025520652192e-14,""up_max_m"":1.2989609388114332e-14,""yaw_max_deg"":4.092726157978177e-12}"
D18_seed_01,位置偏差,D18,seed_01,LC01,LIT,2.9948354656601337,1.705227449093224,0.6097911548902023,4.968138374339153,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D18_seed_01__seed_01/v3_R2,5ea65ff8295fd7b6d2801a21a5a28789ddef1c4499adcf76d8eac31d227eda9b,PASS,PASS,"{""horizontal_max_m"":2.909043859352677e-14,""up_max_m"":1.3156142841808105e-14,""yaw_max_deg"":4.092726157978177e-12}"
D18_seed_01,位置偏差,D18,seed_01,EXT05C,LIT,12.137424786604349,1.711727948901784,0.6102049909531632,16.956754113614007,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D18_seed_01__seed_01/v3_R2,3a5caa3a2cd0c5c961aaf3e2994f53db0a8cc17c18c4efd4da601754540294fe,PASS,PASS,"{""horizontal_max_m"":2.7985549261444482e-14,""up_max_m"":1.2989609388114332e-14,""yaw_max_deg"":4.092726157978177e-12}"
D18_seed_02,位置偏差,D18,seed_02,LC01,LIT,2.994825846726363,1.715853211840258,0.546958930391242,4.968133602721786,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D18_seed_02__seed_02/v3_R2,8265cc9f776ce8502027f34a694f517ae70edbb2429d6aa95f88286c1f1f0275,PASS,PASS,"{""horizontal_max_m"":2.8678373793699065e-14,""up_max_m"":1.2378986724570495e-14,""yaw_max_deg"":4.092726157978177e-12}"
D18_seed_02,位置偏差,D18,seed_02,EXT05C,LIT,12.07765552409568,1.7168507416952135,0.5476340842299537,16.898397773844763,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D18_seed_02__seed_02/v3_R2,be789269548bb19cba1fcf4113bf811cfca32384b115399d091e53c3ebfd12de,PASS,PASS,"{""horizontal_max_m"":2.8674720264950725e-14,""up_max_m"":1.3988810110276972e-14,""yaw_max_deg"":4.092726157978177e-12}"
D18_seed_03,位置偏差,D18,seed_03,LC01,LIT,2.9948201456177412,1.7526676331400424,0.6097842579853396,4.968143613221851,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D18_seed_03__seed_03/v3_R2,3ad0f916ca1c5164b932b178ffe53b5d5a9131c4f3fe061a809fba79a3ff9e40,PASS,PASS,"{""horizontal_max_m"":2.922439373910408e-14,""up_max_m"":1.3822276656583199e-14,""yaw_max_deg"":4.092726157978177e-12}"
D18_seed_03,位置偏差,D18,seed_03,EXT05C,LIT,11.976199329726821,1.7462319670561575,0.6101983301081527,16.799091044110952,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D18_seed_03__seed_03/v3_R2,78170f50ff7c1a2e29a73098521e6edbd245888072ebdb98907a1c261028fd17,PASS,PASS,"{""horizontal_max_m"":2.9148376401204884e-14,""up_max_m"":1.2490009027033011e-14,""yaw_max_deg"":4.092726157978177e-12}"
D18_seed_04,位置偏差,D18,seed_04,LC01,LIT,2.9948235289479617,1.7408230142855081,0.5469662066853707,4.968157986975293,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D18_seed_04__seed_04/v3_R2,a5c9bcffa224ee197e0cd5f57109453790828192875a4a93f42ea18700e7b426,PASS,PASS,"{""horizontal_max_m"":2.9524418711792076e-14,""up_max_m"":1.2656542480726785e-14,""yaw_max_deg"":4.092726157978177e-12}"
D18_seed_04,位置偏差,D18,seed_04,EXT05C,LIT,12.005815573353372,1.7363289542580242,0.5476411764617738,16.82805541719971,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D18_seed_04__seed_04/v3_R2,5a338160d3bff35a6a3d9ec5ab34bf066ba5436b646b1dcd98679e626c75a135,PASS,PASS,"{""horizontal_max_m"":2.994310809836307e-14,""up_max_m"":1.354472090042691e-14,""yaw_max_deg"":4.092726157978177e-12}"
D18_seed_05,位置偏差,D18,seed_05,LC01,LIT,2.9948201759357667,1.7399233501646794,0.5469658511202213,4.968134480336374,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D18_seed_05__seed_05/v3_R2,f80ff5f1782dd509ab598ae71ed8b01722a68f6872197ec1f698b4ad7562f3a2,PASS,PASS,"{""horizontal_max_m"":2.8702700874217694e-14,""up_max_m"":1.2656542480726785e-14,""yaw_max_deg"":4.092726157978177e-12}"
D18_seed_05,位置偏差,D18,seed_05,EXT05C,LIT,12.007511568995266,1.7355957253922916,0.5476408244340427,16.829983408886115,NONE,,,,,$HX03R2/RUNS/BY2__EXT05C__LIT__D18_seed_05__seed_05/v3_R2,de392727161a90e9ea21fdf137532652e63a5554901cd9a0872d44a45afcc8fe,PASS,PASS,"{""horizontal_max_m"":2.843991819405286e-14,""up_max_m"":1.27675647831893e-14,""yaw_max_deg"":4.092726157978177e-12}"
D18_seed_06,位置偏差,D18,seed_06,LC01,LIT,2.9948223590532903,1.7408480147346663,0.6097897789094432,4.968135685220474,NONE,,,,,$HX03R2/RUNS/BY2__LC01__LIT__D18_seed_06__seed_06/v3_R2,07e26a817c585607a0be882b7a6e2e10dd4e1b58c22a42644e5feeba05a4ca46,PASS,PASS,"{""horizontal_max_m"":2.907390915125645e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
