level,group,method,method_label,metric,registered_n,failure_n,finite_n,median,p95,max,audit_status_R1,audit_status_R2,observer_discrepancy_R2
type,D47,EXT05C,EXT05C,horizontal_rmse_m,9,0,9,0.0877508129138417,0.0877508129138417,0.0877508129138417,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D47,EXT05C,EXT05C,up_rmse_m,9,0,9,0.05646995229568549,0.05646995229568549,0.05646995229568549,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,LC01,LC01,yaw_rmse_deg,9,0,9,2.9948274600591076,2.9948274600591076,2.9948274600591076,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,LC01,LC01,horizontal_rmse_m,9,0,9,0.0975479714305497,0.0975479714305497,0.0975479714305497,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,LC01,LC01,up_rmse_m,9,0,9,0.05066431825806066,0.05066431825806066,0.05066431825806066,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,EXT05C,EXT05C,yaw_rmse_deg,9,0,9,12.048641737808111,12.048641737808111,12.048641737808111,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,EXT05C,EXT05C,horizontal_rmse_m,9,0,9,0.0877508129138417,0.0877508129138417,0.0877508129138417,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D50,EXT05C,EXT05C,up_rmse_m,9,0,9,0.05646995229568549,0.05646995229568549,0.05646995229568549,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,yaw_rmse_deg,9,0,9,2.980585070394497,3.076627795415496,3.0910828817591693,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,horizontal_rmse_m,9,0,9,0.16674239425009407,0.30521013152996473,0.3160084915401855,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,LC01,LC01,up_rmse_m,9,0,9,0.05034603621967664,0.05054645175798957,0.05055438660993183,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,yaw_rmse_deg,9,0,9,19.361007658493254,60.63936678910384,60.965863842426394,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,horizontal_rmse_m,9,0,9,0.16745515579697612,0.22595137643857408,0.23200337854915049,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D57,EXT05C,EXT05C,up_rmse_m,9,0,9,0.055879423463176404,0.056163002850055974,0.05620397762332287,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,yaw_rmse_deg,18,0,18,2.9980624597079233,3.074817725472829,3.305615359339911,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,horizontal_rmse_m,18,0,18,1.4073499260959883,7.769345298448628,8.32627435418161,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01,LC01,up_rmse_m,18,0,18,4.978736353257629,11.37368394886416,11.877938192032005,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,yaw_rmse_deg,18,0,18,12.430566904743648,18.63690571415528,35.280006935735436,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,horizontal_rmse_m,18,0,18,1.4222228466328284,7.866700424688201,9.628090142217616,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,EXT05C,EXT05C,up_rmse_m,18,0,18,5.029570927366456,11.502811073926157,11.909519880213223,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,yaw_rmse_deg,18,0,18,2.9953496704906852,3.013930239830855,3.031448654428384,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,horizontal_rmse_m,18,0,18,2.7857817729516205,8.121143498764724,14.158956594632556,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D62,LC01-BR,改动过的 LC01,up_rmse_m,18,0,18,5.056240337793915,11.733655973241332,12.135817390870352,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D61,LC01,LC01,yaw_rmse_deg,18,0,18,2.9980624597079233,3.074817725472829,3.305615359339911,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D61,LC01,LC01,horizontal_rmse_m,18,0,18,1.4073499260959883,7.769345298448628,8.32627435418161,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D61,LC01,LC01,up_rmse_m,18,0,18,4.978736353257629,11.37368394886416,11.877938192032005,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,位置噪声,LC01,LC01,yaw_rmse_deg,18,18,0,,,,"{""FAIL"":2,""NOT_EVALUATED"":15,""PASS"":1}","{""NOT_EVALUATED"":15,""PASS"":3}","{""horizontal_max_m"":1.6881232242081456e-14,""up_max_m"":1.0658141036401503e-14,""yaw_max_deg"":3.979039320256561e-13}"
family,位置噪声,LC01,LC01,horizontal_rmse_m,18,18,0,,,,"{""FAIL"":2,""NOT_EVALUATED"":15,""PASS"":1}","{""NOT_EVALUATED"":15,""PASS"":3}","{""horizontal_max_m"":1.6881232242081456e-14,""up_max_m"":1.0658141036401503e-14,""yaw_max_deg"":3.979039320256561e-13}"
family,位置噪声,LC01,LC01,up_rmse_m,18,18,0,,,,"{""FAIL"":2,""NOT_EVALUATED"":15,""PASS"":1}","{""NOT_EVALUATED"":15,""PASS"":3}","{""horizontal_max_m"":1.6881232242081456e-14,""up_max_m"":1.0658141036401503e-14,""yaw_max_deg"":3.979039320256561e-13}"
family,位置噪声,EXT05C,EXT05C,yaw_rmse_deg,18,18,0,,,,"{""FAIL"":5,""NOT_EVALUATED"":13}","{""NOT_EVALUATED"":13,""PASS"":5}","{""horizontal_max_m"":1.0658141036401503e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":2.842170943040401e-14}"
family,位置噪声,EXT05C,EXT05C,horizontal_rmse_m,18,18,0,,,,"{""FAIL"":5,""NOT_EVALUATED"":13}","{""NOT_EVALUATED"":13,""PASS"":5}","{""horizontal_max_m"":1.0658141036401503e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":2.842170943040401e-14}"
family,位置噪声,EXT05C,EXT05C,up_rmse_m,18,18,0,,,,"{""FAIL"":5,""NOT_EVALUATED"":13}","{""NOT_EVALUATED"":13,""PASS"":5}","{""horizontal_max_m"":1.0658141036401503e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":2.842170943040401e-14}"
family,位置偏差,LC01,LC01,yaw_rmse_deg,18,0,18,2.9948270626858737,2.994834795864177,2.9948354656601337,"{""PASS"":18}","{""PASS"":18}","{""horizontal_max_m"":3.071126535662235e-14,""up_max_m"":1.432187701766452e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,位置偏差,LC01,LC01,horizontal_rmse_m,18,0,18,1.610600767583583,1.7528561912679683,1.7539246873262153,"{""PASS"":18}","{""PASS"":18}","{""horizontal_max_m"":3.071126535662235e-14,""up_max_m"":1.432187701766452e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,位置偏差,LC01,LC01,up_rmse_m,18,0,18,0.5416892508670351,0.609789985306557,0.6097911548902023,"{""PASS"":18}","{""PASS"":18}","{""horizontal_max_m"":3.071126535662235e-14,""up_max_m"":1.432187701766452e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,位置偏差,EXT05C,EXT05C,yaw_rmse_deg,18,0,18,12.048407624594613,12.103457325809309,12.137424786604349,"{""PASS"":18}","{""PASS"":18}","{""horizontal_max_m"":3.011734476238034e-14,""up_max_m"":1.4654943925052066e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,位置偏差,EXT05C,EXT05C,horizontal_rmse_m,18,0,18,1.6138986872228398,1.7469841514146325,1.7512465294459905,"{""PASS"":18}","{""PASS"":18}","{""horizontal_max_m"":3.011734476238034e-14,""up_max_m"":1.4654943925052066e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,位置偏差,EXT05C,EXT05C,up_rmse_m,18,0,18,0.5428667473458602,0.6102039915969262,0.6102049909531632,"{""PASS"":18}","{""PASS"":18}","{""horizontal_max_m"":3.011734476238034e-14,""up_max_m"":1.4654943925052066e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,位置中断,LC01,LC01,yaw_rmse_deg,18,0,18,2.9980624597079233,3.074817725472829,3.305615359339911,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,位置中断,LC01,LC01,horizontal_rmse_m,18,0,18,1.4073499260959883,7.769345298448628,8.32627435418161,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,位置中断,LC01,LC01,up_rmse_m,18,0,18,4.978736353257629,11.37368394886416,11.877938192032005,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,位置中断,EXT05C,EXT05C,yaw_rmse_deg,18,0,18,12.430566904743648,18.63690571415528,35.280006935735436,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,位置中断,EXT05C,EXT05C,horizontal_rmse_m,18,0,18,1.4222228466328284,7.866700424688201,9.628090142217616,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,位置中断,EXT05C,EXT05C,up_rmse_m,18,0,18,5.029570927366456,11.502811073926157,11.909519880213223,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度噪声,LC01,LC01,yaw_rmse_deg,9,0,9,2.9948274600591076,2.9948274600591076,2.9948274600591076,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度噪声,LC01,LC01,horizontal_rmse_m,9,0,9,0.0975479714305497,0.0975479714305497,0.0975479714305497,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度噪声,LC01,LC01,up_rmse_m,9,0,9,0.05066431825806066,0.05066431825806066,0.05066431825806066,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度噪声,EXT05C,EXT05C,yaw_rmse_deg,9,0,9,12.048641737808111,12.048641737808111,12.048641737808111,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度噪声,EXT05C,EXT05C,horizontal_rmse_m,9,0,9,0.0877508129138417,0.0877508129138417,0.0877508129138417,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度噪声,EXT05C,EXT05C,up_rmse_m,9,0,9,0.05646995229568549,0.05646995229568549,0.05646995229568549,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,LC01,LC01,yaw_rmse_deg,18,0,18,2.9948274600591076,3.003737235780949,3.010143695282273,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,LC01,LC01,horizontal_rmse_m,18,0,18,0.2598048829329334,1.2341058880301619,1.6828041829603906,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,LC01,LC01,up_rmse_m,18,0,18,0.6221857640099769,2.1252228737038084,2.1534499404917256,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,yaw_rmse_deg,18,0,18,12.048641737808111,12.958152576382009,13.052420796397397,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,horizontal_rmse_m,18,0,18,0.15453902775325531,0.906141769029638,1.0930051412680646,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,up_rmse_m,18,0,18,0.6526276477327704,2.1455704593158433,2.1974286751325263,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,yaw_rmse_deg,27,0,27,3.2589641707615926,4.017470107158446,4.534852912378933,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,horizontal_rmse_m,27,0,27,0.09828279428846022,0.09976145935501897,0.10005595454096475,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,up_rmse_m,27,0,27,0.050670335158112804,0.05068204302107804,0.050684241743219484,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,yaw_rmse_deg,27,0,27,12.048641737808111,12.048641737808111,12.048641737808111,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,horizontal_rmse_m,27,0,27,0.0877508129138417,0.0877508129138417,0.0877508129138417,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,up_rmse_m,27,0,27,0.05646995229568549,0.05646995229568549,0.05646995229568549,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,yaw_rmse_deg,18,0,18,3.016014157153275,3.305615359339911,3.305615359339911,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,horizontal_rmse_m,18,0,18,3.1360505444241658,8.32627435418161,8.32627435418161,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,up_rmse_m,18,0,18,9.186026179910845,11.877938192032005,11.877938192032005,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,yaw_rmse_deg,18,0,18,12.048641737808111,18.63690571415528,35.280006935735436,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,horizontal_rmse_m,18,0,18,0.919595682455717,7.866700424688201,9.628090142217616,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,up_rmse_m,18,0,18,3.959091565948036,11.502811073926157,11.909519880213223,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,多普勒,LC01,LC01,yaw_rmse_deg,27,0,27,2.9948274600591076,2.9948274600591076,2.9948274600591076,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,多普勒,LC01,LC01,horizontal_rmse_m,27,0,27,0.0975479714305497,0.0975479714305497,0.0975479714305497,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,多普勒,LC01,LC01,up_rmse_m,27,0,27,0.05066431825806066,0.05066431825806066,0.05066431825806066,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,多普勒,EXT05C,EXT05C,yaw_rmse_deg,27,0,27,12.048641737808111,12.048641737808111,12.048641737808111,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,多普勒,EXT05C,EXT05C,horizontal_rmse_m,27,0,27,0.0877508129138417,0.0877508129138417,0.0877508129138417,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,多普勒,EXT05C,EXT05C,up_rmse_m,27,0,27,0.05646995229568549,0.05646995229568549,0.05646995229568549,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,时间戳,LC01,LC01,yaw_rmse_deg,9,0,9,2.980585070394497,3.076627795415496,3.0910828817591693,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,时间戳,LC01,LC01,horizontal_rmse_m,9,0,9,0.16674239425009407,0.30521013152996473,0.3160084915401855,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,时间戳,LC01,LC01,up_rmse_m,9,0,9,0.05034603621967664,0.05054645175798957,0.05055438660993183,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.082501601277358e-14,""up_max_m"":1.412064909445121e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,时间戳,EXT05C,EXT05C,yaw_rmse_deg,9,0,9,19.361007658493254,60.63936678910384,60.965863842426394,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,时间戳,EXT05C,EXT05C,horizontal_rmse_m,9,0,9,0.16745515579697612,0.22595137643857408,0.23200337854915049,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,时间戳,EXT05C,EXT05C,up_rmse_m,9,0,9,0.055879423463176404,0.056163002850055974,0.05620397762332287,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.005631534832773e-14,""up_max_m"":1.3322676295501878e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,A2,LC01,LC01,yaw_rmse_deg,18,0,18,2.9980624597079233,3.074817725472829,3.305615359339911,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,A2,LC01,LC01,horizontal_rmse_m,18,0,18,1.4073499260959883,7.769345298448628,8.32627435418161,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,A2,LC01,LC01,up_rmse_m,18,0,18,4.978736353257629,11.37368394886416,11.877938192032005,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,A2,EXT05C,EXT05C,yaw_rmse_deg,18,0,18,12.430566904743648,18.63690571415528,35.280006935735436,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,A2,EXT05C,EXT05C,horizontal_rmse_m,18,0,18,1.4222228466328284,7.866700424688201,9.628090142217616,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,A2,EXT05C,EXT05C,up_rmse_m,18,0,18,5.029570927366456,11.502811073926157,11.909519880213223,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,A2,LC01-BR,改动过的 LC01,yaw_rmse_deg,18,0,18,2.9953496704906852,3.013930239830855,3.031448654428384,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,A2,LC01-BR,改动过的 LC01,horizontal_rmse_m,18,0,18,2.7857817729516205,8.121143498764724,14.158956594632556,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,A2,LC01-BR,改动过的 LC01,up_rmse_m,18,0,18,5.056240337793915,11.733655973241332,12.135817390870352,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.1776437161565096e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,A1等价报告,LC01,LC01,yaw_rmse_deg,18,0,18,2.9980624597079233,3.074817725472829,3.305615359339911,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,A1等价报告,LC01,LC01,horizontal_rmse_m,18,0,18,1.4073499260959883,7.769345298448628,8.32627435418161,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,A1等价报告,LC01,LC01,up_rmse_m,18,0,18,4.978736353257629,11.37368394886416,11.877938192032005,"{""FAIL"":17,""PASS"":1}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
