level,group,method,method_label,metric,reference_method,registered_n,paired_n,difference_median,difference_p95,difference_definition,source,audit_status_R1,audit_status_R2,observer_discrepancy_R2
type,D05,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,10.489920312890886,11.094406300081474,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D05,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.519522175847147,11.123390408738002,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D05,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,0.5144211768354393,0.8697802664898263,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D05,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-1.1811305900471887,0.36075006935138754,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D05,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-1.1515091098662231,0.33569304173424497,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D05,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,0.5196419363163465,0.8686535065855138,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D05,EXT05C,EXT05C,up_rmse_m,F04,9,9,1.310707375122472,2.085235975490457,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D05,EXT05C,EXT05C,up_rmse_m,F02,9,9,1.1445691755377485,1.898974294885956,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D05,EXT05C,EXT05C,up_rmse_m,F03,9,9,1.1538623662331995,1.9494824092293979,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D05,EXT05C,EXT05C,up_rmse_m,A04,9,9,1.2617221210472045,2.030103169143026,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":1}","{""PASS"":9}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,LC01,LC01,yaw_rmse_deg,F04,9,9,1.6403522744669776,2.086212510817739,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.998770671745258e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,LC01,LC01,yaw_rmse_deg,F02,9,9,1.4084894179169531,1.7402357211383437,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.998770671745258e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,LC01,LC01,yaw_rmse_deg,F03,9,9,1.5797246682355088,2.042186809976555,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.998770671745258e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,LC01,LC01,yaw_rmse_deg,A04,9,9,1.647403828326437,2.0880726016475677,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.998770671745258e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,LC01,LC01,horizontal_rmse_m,F04,9,9,0.0016819883694854654,0.0025597831191889577,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.998770671745258e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,LC01,LC01,horizontal_rmse_m,F02,9,9,-0.0027211527759795767,-0.002243924295735522,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.998770671745258e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,LC01,LC01,horizontal_rmse_m,F03,9,9,-0.0003679085915963276,0.0005355977295129376,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.998770671745258e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,LC01,LC01,horizontal_rmse_m,A04,9,9,0.002614240486969635,0.003514454416538243,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.998770671745258e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,LC01,LC01,up_rmse_m,F04,9,9,0.0016865171535191334,0.0016907810844974404,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.998770671745258e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,LC01,LC01,up_rmse_m,F02,9,9,0.0026141515690145875,0.0026283345782119006,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.998770671745258e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,LC01,LC01,up_rmse_m,F03,9,9,0.002809372235793972,0.0028212839981669987,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.998770671745258e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,LC01,LC01,up_rmse_m,A04,9,9,0.0006622098952344113,0.0006676079649031372,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.998770671745258e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,9.834067079192991,10.171488941961535,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,9.612651954666063,10.026827194806145,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,9.80252536373022,10.136020459904136,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,9.836112729360408,10.17521063398592,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.00940257575500586,-0.008784283229127814,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.013816499874826804,-0.013119325872412753,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.011497230485253376,-0.010996302560098897,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,-0.00843386672442005,-0.007720777580567992,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.007477863335418368,0.007478308826698492,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.008405487884597856,0.008415951841866347,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,EXT05C,EXT05C,up_rmse_m,F03,9,9,0.008601427209712381,0.008608722697354385,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D33,EXT05C,EXT05C,up_rmse_m,A04,9,9,0.00645347970428118,0.00645496897154948,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,LC01,LC01,yaw_rmse_deg,F04,9,9,1.3523738711181594,1.4970677625900368,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.3627987627273797e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,LC01,LC01,yaw_rmse_deg,F02,9,9,1.0203879369629782,1.1314613479676683,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.3627987627273797e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,LC01,LC01,yaw_rmse_deg,F03,9,9,1.3233779499872045,1.4735398827074198,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.3627987627273797e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,LC01,LC01,yaw_rmse_deg,A04,9,9,1.3522505197484458,1.4974216576599169,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.3627987627273797e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,LC01,LC01,horizontal_rmse_m,F04,9,9,0.0003352338009396383,0.0007166479873617292,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.3627987627273797e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,LC01,LC01,horizontal_rmse_m,F02,9,9,-0.0037129061167890803,-0.003513212026778631,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.3627987627273797e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,LC01,LC01,horizontal_rmse_m,F03,9,9,-0.0016374302715679717,-0.0013342587349704643,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.3627987627273797e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,LC01,LC01,horizontal_rmse_m,A04,9,9,0.0012979718099227766,0.001709874644838752,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.3627987627273797e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,LC01,LC01,up_rmse_m,F04,9,9,0.0016747241306507218,0.0016776039583528024,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.3627987627273797e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,LC01,LC01,up_rmse_m,F02,9,9,0.002603993754578357,0.002607889493213411,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.3627987627273797e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,LC01,LC01,up_rmse_m,F03,9,9,0.00279917704456787,0.002800669705887886,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.3627987627273797e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,LC01,LC01,up_rmse_m,A04,9,9,0.0006520505704640384,0.0006637752514676743,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.3627987627273797e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,10.145359314997673,10.21763591118641,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,9.849970558822786,9.959274385616194,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,10.119166689810491,10.194802191129323,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.14578783877015,10.220828130573825,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.010159989259434662,-0.009961870951128066,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.0142641602908785,-0.013849762895354872,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.012196526939370955,-0.011974342313598067,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,-0.009176547008167418,-0.00900413593821255,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.007474445547204979,0.007475029987758441,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.008402765143987946,0.008406206387317337,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,EXT05C,EXT05C,up_rmse_m,F03,9,9,0.00859655215968487,0.00859998795752669,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D35,EXT05C,EXT05C,up_rmse_m,A04,9,9,0.006451187793805324,0.006462201324111808,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,LC01,LC01,yaw_rmse_deg,F04,9,9,1.1187761061698394,1.2253590132403438,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.0386750595755526e-14,""up_max_m"":1.3489209749195652e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,LC01,LC01,yaw_rmse_deg,F02,9,9,0.7865527720973793,0.8813278014982189,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.0386750595755526e-14,""up_max_m"":1.3489209749195652e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,LC01,LC01,yaw_rmse_deg,F03,9,9,1.0923806877782678,1.1951434139335633,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.0386750595755526e-14,""up_max_m"":1.3489209749195652e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,LC01,LC01,yaw_rmse_deg,A04,9,9,1.1183080456216288,1.2252947346949385,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.0386750595755526e-14,""up_max_m"":1.3489209749195652e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,LC01,LC01,horizontal_rmse_m,F04,9,9,-0.00028514662799468404,-0.00014166704139570996,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.0386750595755526e-14,""up_max_m"":1.3489209749195652e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,LC01,LC01,horizontal_rmse_m,F02,9,9,-0.004272478838560537,-0.004187727578307504,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.0386750595755526e-14,""up_max_m"":1.3489209749195652e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,LC01,LC01,horizontal_rmse_m,F03,9,9,-0.0022497020751692243,-0.002155269022148931,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.0386750595755526e-14,""up_max_m"":1.3489209749195652e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,LC01,LC01,horizontal_rmse_m,A04,9,9,0.0007076054107939544,0.0008461308098983739,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.0386750595755526e-14,""up_max_m"":1.3489209749195652e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,LC01,LC01,up_rmse_m,F04,9,9,0.0016693274666320854,0.0016705192550460837,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.0386750595755526e-14,""up_max_m"":1.3489209749195652e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,LC01,LC01,up_rmse_m,F02,9,9,0.0025973162210922163,0.0025998049743556515,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.0386750595755526e-14,""up_max_m"":1.3489209749195652e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,LC01,LC01,up_rmse_m,F03,9,9,0.002792010402406002,0.0027942908100789727,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.0386750595755526e-14,""up_max_m"":1.3489209749195652e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,LC01,LC01,up_rmse_m,A04,9,9,0.000646162305475366,0.0006473591862312291,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":3.0386750595755526e-14,""up_max_m"":1.3489209749195652e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,10.135920863559537,10.191828932562819,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,9.783051276817112,9.872599089960705,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,10.102208611504466,10.156586231794266,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.136514821227031,10.192388622213265,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
type,D32,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.010073337393812859,-0.009921360501619644,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":9}","{""PASS"":9}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
