level,group,method,method_label,metric,reference_method,registered_n,paired_n,difference_median,difference_p95,difference_definition,source,audit_status_R1,audit_status_R2,observer_discrepancy_R2
family,速度中断,LC01,LC01,yaw_rmse_deg,A04,18,18,1.1109318594569553,1.1192900437217677,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,LC01,LC01,horizontal_rmse_m,F04,18,18,0.15519985435505218,1.0961891721244859,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,LC01,LC01,horizontal_rmse_m,F02,18,18,-0.004373901918778067,0.2588860813461877,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,LC01,LC01,horizontal_rmse_m,F03,18,18,-0.0026670873667379233,0.22367779857954007,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,LC01,LC01,horizontal_rmse_m,A04,18,18,0.15430066642287743,1.0976332214451952,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,LC01,LC01,up_rmse_m,F04,18,18,0.15338096087812203,2.0446146588489564,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,LC01,LC01,up_rmse_m,F02,18,18,0.4161892791111483,1.7960757838316805,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,LC01,LC01,up_rmse_m,F03,18,18,0.41714933144890043,1.8187531432496775,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,LC01,LC01,up_rmse_m,A04,18,18,0.036766542372499156,1.9200166127177216,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":2.8896526922390535e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,yaw_rmse_deg,F04,18,18,10.164603409267237,11.072320754321966,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,yaw_rmse_deg,F02,18,18,9.816689482000099,10.725635414038436,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,yaw_rmse_deg,F03,18,18,10.13526461159633,11.043087902609466,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,yaw_rmse_deg,A04,18,18,10.164875191401045,11.072483284145878,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,horizontal_rmse_m,F04,18,18,0.04993399917537407,0.7791178982896035,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,horizontal_rmse_m,F02,18,18,-0.014171060435486077,0.160252859578507,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,horizontal_rmse_m,F03,18,18,-0.012464245883445933,0.12504457681185932,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,horizontal_rmse_m,A04,18,18,0.0490348112431993,0.7767083924233685,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,up_rmse_m,F04,18,18,0.12439538810074809,2.0649622444609914,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,up_rmse_m,F02,18,18,0.44663116283394166,1.8358843157026992,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,up_rmse_m,F03,18,18,0.44759121517169387,1.8585616751206961,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,速度中断,EXT05C,EXT05C,up_rmse_m,A04,18,18,0.007780969595125208,1.9403641983297566,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":8,""PASS"":10}","{""PASS"":18}","{""horizontal_max_m"":3.049939094966671e-14,""up_max_m"":1.4210854715202004e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,yaw_rmse_deg,F04,27,27,1.3523738711181594,1.9246735590445856,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,yaw_rmse_deg,F02,27,27,1.0203879369629782,1.5902303248573584,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,yaw_rmse_deg,F03,27,27,1.3230785850707307,1.8774356236944088,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,yaw_rmse_deg,A04,27,27,1.3522505197484458,1.9266306124252301,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,horizontal_rmse_m,F04,27,27,0.0003352338009396383,0.0023605069723209716,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,horizontal_rmse_m,F02,27,27,-0.0037875167106124624,-0.002325307834830849,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,horizontal_rmse_m,F03,27,27,-0.0016899478452260391,0.000365024720097398,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,horizontal_rmse_m,A04,27,27,0.0012979718099227766,0.003303567637562453,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,up_rmse_m,F04,27,27,0.0016747241306507218,0.0016900599991419394,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,up_rmse_m,F02,27,27,0.002603993754578357,0.002617177480886595,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,up_rmse_m,F03,27,27,0.00279917704456787,0.0028142344794216028,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,LC01,LC01,up_rmse_m,A04,27,27,0.0006520505704640384,0.0006676396076059563,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":3.071574809321569e-14,""up_max_m"":1.4002687898084787e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,yaw_rmse_deg,F04,27,27,10.100697794926528,10.205760962757704,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,yaw_rmse_deg,F02,27,27,9.783051276817112,9.962930315905982,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,yaw_rmse_deg,F03,27,27,10.07380808930854,10.176443350793518,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,yaw_rmse_deg,A04,27,27,10.100315055699829,10.207564246765674,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,horizontal_rmse_m,F04,27,27,-0.010056386842525425,-0.009087635835862347,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,horizontal_rmse_m,F02,27,27,-0.014101017580112632,-0.013546708952588145,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,horizontal_rmse_m,F03,27,27,-0.012076117332595837,-0.011160151459658738,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,horizontal_rmse_m,A04,27,27,-0.009055472921796953,-0.008100461914835072,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,up_rmse_m,F04,27,27,0.007474718161796394,0.007478268918919567,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,up_rmse_m,F02,27,27,0.008402765143987946,0.00840762352462386,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,up_rmse_m,F03,27,27,0.008597615910830601,0.008604538001792597,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向噪声,EXT05C,EXT05C,up_rmse_m,A04,27,27,0.006451593901701892,0.006454996519245692,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.943783111453509e-14,""up_max_m"":1.2934098236883074e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,yaw_rmse_deg,F04,18,18,1.1140680493072874,1.3116776487014636,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,yaw_rmse_deg,F02,18,18,0.7132416827842691,0.9571283901589385,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,yaw_rmse_deg,F03,18,18,1.0861792656729932,1.2798897870498789,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,yaw_rmse_deg,A04,18,18,1.1132338017067398,1.3123794471098549,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,horizontal_rmse_m,F04,18,18,1.30944538647933,7.67167229800959,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,horizontal_rmse_m,F02,18,18,1.4680534584384002,7.667878521962115,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,horizontal_rmse_m,F03,18,18,1.5588912776916488,7.66976408557698,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,horizontal_rmse_m,A04,18,18,1.3104043658407072,7.672586599510352,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,up_rmse_m,F04,18,18,8.975614859596355,11.324688218579682,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,up_rmse_m,F02,18,18,8.902849512464421,11.325614846347339,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,up_rmse_m,F03,18,18,8.919592783800946,11.325809866209612,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,LC01,LC01,up_rmse_m,A04,18,18,8.886536602664778,11.323679416289727,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":18}","{""PASS"":18}","{""horizontal_max_m"":3.370400129833633e-14,""up_max_m"":2.842170943040401e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,yaw_rmse_deg,F04,18,18,10.145049217113538,16.81539586898178,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,yaw_rmse_deg,F02,18,18,9.756186847115632,16.458284783859646,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,yaw_rmse_deg,F03,18,18,10.112378346269574,16.793638077470124,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,yaw_rmse_deg,A04,18,18,10.145161477900638,16.814280280155703,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,horizontal_rmse_m,F04,18,18,-0.010299492311425414,0.0758730391817669,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,horizontal_rmse_m,F02,18,18,-0.01418387913529251,0.5181425927119223,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,horizontal_rmse_m,F03,18,18,-0.012183200594828206,0.7099614890332461,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,horizontal_rmse_m,A04,18,18,-0.009346085017329538,0.07113822503178395,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,up_rmse_m,F04,18,18,3.2826864304189716,10.137647458730145,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,up_rmse_m,F02,18,18,3.3271201806378525,10.273314451124968,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,up_rmse_m,F03,18,18,3.327530617052776,10.379241307391997,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,航向中断,EXT05C,EXT05C,up_rmse_m,A04,18,18,3.2641413272388404,10.121880930765201,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""FAIL"":9,""PASS"":9}","{""PASS"":18}","{""horizontal_max_m"":3.5704330589399866e-14,""up_max_m"":4.263256414560601e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,多普勒,LC01,LC01,yaw_rmse_deg,F04,27,27,1.1087394164235715,1.1108773717223095,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,多普勒,LC01,LC01,yaw_rmse_deg,F02,27,27,0.7628752042510945,0.7628752042510945,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,多普勒,LC01,LC01,yaw_rmse_deg,F03,27,27,1.0792364101850311,1.0792364101850311,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
family,多普勒,LC01,LC01,yaw_rmse_deg,A04,27,27,1.1084574611982143,1.111395862924838,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv,"{""PASS"":27}","{""PASS"":27}","{""horizontal_max_m"":2.852900207884354e-14,""up_max_m"":1.3874318360862503e-14,""yaw_max_deg"":4.092726157978177e-12}"
