case_id,method,family,type,seed,execution,run_id
D32_seed_08,LC01,航向噪声,D32,seed_08,NATIVE,BY2__LC01__LIT__D32_seed_08__seed_08
D32_seed_08,EXT05C,航向噪声,D32,seed_08,NATIVE,BY2__EXT05C__LIT__D32_seed_08__seed_08
D31_seed_00,LC01,航向中断,D31,seed_00,NATIVE,BY2__LC01__LIT__D31_seed_00__seed_00
D31_seed_00,EXT05C,航向中断,D31,seed_00,NATIVE,BY2__EXT05C__LIT__D31_seed_00__seed_00
D31_seed_01,LC01,航向中断,D31,seed_01,NATIVE,BY2__LC01__LIT__D31_seed_01__seed_01
D31_seed_01,EXT05C,航向中断,D31,seed_01,NATIVE,BY2__EXT05C__LIT__D31_seed_01__seed_01
D31_seed_02,LC01,航向中断,D31,seed_02,NATIVE,BY2__LC01__LIT__D31_seed_02__seed_02
D31_seed_02,EXT05C,航向中断,D31,seed_02,NATIVE,BY2__EXT05C__LIT__D31_seed_02__seed_02
D31_seed_03,LC01,航向中断,D31,seed_03,NATIVE,BY2__LC01__LIT__D31_seed_03__seed_03
D31_seed_03,EXT05C,航向中断,D31,seed_03,NATIVE,BY2__EXT05C__LIT__D31_seed_03__seed_03
D31_seed_04,LC01,航向中断,D31,seed_04,NATIVE,BY2__LC01__LIT__D31_seed_04__seed_04
D31_seed_04,EXT05C,航向中断,D31,seed_04,NATIVE,BY2__EXT05C__LIT__D31_seed_04__seed_04
D31_seed_05,LC01,航向中断,D31,seed_05,NATIVE,BY2__LC01__LIT__D31_seed_05__seed_05
D31_seed_05,EXT05C,航向中断,D31,seed_05,NATIVE,BY2__EXT05C__LIT__D31_seed_05__seed_05
D31_seed_06,LC01,航向中断,D31,seed_06,NATIVE,BY2__LC01__LIT__D31_seed_06__seed_06
D31_seed_06,EXT05C,航向中断,D31,seed_06,NATIVE,BY2__EXT05C__LIT__D31_seed_06__seed_06
D31_seed_07,LC01,航向中断,D31,seed_07,NATIVE,BY2__LC01__LIT__D31_seed_07__seed_07
D31_seed_07,EXT05C,航向中断,D31,seed_07,NATIVE,BY2__EXT05C__LIT__D31_seed_07__seed_07
D31_seed_08,LC01,航向中断,D31,seed_08,NATIVE,BY2__LC01__LIT__D31_seed_08__seed_08
D31_seed_08,EXT05C,航向中断,D31,seed_08,NATIVE,BY2__EXT05C__LIT__D31_seed_08__seed_08
D06_seed_00,LC01,航向中断,D06,seed_00,NATIVE,BY2__LC01__LIT__D06_seed_00__seed_00
D06_seed_00,EXT05C,航向中断,D06,seed_00,NATIVE,BY2__EXT05C__LIT__D06_seed_00__seed_00
D06_seed_01,LC01,航向中断,D06,seed_01,NATIVE,BY2__LC01__LIT__D06_seed_01__seed_01
D06_seed_01,EXT05C,航向中断,D06,seed_01,NATIVE,BY2__EXT05C__LIT__D06_seed_01__seed_01
D06_seed_02,LC01,航向中断,D06,seed_02,NATIVE,BY2__LC01__LIT__D06_seed_02__seed_02
D06_seed_02,EXT05C,航向中断,D06,seed_02,NATIVE,BY2__EXT05C__LIT__D06_seed_02__seed_02
D06_seed_03,LC01,航向中断,D06,seed_03,NATIVE,BY2__LC01__LIT__D06_seed_03__seed_03
D06_seed_03,EXT05C,航向中断,D06,seed_03,NATIVE,BY2__EXT05C__LIT__D06_seed_03__seed_03
D06_seed_04,LC01,航向中断,D06,seed_04,NATIVE,BY2__LC01__LIT__D06_seed_04__seed_04
D06_seed_04,EXT05C,航向中断,D06,seed_04,NATIVE,BY2__EXT05C__LIT__D06_seed_04__seed_04
D06_seed_05,LC01,航向中断,D06,seed_05,NATIVE,BY2__LC01__LIT__D06_seed_05__seed_05
D06_seed_05,EXT05C,航向中断,D06,seed_05,NATIVE,BY2__EXT05C__LIT__D06_seed_05__seed_05
D06_seed_06,LC01,航向中断,D06,seed_06,NATIVE,BY2__LC01__LIT__D06_seed_06__seed_06
D06_seed_06,EXT05C,航向中断,D06,seed_06,NATIVE,BY2__EXT05C__LIT__D06_seed_06__seed_06
D06_seed_07,LC01,航向中断,D06,seed_07,NATIVE,BY2__LC01__LIT__D06_seed_07__seed_07
D06_seed_07,EXT05C,航向中断,D06,seed_07,NATIVE,BY2__EXT05C__LIT__D06_seed_07__seed_07
D06_seed_08,LC01,航向中断,D06,seed_08,NATIVE,BY2__LC01__LIT__D06_seed_08__seed_08
D06_seed_08,EXT05C,航向中断,D06,seed_08,NATIVE,BY2__EXT05C__LIT__D06_seed_08__seed_08
D46_seed_00,LC01,多普勒,D46,seed_00,NATIVE,BY2__LC01__LIT__D46_seed_00__seed_00
D46_seed_00,EXT05C,多普勒,D46,seed_00,NATIVE,BY2__EXT05C__LIT__D46_seed_00__seed_00
D46_seed_01,LC01,多普勒,D46,seed_01,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D46_seed_01__seed_01
D46_seed_01,EXT05C,多普勒,D46,seed_01,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D46_seed_01__seed_01
D46_seed_02,LC01,多普勒,D46,seed_02,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D46_seed_02__seed_02
D46_seed_02,EXT05C,多普勒,D46,seed_02,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D46_seed_02__seed_02
D46_seed_03,LC01,多普勒,D46,seed_03,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D46_seed_03__seed_03
D46_seed_03,EXT05C,多普勒,D46,seed_03,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D46_seed_03__seed_03
D46_seed_04,LC01,多普勒,D46,seed_04,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D46_seed_04__seed_04
D46_seed_04,EXT05C,多普勒,D46,seed_04,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D46_seed_04__seed_04
D46_seed_05,LC01,多普勒,D46,seed_05,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D46_seed_05__seed_05
D46_seed_05,EXT05C,多普勒,D46,seed_05,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D46_seed_05__seed_05
D46_seed_06,LC01,多普勒,D46,seed_06,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D46_seed_06__seed_06
D46_seed_06,EXT05C,多普勒,D46,seed_06,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D46_seed_06__seed_06
D46_seed_07,LC01,多普勒,D46,seed_07,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D46_seed_07__seed_07
D46_seed_07,EXT05C,多普勒,D46,seed_07,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D46_seed_07__seed_07
D46_seed_08,LC01,多普勒,D46,seed_08,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D46_seed_08__seed_08
D46_seed_08,EXT05C,多普勒,D46,seed_08,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D46_seed_08__seed_08
D47_seed_00,LC01,多普勒,D47,seed_00,NATIVE,BY2__LC01__LIT__D47_seed_00__seed_00
D47_seed_00,EXT05C,多普勒,D47,seed_00,NATIVE,BY2__EXT05C__LIT__D47_seed_00__seed_00
D47_seed_01,LC01,多普勒,D47,seed_01,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D47_seed_01__seed_01
D47_seed_01,EXT05C,多普勒,D47,seed_01,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D47_seed_01__seed_01
D47_seed_02,LC01,多普勒,D47,seed_02,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D47_seed_02__seed_02
D47_seed_02,EXT05C,多普勒,D47,seed_02,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D47_seed_02__seed_02
D47_seed_03,LC01,多普勒,D47,seed_03,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D47_seed_03__seed_03
D47_seed_03,EXT05C,多普勒,D47,seed_03,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D47_seed_03__seed_03
D47_seed_04,LC01,多普勒,D47,seed_04,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D47_seed_04__seed_04
D47_seed_04,EXT05C,多普勒,D47,seed_04,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D47_seed_04__seed_04
D47_seed_05,LC01,多普勒,D47,seed_05,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D47_seed_05__seed_05
D47_seed_05,EXT05C,多普勒,D47,seed_05,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D47_seed_05__seed_05
D47_seed_06,LC01,多普勒,D47,seed_06,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D47_seed_06__seed_06
D47_seed_06,EXT05C,多普勒,D47,seed_06,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D47_seed_06__seed_06
D47_seed_07,LC01,多普勒,D47,seed_07,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D47_seed_07__seed_07
D47_seed_07,EXT05C,多普勒,D47,seed_07,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D47_seed_07__seed_07
D47_seed_08,LC01,多普勒,D47,seed_08,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D47_seed_08__seed_08
D47_seed_08,EXT05C,多普勒,D47,seed_08,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D47_seed_08__seed_08
D50_seed_00,LC01,多普勒,D50,seed_00,NATIVE,BY2__LC01__LIT__D50_seed_00__seed_00
D50_seed_00,EXT05C,多普勒,D50,seed_00,NATIVE,BY2__EXT05C__LIT__D50_seed_00__seed_00
D50_seed_01,LC01,多普勒,D50,seed_01,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D50_seed_01__seed_01
D50_seed_01,EXT05C,多普勒,D50,seed_01,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D50_seed_01__seed_01
D50_seed_02,LC01,多普勒,D50,seed_02,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D50_seed_02__seed_02
D50_seed_02,EXT05C,多普勒,D50,seed_02,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D50_seed_02__seed_02
D50_seed_03,LC01,多普勒,D50,seed_03,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D50_seed_03__seed_03
D50_seed_03,EXT05C,多普勒,D50,seed_03,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D50_seed_03__seed_03
D50_seed_04,LC01,多普勒,D50,seed_04,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D50_seed_04__seed_04
D50_seed_04,EXT05C,多普勒,D50,seed_04,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D50_seed_04__seed_04
D50_seed_05,LC01,多普勒,D50,seed_05,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D50_seed_05__seed_05
D50_seed_05,EXT05C,多普勒,D50,seed_05,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D50_seed_05__seed_05
D50_seed_06,LC01,多普勒,D50,seed_06,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D50_seed_06__seed_06
D50_seed_06,EXT05C,多普勒,D50,seed_06,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D50_seed_06__seed_06
D50_seed_07,LC01,多普勒,D50,seed_07,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D50_seed_07__seed_07
D50_seed_07,EXT05C,多普勒,D50,seed_07,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D50_seed_07__seed_07
D50_seed_08,LC01,多普勒,D50,seed_08,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__LC01__LIT__D50_seed_08__seed_08
D50_seed_08,EXT05C,多普勒,D50,seed_08,REUSE_C00_AFTER_TYPE_HASH_GATE,BY2__EXT05C__LIT__D50_seed_08__seed_08
D57_seed_00,LC01,时间戳,D57,seed_00,NATIVE,BY2__LC01__LIT__D57_seed_00__seed_00
D57_seed_00,EXT05C,时间戳,D57,seed_00,NATIVE,BY2__EXT05C__LIT__D57_seed_00__seed_00
D57_seed_01,LC01,时间戳,D57,seed_01,NATIVE,BY2__LC01__LIT__D57_seed_01__seed_01
D57_seed_01,EXT05C,时间戳,D57,seed_01,NATIVE,BY2__EXT05C__LIT__D57_seed_01__seed_01
D57_seed_02,LC01,时间戳,D57,seed_02,NATIVE,BY2__LC01__LIT__D57_seed_02__seed_02
D57_seed_02,EXT05C,时间戳,D57,seed_02,NATIVE,BY2__EXT05C__LIT__D57_seed_02__seed_02
D57_seed_03,LC01,时间戳,D57,seed_03,NATIVE,BY2__LC01__LIT__D57_seed_03__seed_03
D57_seed_03,EXT05C,时间戳,D57,seed_03,NATIVE,BY2__EXT05C__LIT__D57_seed_03__seed_03
D57_seed_04,LC01,时间戳,D57,seed_04,NATIVE,BY2__LC01__LIT__D57_seed_04__seed_04
D57_seed_04,EXT05C,时间戳,D57,seed_04,NATIVE,BY2__EXT05C__LIT__D57_seed_04__seed_04
D57_seed_05,LC01,时间戳,D57,seed_05,NATIVE,BY2__LC01__LIT__D57_seed_05__seed_05
D57_seed_05,EXT05C,时间戳,D57,seed_05,NATIVE,BY2__EXT05C__LIT__D57_seed_05__seed_05
D57_seed_06,LC01,时间戳,D57,seed_06,NATIVE,BY2__LC01__LIT__D57_seed_06__seed_06
D57_seed_06,EXT05C,时间戳,D57,seed_06,NATIVE,BY2__EXT05C__LIT__D57_seed_06__seed_06
D57_seed_07,LC01,时间戳,D57,seed_07,NATIVE,BY2__LC01__LIT__D57_seed_07__seed_07
D57_seed_07,EXT05C,时间戳,D57,seed_07,NATIVE,BY2__EXT05C__LIT__D57_seed_07__seed_07
D57_seed_08,LC01,时间戳,D57,seed_08,NATIVE,BY2__LC01__LIT__D57_seed_08__seed_08
D57_seed_08,EXT05C,时间戳,D57,seed_08,NATIVE,BY2__EXT05C__LIT__D57_seed_08__seed_08
D62_10s_seed_00,LC01,A2,D62,seed_00,NATIVE,BY2__LC01__LIT__D62_10s_seed_00__seed_00
D62_10s_seed_00,EXT05C,A2,D62,seed_00,NATIVE,BY2__EXT05C__LIT__D62_10s_seed_00__seed_00
D62_10s_seed_00,LC01-BR,A2,D62,seed_00,NATIVE,BY2__LC01-BR__LIT__D62_10s_seed_00__seed_00
D62_10s_seed_01,LC01,A2,D62,seed_01,NATIVE,BY2__LC01__LIT__D62_10s_seed_01__seed_01
D62_10s_seed_01,EXT05C,A2,D62,seed_01,NATIVE,BY2__EXT05C__LIT__D62_10s_seed_01__seed_01
D62_10s_seed_01,LC01-BR,A2,D62,seed_01,NATIVE,BY2__LC01-BR__LIT__D62_10s_seed_01__seed_01
D62_10s_seed_02,LC01,A2,D62,seed_02,NATIVE,BY2__LC01__LIT__D62_10s_seed_02__seed_02
D62_10s_seed_02,EXT05C,A2,D62,seed_02,NATIVE,BY2__EXT05C__LIT__D62_10s_seed_02__seed_02
D62_10s_seed_02,LC01-BR,A2,D62,seed_02,NATIVE,BY2__LC01-BR__LIT__D62_10s_seed_02__seed_02
D62_10s_seed_03,LC01,A2,D62,seed_03,NATIVE,BY2__LC01__LIT__D62_10s_seed_03__seed_03
D62_10s_seed_03,EXT05C,A2,D62,seed_03,NATIVE,BY2__EXT05C__LIT__D62_10s_seed_03__seed_03
D62_10s_seed_03,LC01-BR,A2,D62,seed_03,NATIVE,BY2__LC01-BR__LIT__D62_10s_seed_03__seed_03
D62_10s_seed_04,LC01,A2,D62,seed_04,NATIVE,BY2__LC01__LIT__D62_10s_seed_04__seed_04
D62_10s_seed_04,EXT05C,A2,D62,seed_04,NATIVE,BY2__EXT05C__LIT__D62_10s_seed_04__seed_04
D62_10s_seed_04,LC01-BR,A2,D62,seed_04,NATIVE,BY2__LC01-BR__LIT__D62_10s_seed_04__seed_04
D62_10s_seed_05,LC01,A2,D62,seed_05,NATIVE,BY2__LC01__LIT__D62_10s_seed_05__seed_05
D62_10s_seed_05,EXT05C,A2,D62,seed_05,NATIVE,BY2__EXT05C__LIT__D62_10s_seed_05__seed_05
D62_10s_seed_05,LC01-BR,A2,D62,seed_05,NATIVE,BY2__LC01-BR__LIT__D62_10s_seed_05__seed_05
D62_10s_seed_06,LC01,A2,D62,seed_06,NATIVE,BY2__LC01__LIT__D62_10s_seed_06__seed_06
D62_10s_seed_06,EXT05C,A2,D62,seed_06,NATIVE,BY2__EXT05C__LIT__D62_10s_seed_06__seed_06
D62_10s_seed_06,LC01-BR,A2,D62,seed_06,NATIVE,BY2__LC01-BR__LIT__D62_10s_seed_06__seed_06
D62_10s_seed_07,LC01,A2,D62,seed_07,NATIVE,BY2__LC01__LIT__D62_10s_seed_07__seed_07
D62_10s_seed_07,EXT05C,A2,D62,seed_07,NATIVE,BY2__EXT05C__LIT__D62_10s_seed_07__seed_07
D62_10s_seed_07,LC01-BR,A2,D62,seed_07,NATIVE,BY2__LC01-BR__LIT__D62_10s_seed_07__seed_07
D62_10s_seed_08,LC01,A2,D62,seed_08,NATIVE,BY2__LC01__LIT__D62_10s_seed_08__seed_08
D62_10s_seed_08,EXT05C,A2,D62,seed_08,NATIVE,BY2__EXT05C__LIT__D62_10s_seed_08__seed_08
D62_10s_seed_08,LC01-BR,A2,D62,seed_08,NATIVE,BY2__LC01-BR__LIT__D62_10s_seed_08__seed_08
D62_20s_seed_00,LC01,A2,D62,seed_00,NATIVE,BY2__LC01__LIT__D62_20s_seed_00__seed_00
D62_20s_seed_00,EXT05C,A2,D62,seed_00,NATIVE,BY2__EXT05C__LIT__D62_20s_seed_00__seed_00
D62_20s_seed_00,LC01-BR,A2,D62,seed_00,NATIVE,BY2__LC01-BR__LIT__D62_20s_seed_00__seed_00
D62_20s_seed_01,LC01,A2,D62,seed_01,NATIVE,BY2__LC01__LIT__D62_20s_seed_01__seed_01
D62_20s_seed_01,EXT05C,A2,D62,seed_01,NATIVE,BY2__EXT05C__LIT__D62_20s_seed_01__seed_01
D62_20s_seed_01,LC01-BR,A2,D62,seed_01,NATIVE,BY2__LC01-BR__LIT__D62_20s_seed_01__seed_01
D62_20s_seed_02,LC01,A2,D62,seed_02,NATIVE,BY2__LC01__LIT__D62_20s_seed_02__seed_02
D62_20s_seed_02,EXT05C,A2,D62,seed_02,NATIVE,BY2__EXT05C__LIT__D62_20s_seed_02__seed_02
D62_20s_seed_02,LC01-BR,A2,D62,seed_02,NATIVE,BY2__LC01-BR__LIT__D62_20s_seed_02__seed_02
D62_20s_seed_03,LC01,A2,D62,seed_03,NATIVE,BY2__LC01__LIT__D62_20s_seed_03__seed_03
D62_20s_seed_03,EXT05C,A2,D62,seed_03,NATIVE,BY2__EXT05C__LIT__D62_20s_seed_03__seed_03
D62_20s_seed_03,LC01-BR,A2,D62,seed_03,NATIVE,BY2__LC01-BR__LIT__D62_20s_seed_03__seed_03
D62_20s_seed_04,LC01,A2,D62,seed_04,NATIVE,BY2__LC01__LIT__D62_20s_seed_04__seed_04
D62_20s_seed_04,EXT05C,A2,D62,seed_04,NATIVE,BY2__EXT05C__LIT__D62_20s_seed_04__seed_04
D62_20s_seed_04,LC01-BR,A2,D62,seed_04,NATIVE,BY2__LC01-BR__LIT__D62_20s_seed_04__seed_04
D62_20s_seed_05,LC01,A2,D62,seed_05,NATIVE,BY2__LC01__LIT__D62_20s_seed_05__seed_05
D62_20s_seed_05,EXT05C,A2,D62,seed_05,NATIVE,BY2__EXT05C__LIT__D62_20s_seed_05__seed_05
D62_20s_seed_05,LC01-BR,A2,D62,seed_05,NATIVE,BY2__LC01-BR__LIT__D62_20s_seed_05__seed_05
D62_20s_seed_06,LC01,A2,D62,seed_06,NATIVE,BY2__LC01__LIT__D62_20s_seed_06__seed_06
D62_20s_seed_06,EXT05C,A2,D62,seed_06,NATIVE,BY2__EXT05C__LIT__D62_20s_seed_06__seed_06
D62_20s_seed_06,LC01-BR,A2,D62,seed_06,NATIVE,BY2__LC01-BR__LIT__D62_20s_seed_06__seed_06
D62_20s_seed_07,LC01,A2,D62,seed_07,NATIVE,BY2__LC01__LIT__D62_20s_seed_07__seed_07
D62_20s_seed_07,EXT05C,A2,D62,seed_07,NATIVE,BY2__EXT05C__LIT__D62_20s_seed_07__seed_07
D62_20s_seed_07,LC01-BR,A2,D62,seed_07,NATIVE,BY2__LC01-BR__LIT__D62_20s_seed_07__seed_07
D62_20s_seed_08,LC01,A2,D62,seed_08,NATIVE,BY2__LC01__LIT__D62_20s_seed_08__seed_08
D62_20s_seed_08,EXT05C,A2,D62,seed_08,NATIVE,BY2__EXT05C__LIT__D62_20s_seed_08__seed_08
D62_20s_seed_08,LC01-BR,A2,D62,seed_08,NATIVE,BY2__LC01-BR__LIT__D62_20s_seed_08__seed_08
