slot_id,version,role,axis,maximum,time_s,index_zero_based,matched_epoch_count,east_difference_m,evaluator_horizontal_error_m,evaluator_up_error_m,evaluator_yaw_error_deg,horizontal_magnitude_difference_m,horizontal_vector_discrepancy_m,north_difference_m,observer_horizontal_error_m,observer_up_error_m,observer_yaw_error_deg,up_difference_m,yaw_difference_deg
BY2__LC01__LIT__C00__NA__v3,v3,FULL,horizontal,2.852900207884354e-14,175.13105988502502,23946,58014,-2.8514517136368767e-14,0.0424661448733734,0.0141752541493334,-0.4595995938993837,-3.497202527569243e-15,2.852900207884354e-14,-9.08995101411847e-16,0.0424661448733699,0.014175254149331771,-0.45959959389938376,-1.6289053439422219e-15,0.0
BY2__LC01__LIT__C00__NA__v3,v3,FULL,up,1.3874318360862503e-14,260.34305906295776,40547,58014,2.55351295663786e-15,0.0309778884609703,-0.0191970681442725,-0.2035990801522871,1.994931997373328e-15,2.567812669540508e-15,2.706168622523819e-16,0.030977888460972294,-0.019197068144286376,-0.20359908015228712,-1.3874318360862503e-14,0.0
BY2__LC01__LIT__C00__NA__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,2.435551760271437e-15,0.0536932455392157,-0.0564516813674238,-6.353409995351456,-5.169475958410885e-15,6.554702638707309e-15,6.085409953726639e-15,0.05369324553921053,-0.05645168136742666,-6.353409995347363,-2.858824288409778e-15,4.092726157978177e-12
BY2__LC01__LIT__C00__NA__v2,v2,FULL,horizontal,2.89217787547498e-14,212.26440000534052,31097,58014,2.861242059254421e-14,0.1590089710283832,-0.3793683621199015,-1.2823594408312715,-4.3298697960381105e-15,2.89217787547498e-14,4.218847493575595e-15,0.15900897102837888,-0.3793683621199033,-1.28235944083184,-1.8318679906315083e-15,-5.684341886080801e-13
BY2__LC01__LIT__C00__NA__v2,v2,FULL,up,1.2656542480726785e-14,260.33505177497864,40545,58014,-1.4621550498139513e-15,0.1169626409387376,-0.321900794561234,-0.0981392728062076,5.828670879282072e-16,1.6067456702550213e-15,-6.661338147750939e-16,0.11696264093873818,-0.32190079456122134,-0.0981392728062076,1.2656542480726785e-14,0.0
BY2__LC01__LIT__C00__NA__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,3.594347042223944e-15,0.219606173848739,-0.3421889987702933,-6.353409995351456,-3.552713678800501e-15,4.5075473524192756e-15,2.7200464103316335e-15,0.21960617384873546,-0.3421889987702936,-6.353409995347363,-2.7755575615628914e-16,4.092726157978177e-12
BY2__EXT05C__LIT__C00__NA__v3,v3,FULL,horizontal,2.943783111453509e-14,192.08704900741577,27260,58014,2.943478794037446e-14,0.0467288488479788,-0.0769550790582851,-14.70624190313427,-1.2052858711086856e-14,2.943783111453509e-14,-4.2327252813834093e-16,0.04672884884796675,-0.07695507905828167,-14.70624190313427,3.427813588530171e-15,0.0
BY2__EXT05C__LIT__C00__NA__v3,v3,FULL,up,1.2934098236883074e-14,186.1130678653717,26052,58014,-1.0107366332778867e-14,0.026345210315915,-0.0893739575402161,-15.262121288855552,-1.6965595595053173e-15,1.0143045836467996e-14,8.500145032286355e-16,0.026345210315913303,-0.08937395754020316,-15.262121288855553,1.2934098236883074e-14,0.0
BY2__EXT05C__LIT__C00__NA__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,-2.213507155346406e-15,0.0445583891118895,-0.0632431285926529,-18.045685588210915,4.579669976578771e-15,5.375726404011336e-15,-4.898859096158503e-15,0.04455838911189408,-0.06324312859265283,-18.045685588206823,6.938893903907228e-17,4.092726157978177e-12
BY2__EXT05C__LIT__C00__NA__v2,v2,FULL,horizontal,2.893603953645793e-14,172.16705560684204,23378,58014,2.893518757929314e-14,0.1097705658979466,-0.2995456271422108,-14.824797880057304,-2.886579864025407e-14,2.893603953645793e-14,2.220446049250313e-16,0.10977056589791774,-0.29954562714220384,-14.824797880057304,6.938893903907228e-15,0.0
BY2__EXT05C__LIT__C00__NA__v2,v2,FULL,up,1.3156142841808105e-14,183.3710720539093,25520,58014,2.4980018054066022e-15,0.1567094150053338,-0.337922247728164,-16.906599970716286,-2.3869795029440866e-15,3.7658286640778375e-15,-2.818058286724323e-15,0.15670941500533142,-0.3379222477281508,-16.906599970716286,1.3156142841808105e-14,0.0
BY2__EXT05C__LIT__C00__NA__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,4.274358644806853e-15,0.2128323077367803,-0.3486781867442694,-18.045685588210915,1.0547118733938987e-15,5.11162463112392e-15,-2.8033131371785203e-15,0.21283230773678136,-0.34867818674427165,-18.045685588206823,-2.220446049250313e-15,4.092726157978177e-12
BY2__LC01__LIT__D21_seed_01__seed_01__v3,v3,PRE_FAILURE,horizontal,5.6129604483960686e-15,73.5370593070984,1637,1650,1.762479051592436e-15,0.8587380879224193,-28.035042576940945,-19.593544364438287,5.10702591327572e-15,5.6129604483960686e-15,5.329070518200751e-15,0.8587380879224245,-28.03504257694094,-19.593544364438287,7.105427357601002e-15,0.0
BY2__LC01__LIT__D21_seed_01__seed_01__v3,v3,PRE_FAILURE,up,1.0658141036401503e-14,73.3330705165863,1593,1650,6.661338147750939e-16,1.6811320160133896,-24.21012933355492,151.04626450021954,6.661338147750939e-16,6.684427777288335e-16,5.551115123125783e-17,1.6811320160133902,-24.21012933355491,151.04626450021954,1.0658141036401503e-14,0.0
BY2__LC01__LIT__D21_seed_01__seed_01__v3,v3,PRE_FAILURE,yaw,2.842170943040401e-14,73.22305393218994,1571,1650,-4.440892098500626e-16,0.8104984623684309,-20.11563867273174,143.60209343600943,-4.440892098500626e-16,4.47545209131181e-16,5.551115123125783e-17,0.8104984623684305,-20.11563867273174,143.60209343600945,0.0,2.842170943040401e-14
BY2__LC01__LIT__D21_seed_01__seed_01__v2,v2,PRE_FAILURE,horizontal,4.265698783853661e-15,73.33008980751036,1592,1650,-2.4424906541753444e-15,1.5076635360813069,-24.06209132935144,151.17851267243634,-3.3306690738754696e-15,4.265698783853661e-15,-3.497202527569243e-15,1.5076635360813035,-24.062091329351432,151.17851267243634,7.105427357601002e-15,0.0
BY2__LC01__LIT__D21_seed_01__seed_01__v2,v2,PRE_FAILURE,up,7.105427357601002e-15,73.26105117797852,1578,1650,0.0,1.0234530147840863,-21.483197510879812,149.99779258144974,-2.220446049250313e-15,3.552713678800501e-15,-3.552713678800501e-15,1.0234530147840841,-21.48319751087982,149.99779258144974,-7.105427357601002e-15,0.0
BY2__LC01__LIT__D21_seed_01__seed_01__v2,v2,PRE_FAILURE,yaw,2.842170943040401e-14,73.22305393218994,1571,1650,1.3322676295501878e-15,0.8675349452836582,-20.08748400672291,143.60209343600943,7.771561172376096e-16,1.3322676295501878e-15,0.0,0.8675349452836589,-20.087484006722907,143.60209343600945,3.552713678800501e-15,2.842170943040401e-14
BY2__EXT05C__LIT__D21_seed_01__seed_01__v3,v3,PRE_FAILURE,horizontal,5.4025784115714076e-15,73.51306271553038,1632,1650,8.881784197001252e-16,17.28691939599319,-11.869044589717884,162.96906938982892,3.552713678800501e-15,5.4025784115714076e-15,5.329070518200751e-15,17.286919395993195,-11.869044589717884,162.96906938982892,0.0,0.0
BY2__EXT05C__LIT__D21_seed_01__seed_01__v3,v3,PRE_FAILURE,up,1.0658141036401503e-14,73.32506299018861,1591,1650,0.0,6.894765499066794,-24.69919209182432,76.73530044316368,-8.881784197001252e-16,1.7763568394002505e-15,-1.7763568394002505e-15,6.894765499066793,-24.69919209182433,76.73530044316368,-1.0658141036401503e-14,0.0
BY2__EXT05C__LIT__D21_seed_01__seed_01__v3,v3,PRE_FAILURE,yaw,2.842170943040401e-14,73.13106107711792,1554,1650,8.881784197001252e-16,7.202264656446084,-14.81613787745506,-147.92835123750243,0.0,8.881784197001252e-16,0.0,7.202264656446084,-14.816137877455061,-147.92835123750245,-1.7763568394002505e-15,-2.842170943040401e-14
BY2__EXT05C__LIT__D21_seed_01__seed_01__v2,v2,PRE_FAILURE,horizontal,3.972054645195637e-15,73.54305219650269,1638,1650,-1.7763568394002505e-15,18.68000123765116,-11.239356536006005,164.23294033599768,0.0,3.972054645195637e-15,3.552713678800501e-15,18.68000123765116,-11.239356536006003,164.23294033599768,1.7763568394002505e-15,0.0
BY2__EXT05C__LIT__D21_seed_01__seed_01__v2,v2,PRE_FAILURE,up,7.105427357601002e-15,73.24506735801695,1575,1650,0.0,6.316281200912363,-21.653707184351305,73.88556158884285,-8.881784197001252e-16,1.7763568394002505e-15,-1.7763568394002505e-15,6.316281200912362,-21.653707184351312,73.88556158884285,-7.105427357601002e-15,0.0
BY2__EXT05C__LIT__D21_seed_01__seed_01__v2,v2,PRE_FAILURE,yaw,2.842170943040401e-14,73.13106107711792,1554,1650,0.0,6.882377564028214,-14.91836983501815,-147.92835123750243,-8.881784197001252e-16,0.0,0.0,6.882377564028213,-14.918369835018147,-147.92835123750245,3.552713678800501e-15,-2.842170943040401e-14
BY2__EXT05C__LIT__D21_seed_02__seed_02__v3,v3,PRE_FAILURE,horizontal,1.0658141036401503e-14,67.46705269813538,309,337,0.0,30.15424481952169,-42.43116014505826,-9.010742184641911,3.552713678800501e-15,1.0658141036401503e-14,-1.0658141036401503e-14,30.154244819521693,-42.43116014505826,-9.010742184641913,0.0,0.0
BY2__EXT05C__LIT__D21_seed_02__seed_02__v3,v3,PRE_FAILURE,up,1.4210854715202004e-14,67.41104173660278,297,337,0.0,29.100302033043885,-40.56240966061736,-6.002138969955752,7.105427357601002e-15,7.105427357601002e-15,-7.105427357601002e-15,29.100302033043892,-40.56240966061735,-6.002138969955752,1.4210854715202004e-14,0.0
BY2__EXT05C__LIT__D21_seed_02__seed_02__v3,v3,PRE_FAILURE,yaw,0.0,66.0,0,337,0.0,11.021567094364228,-14.90516624027428,75.25236098218733,0.0,0.0,0.0,11.021567094364228,-14.90516624027428,75.25236098218733,0.0,0.0
BY2__EXT05C__LIT__D21_seed_02__seed_02__v2,v2,PRE_FAILURE,horizontal,1.0658141036401503e-14,67.07706260681152,223,337,0.0,25.76506288320852,-28.84394404902409,91.0465800491814,1.0658141036401503e-14,1.0658141036401503e-14,-1.0658141036401503e-14,25.76506288320853,-28.84394404902409,91.04658004918139,0.0,0.0
BY2__EXT05C__LIT__D21_seed_02__seed_02__v2,v2,PRE_FAILURE,up,1.4210854715202004e-14,67.40303611755371,295,337,0.0,28.72885490734956,-40.08708312832125,-5.517261864488319,3.552713678800501e-15,7.105427357601002e-15,-7.105427357601002e-15,28.728854907349564,-40.08708312832126,-5.517261864488319,-1.4210854715202004e-14,0.0
BY2__EXT05C__LIT__D21_seed_02__seed_02__v2,v2,PRE_FAILURE,yaw,0.0,66.0,0,337,0.0,10.749413926947126,-15.053080214156951,75.25236098218733,0.0,4.440892098500626e-16,-4.440892098500626e-16,10.749413926947126,-15.053080214156953,75.25236098218733,-1.7763568394002505e-15,0.0
BY2__LC01__LIT__D21_seed_04__seed_04__v3,v3,PRE_FAILURE,horizontal,7.944109290391274e-15,95.83517050743104,6862,6910,-7.105427357601002e-15,6.991552162097534,-32.82643206097997,24.63176725210297,7.993605777301127e-15,7.944109290391274e-15,3.552713678800501e-15,6.991552162097542,-32.826432060979975,24.631767252102975,-7.105427357601002e-15,0.0
BY2__LC01__LIT__D21_seed_04__seed_04__v3,v3,PRE_FAILURE,up,7.105427357601002e-15,95.5253005027771,6788,6910,-1.5543122344752192e-15,1.5971471265294734,-24.49801497298146,-155.4111823463677,2.4424906541753444e-15,2.3603665272841412e-15,-1.7763568394002505e-15,1.5971471265294759,-24.49801497298145,-155.4111823463677,7.105427357601002e-15,0.0
BY2__LC01__LIT__D21_seed_04__seed_04__v3,v3,PRE_FAILURE,yaw,3.979039320256561e-13,90.1170642375946,5497,6910,-9.645062526431047e-16,0.0289622403581292,-0.0006275486197635,-3.0078296268335407,3.2612801348363973e-16,1.0491563985069468e-15,4.128641872824801e-16,0.028962240358129526,-0.0006275486197616486,-3.007829626833143,1.8513836297362474e-15,3.979039320256561e-13
BY2__LC01__LIT__D21_seed_04__seed_04__v2,v2,PRE_FAILURE,horizontal,9.769962616701378e-15,95.39903879165648,6756,6910,-9.769962616701378e-15,5.4579295149660805,-13.86168273526188,-108.53127448846388,7.993605777301127e-15,9.769962616701378e-15,0.0,5.4579295149660885,-13.86168273526188,-108.53127448846388,0.0,0.0
BY2__LC01__LIT__D21_seed_04__seed_04__v2,v2,PRE_FAILURE,up,1.0658141036401503e-14,95.49505877494812,6780,6910,8.881784197001252e-16,1.5977314526749005,-23.16091835521244,-155.7546446965344,-1.3322676295501878e-15,1.9860273225978185e-15,1.7763568394002505e-15,1.5977314526748991,-23.16091835521243,-155.7546446965344,1.0658141036401503e-14,0.0
BY2__LC01__LIT__D21_seed_04__seed_04__v2,v2,PRE_FAILURE,yaw,3.979039320256561e-13,90.1170642375946,5497,6910,-8.864436962241484e-16,0.1225955620250202,-0.302426683979669,-3.0078296268335407,-4.996003610813204e-16,1.0042011392876902e-15,-4.718447854656915e-16,0.1225955620250197,-0.3024266839796682,-3.007829626833143,7.771561172376096e-16,3.979039320256561e-13
BY2__EXT05C__LIT__D21_seed_04__seed_04__v3,v3,PRE_FAILURE,horizontal,7.944109290391274e-15,69.91103959083557,849,913,-7.105427357601002e-15,21.33938591853375,-23.224698599594088,-30.099112609261624,3.552713678800501e-15,7.944109290391274e-15,3.552713678800501e-15,21.339385918533754,-23.22469859959409,-30.099112609261624,-3.552713678800501e-15,0.0
BY2__EXT05C__LIT__D21_seed_04__seed_04__v3,v3,PRE_FAILURE,up,1.0658141036401503e-14,70.09105181694031,889,913,1.7763568394002505e-15,9.785898314550538,-31.472961148447705,-61.370854978561,-1.7763568394002505e-15,2.5121479338940403e-15,-1.7763568394002505e-15,9.785898314550536,-31.472961148447695,-61.370854978561,1.0658141036401503e-14,0.0
BY2__EXT05C__LIT__D21_seed_04__seed_04__v3,v3,PRE_FAILURE,yaw,0.0,66.0,0,913,5.551115123125783e-17,1.0644370672066912,-0.2209435059707969,6.487495661975316,-2.220446049250313e-16,5.551115123125783e-17,0.0,1.064437067206691,-0.22094350597079693,6.487495661975316,-2.7755575615628914e-17,0.0
BY2__EXT05C__LIT__D21_seed_04__seed_04__v2,v2,PRE_FAILURE,horizontal,1.0695084443661336e-14,69.58707737922668,777,913,1.0658141036401503e-14,21.80752702040767,-17.929989587155802,99.5533862931046,-7.105427357601002e-15,1.0695084443661336e-14,8.881784197001252e-16,21.80752702040766,-17.929989587155802,99.55338629310461,0.0,0.0
BY2__EXT05C__LIT__D21_seed_04__seed_04__v2,v2,PRE_FAILURE,up,7.105427357601002e-15,69.1970534324646,685,913,-4.440892098500626e-16,4.4770591673506255,-21.56883145925404,83.72771657763184,-1.7763568394002505e-15,2.2644195468014703e-15,2.220446049250313e-15,4.477059167350624,-21.568831459254046,83.72771657763184,-7.105427357601002e-15,0.0
BY2__EXT05C__LIT__D21_seed_04__seed_04__v2,v2,PRE_FAILURE,yaw,0.0,66.0,0,913,0.0,1.0967464747290705,-0.5086263133591178,6.487495661975316,-2.220446049250313e-16,0.0,0.0,1.0967464747290703,-0.5086263133591178,6.487495661975316,0.0,0.0
BY2__LC01__LIT__D21_seed_06__seed_06__v3,v3,PRE_FAILURE,horizontal,1.6881232242081456e-14,125.77506232261658,13707,13899,1.687538997430238e-14,2.371135578008981,-8.275928980411999,-4.992952387752894,-8.881784197001252e-15,1.6881232242081456e-14,4.440892098500626e-16,2.371135578008972,-8.275928980411994,-4.992952387752894,5.329070518200751e-15,0.0
BY2__LC01__LIT__D21_seed_06__seed_06__v3,v3,PRE_FAILURE,up,7.105427357601002e-15,126.23506474494934,13817,13899,1.5543122344752192e-15,2.034191064251686,-19.77056623482633,-93.35028269730634,2.220446049250313e-15,2.198129442157285e-15,-1.5543122344752192e-15,2.0341910642516883,-19.770566234826322,-93.35028269730634,7.105427357601002e-15,0.0
BY2__LC01__LIT__D21_seed_06__seed_06__v3,v3,PRE_FAILURE,yaw,3.979039320256561e-13,90.1170642375946,5497,13899,1.2836953722228372e-16,0.0267524347849387,-0.0006426985455822,-0.5435908825155593,-4.163336342344337e-16,3.895217175347954e-16,3.677613769070831e-16,0.026752434784938283,-0.0006426985455820992,-0.5435908825151614,1.0083080204115191e-16,3.979039320256561e-13
BY2__LC01__LIT__D21_seed_06__seed_06__v2,v2,PRE_FAILURE,horizontal,1.7342238036525468e-14,125.57705616950987,13657,13899,-1.687538997430238e-14,3.7527517327561712,-6.330063570618012,-7.210649412854082,-1.2878587085651816e-14,1.7342238036525468e-14,3.9968028886505635e-15,3.7527517327561584,-6.33006357061801,-7.210649412854082,2.6645352591003757e-15,0.0
BY2__LC01__LIT__D21_seed_06__seed_06__v2,v2,PRE_FAILURE,up,1.0658141036401503e-14,126.36304640769958,13846,13899,4.440892098500626e-15,2.51491661906326,-23.77902775887824,-89.60273610114595,4.440892098500626e-16,4.782987168225453e-15,1.7763568394002505e-15,2.5149166190632606,-23.77902775887823,-89.60273610114595,1.0658141036401503e-14,0.0
BY2__LC01__LIT__D21_seed_06__seed_06__v2,v2,PRE_FAILURE,yaw,3.979039320256561e-13,90.1170642375946,5497,13899,1.0651202142497596e-15,0.1224490438789711,-0.3026461022302804,-0.5435908825155593,-4.163336342344337e-17,1.0760040999599115e-15,-1.5265566588595902e-16,0.12244904387897106,-0.3026461022302793,-0.5435908825151614,1.0547118733938987e-15,3.979039320256561e-13
BY2__EXT05C__LIT__D21_seed_06__seed_06__v3,v3,PRE_FAILURE,horizontal,5.329070518200751e-15,85.88505482673645,4492,4518,0.0,14.597945515373484,-19.8513578748475,-144.49090853953595,3.552713678800501e-15,5.329070518200751e-15,-5.329070518200751e-15,14.597945515373487,-19.8513578748475,-144.49090853953595,0.0,0.0
BY2__EXT05C__LIT__D21_seed_06__seed_06__v3,v3,PRE_FAILURE,up,7.105427357601002e-15,85.79306912422179,4469,4518,0.0,13.012921216425816,-16.2303335979,172.90593363228936,0.0,1.7763568394002505e-15,-1.7763568394002505e-15,13.012921216425816,-16.230333597900007,172.90593363228936,-7.105427357601002e-15,0.0
BY2__EXT05C__LIT__D21_seed_06__seed_06__v3,v3,PRE_FAILURE,yaw,2.842170943040401e-14,85.19106030464172,4325,4518,-8.881784197001252e-16,6.679576407868581,-5.785901201954608,175.52430334591585,0.0,8.881784197001252e-16,0.0,6.679576407868581,-5.785901201954607,175.52430334591583,8.881784197001252e-16,-2.842170943040401e-14
BY2__EXT05C__LIT__D21_seed_06__seed_06__v2,v2,PRE_FAILURE,horizontal,5.4025784115714076e-15,85.3270592689514,4358,4518,5.329070518200751e-15,3.594064608863188,-8.866832077169443,112.25397957934842,-4.884981308350689e-15,5.4025784115714076e-15,8.881784197001252e-16,3.594064608863183,-8.866832077169445,112.25397957934842,-1.7763568394002505e-15,0.0
BY2__EXT05C__LIT__D21_seed_06__seed_06__v2,v2,PRE_FAILURE,up,7.105427357601002e-15,85.84705543518065,4482,4518,0.0,13.478079168210993,-18.7069476645376,-144.31904072468524,1.7763568394002505e-15,0.0,0.0,13.478079168210995,-18.706947664537594,-144.31904072468524,7.105427357601002e-15,0.0
BY2__EXT05C__LIT__D21_seed_06__seed_06__v2,v2,PRE_FAILURE,yaw,2.842170943040401e-14,85.19106030464172,4325,4518,-8.881784197001252e-16,6.433565153197272,-5.991517329766566,175.52430334591585,0.0,8.881784197001252e-16,0.0,6.433565153197272,-5.991517329766566,175.52430334591583,0.0,-2.842170943040401e-14
BY2__EXT05C__LIT__D21_seed_08__seed_08__v3,v3,PRE_FAILURE,horizontal,6.4047456679787536e-15,71.50910711288452,1197,1198,-3.552713678800501e-15,17.089598012314095,-27.54351613584292,-6.5400359187999015,0.0,6.4047456679787536e-15,-5.329070518200751e-15,17.089598012314095,-27.54351613584292,-6.5400359187999015,0.0,0.0
BY2__EXT05C__LIT__D21_seed_08__seed_08__v3,v3,PRE_FAILURE,up,7.105427357601002e-15,71.49910640716553,1195,1198,0.0,16.724802215721198,-27.211969515464716,-6.983800051027629,0.0,1.7763568394002505e-15,1.7763568394002505e-15,16.724802215721198,-27.21196951546471,-6.983800051027629,7.105427357601002e-15,0.0
BY2__EXT05C__LIT__D21_seed_08__seed_08__v3,v3,PRE_FAILURE,yaw,0.0,66.0,0,1198,-6.765421556309548e-17,0.0490059119381655,-0.0217964801213068,5.014612244636084,6.245004513516506e-17,7.60315664622255e-17,3.469446951953614e-17,0.049005911938165565,-0.021796480121306853,5.0146122446360835,-5.204170427930421e-17,0.0
BY2__EXT05C__LIT__D21_seed_08__seed_08__v2,v2,PRE_FAILURE,horizontal,5.329070518200751e-15,71.45306277275085,1186,1198,-5.329070518200751e-15,15.124804113746974,-25.52665797979072,-8.44957264401836,3.552713678800501e-15,5.329070518200751e-15,0.0,15.124804113746977,-25.52665797979072,-8.44957264401836,0.0,0.0
BY2__EXT05C__LIT__D21_seed_08__seed_08__v2,v2,PRE_FAILURE,up,7.105427357601002e-15,71.24504137039185,1145,1198,-8.881784197001252e-16,3.146277697140917,-19.81667997883609,-59.69143640248029,8.881784197001252e-16,1.2560739669470201e-15,-8.881784197001252e-16,3.146277697140918,-19.816679978836095,-59.69143640248029,-7.105427357601002e-15,0.0
BY2__EXT05C__LIT__D21_seed_08__seed_08__v2,v2,PRE_FAILURE,yaw,0.0,66.0,0,1198,2.7755575615628914e-17,0.1267468516791236,-0.325601978606998,5.014612244636084,0.0,6.675868679006192e-17,6.071532165918825e-17,0.1267468516791236,-0.325601978606998,5.0146122446360835,0.0,0.0
BY2__LC01__LIT__D16_seed_00__seed_00__v3,v3,FULL,horizontal,2.8149791816184117e-14,154.4890615940094,20063,58014,-2.7977620220553945e-14,1.5328413472124307,0.4999953639585159,0.9887250701798962,1.0880185641326534e-14,2.8149791816184117e-14,-3.1086244689504383e-15,1.5328413472124416,0.4999953639585149,0.9887250701798962,-9.992007221626409e-16,0.0
BY2__LC01__LIT__D16_seed_00__seed_00__v3,v3,FULL,up,1.2545520178264269e-14,177.12505269050598,24321,58014,3.9968028886505635e-15,1.491960401565888,0.4199647737181013,-0.1008060179642882,8.881784197001252e-16,5.063396036227354e-15,3.1086244689504383e-15,1.491960401565889,0.41996477371811386,-0.10080601796428823,1.2545520178264269e-14,0.0
BY2__LC01__LIT__D16_seed_00__seed_00__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,5.995204332975845e-15,1.447525846232507,0.4435523021416827,-6.353424518234306,-7.771561172376096e-15,8.322971118520123e-15,-5.773159728050814e-15,1.4475258462324991,0.4435523021416834,-6.353424518230213,7.216449660063518e-16,4.092726157978177e-12
BY2__LC01__LIT__D16_seed_00__seed_00__v2,v2,FULL,horizontal,2.894702953182049e-14,174.67907667160034,23856,58014,2.8754776337791554e-14,1.530748938156083,0.1808406452951128,-1.484174222809287,-1.887379141862766e-14,2.894702953182049e-14,-3.3306690738754696e-15,1.5307489381560642,0.18084064529510635,-1.484174222809287,-6.439293542825908e-15,0.0
BY2__LC01__LIT__D16_seed_00__seed_00__v2,v2,FULL,up,1.2101430968414206e-14,262.4170734882355,41034,58014,5.218048215738236e-15,1.3777983820198565,0.1918339724641704,-2.2144390265333413,-4.440892098500626e-15,5.444622457435257e-15,-1.5543122344752192e-15,1.377798382019852,0.1918339724641825,-2.2144390265333413,1.2101430968414206e-14,0.0
BY2__LC01__LIT__D16_seed_00__seed_00__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,7.882583474838611e-15,1.3517937361584196,0.1578146481175082,-6.353424518234306,-6.8833827526759706e-15,8.394490189951722e-15,-2.886579864025407e-15,1.3517937361584127,0.15781464811751122,-6.353424518230213,3.0253577421035516e-15,4.092726157978177e-12
BY2__EXT05C__LIT__D16_seed_00__seed_00__v3,v3,FULL,horizontal,2.919886554764162e-14,186.91306257247925,26208,58014,-2.919886554764162e-14,1.4940175619957123,0.4440752920144994,-16.416721854344843,1.354472090042691e-14,2.919886554764162e-14,0.0,1.4940175619957259,0.4440752920144997,-16.416721854344843,2.7755575615628914e-16,0.0
BY2__EXT05C__LIT__D16_seed_00__seed_00__v3,v3,FULL,up,1.3378187446733136e-14,263.82508087158203,41361,58014,-1.1102230246251565e-16,1.5014900735480077,0.4189740044752525,-10.362153368173097,2.886579864025407e-15,3.1106063782808446e-15,3.1086244689504383e-15,1.5014900735480106,0.4189740044752659,-10.362153368173097,1.3378187446733136e-14,0.0
BY2__EXT05C__LIT__D16_seed_00__seed_00__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,-5.551115123125783e-16,1.494764188047742,0.4367611629879668,-18.046109136451832,3.1086244689504383e-15,3.1577990563142793e-15,3.1086244689504383e-15,1.4947641880477451,0.4367611629879695,-18.04610913644774,2.7200464103316335e-15,4.092726157978177e-12
BY2__EXT05C__LIT__D16_seed_00__seed_00__v2,v2,FULL,horizontal,3.077321138365141e-14,206.2150583267212,29946,58014,-3.0753177782116836e-14,1.364325878479948,0.1613631554206112,-12.762414102745597,1.509903313490213e-14,3.077321138365141e-14,-1.1102230246251565e-15,1.364325878479963,0.16136315542061175,-12.762414102745595,5.551115123125783e-16,0.0
BY2__EXT05C__LIT__D16_seed_00__seed_00__v2,v2,FULL,up,1.3641865415081611e-14,252.727076292038,38780,58014,-4.773959005888173e-15,1.3817834286808728,0.1180205382259202,-11.23394582523582,4.6629367034256575e-15,5.578801654593729e-15,2.886579864025407e-15,1.3817834286808774,0.11802053822593384,-11.233945825235821,1.3641865415081611e-14,0.0
BY2__EXT05C__LIT__D16_seed_00__seed_00__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,-1.3322676295501878e-15,1.3713665464902247,0.1513258270374393,-18.046109136451832,2.886579864025407e-15,2.7822109252321576e-15,2.4424906541753444e-15,1.3713665464902276,0.15132582703743924,-18.04610913644774,-5.551115123125783e-17,4.092726157978177e-12
BY2__LC01__LIT__D16_seed_01__seed_01__v3,v3,FULL,horizontal,2.82260967265807e-14,171.65710043907166,23288,58014,-2.8199664825478976e-14,1.4983954507244517,-0.516570586131941,-0.911420453355305,2.708944180085382e-14,2.82260967265807e-14,-1.2212453270876722e-15,1.4983954507244788,-0.5165705861319415,-0.911420453355305,-5.551115123125783e-16,0.0
BY2__LC01__LIT__D16_seed_01__seed_01__v3,v3,FULL,up,1.2878587085651816e-14,174.3350772857666,23786,58014,-5.329070518200751e-15,1.460033240989982,-0.519121923374037,-4.036180055428986,5.10702591327572e-15,5.3316719684500096e-15,-1.6653345369377348e-16,1.4600332409899872,-0.5191219233740241,-4.036180055428986,1.2878587085651816e-14,0.0
BY2__LC01__LIT__D16_seed_01__seed_01__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,-2.220446049250313e-15,1.4743306223021484,-0.5564632335978672,-6.3534040170847845,3.3306690738754696e-15,6.654164094267612e-15,6.2727600891321345e-15,1.4743306223021517,-0.5564632335978643,-6.353404017080692,2.886579864025407e-15,4.092726157978177e-12
BY2__LC01__LIT__D16_seed_01__seed_01__v2,v2,FULL,horizontal,2.8001895817503296e-14,186.0090475082397,26032,58014,2.7977620220553945e-14,1.614312419258719,-0.860716770293843,-0.726356584294706,-2.7755575615628914e-14,2.8001895817503296e-14,-1.1657341758564144e-15,1.6143124192586913,-0.8607167702938444,-0.7263565842939101,-1.4432899320127035e-15,7.958078640513122e-13
BY2__LC01__LIT__D16_seed_01__seed_01__v2,v2,FULL,up,1.3433698597964394e-14,263.8070492744446,41358,58014,2.6645352591003757e-15,1.4446732622146887,-0.8887407101398317,-2.5139590621566867,-2.4424906541753444e-15,3.0171983131921553e-15,1.4155343563970746e-15,1.4446732622146863,-0.8887407101398183,-2.5139590621566867,1.3433698597964394e-14,0.0
