slot_id,version,role,axis,maximum,time_s,index_zero_based,matched_epoch_count,east_difference_m,evaluator_horizontal_error_m,evaluator_up_error_m,evaluator_yaw_error_deg,horizontal_magnitude_difference_m,horizontal_vector_discrepancy_m,north_difference_m,observer_horizontal_error_m,observer_up_error_m,observer_yaw_error_deg,up_difference_m,yaw_difference_deg
BY2__LC01__LIT__D04_seed_05__seed_05__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,1.7139067942650854e-15,0.2196040635437522,-0.3421889850334771,-6.350553964646082,-2.7755575615628914e-16,1.7195161525475398e-15,-1.3877787807814457e-16,0.21960406354375192,-0.34218898503347567,-6.350553964641989,1.4432899320127035e-15,4.092726157978177e-12
BY2__EXT05C__LIT__D04_seed_05__seed_05__v3,v3,FULL,horizontal,2.943783111453509e-14,192.08704900741577,27260,58014,2.943478794037446e-14,0.0467288488479788,-0.0769550790582851,-14.70624190313427,-1.2052858711086856e-14,2.943783111453509e-14,-4.2327252813834093e-16,0.04672884884796675,-0.07695507905828167,-14.70624190313427,3.427813588530171e-15,0.0
BY2__EXT05C__LIT__D04_seed_05__seed_05__v3,v3,FULL,up,2.842170943040401e-14,235.68104887008667,35232,58014,-7.105427357601002e-15,26.69253836036432,-71.27014923127084,-13.955780870398172,-3.552713678800501e-15,1.0048591735576161e-14,-7.105427357601002e-15,26.692538360364317,-71.2701492312708,-13.955780870398172,2.842170943040401e-14,0.0
BY2__EXT05C__LIT__D04_seed_05__seed_05__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,4.475586568020162e-15,0.0302698041458327,-0.0634574427835374,-10.82755778271786,-1.1587952819525071e-15,4.5437517663643896e-15,-7.840950111415168e-16,0.030269804145831542,-0.06345744278353158,-10.827557782713768,5.828670879282072e-15,4.092726157978177e-12
BY2__EXT05C__LIT__D04_seed_05__seed_05__v2,v2,FULL,horizontal,2.893603953645793e-14,172.16705560684204,23378,58014,2.893518757929314e-14,0.1097705658979466,-0.2995456271422108,-14.824797880057304,-2.886579864025407e-14,2.893603953645793e-14,2.220446049250313e-16,0.10977056589791774,-0.29954562714220384,-14.824797880057304,6.938893903907228e-15,0.0
BY2__EXT05C__LIT__D04_seed_05__seed_05__v2,v2,FULL,up,2.842170943040401e-14,236.22306966781616,35338,58014,-3.552713678800501e-15,28.174209048460742,-75.75254483958236,-13.716109758096678,1.4210854715202004e-14,1.464821375527116e-14,-1.4210854715202004e-14,28.174209048460757,-75.75254483958238,-13.716109758096678,-2.842170943040401e-14,0.0
BY2__EXT05C__LIT__D04_seed_05__seed_05__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,7.924216838262055e-15,0.2076057796519196,-0.3487115010008565,-10.82755778271786,-7.16093850883226e-15,9.166328748130832e-15,4.6074255521944e-15,0.20760577965191243,-0.3487115010008573,-10.827557782713768,-7.771561172376096e-16,4.092726157978177e-12
BY2__LC01__LIT__D04_seed_06__seed_06__v3,v3,FULL,horizontal,2.852900207884354e-14,175.13105988502502,23946,58014,-2.8514517136368767e-14,0.0424661448733734,0.0141752541493334,-0.4595995938993837,-3.497202527569243e-15,2.852900207884354e-14,-9.08995101411847e-16,0.0424661448733699,0.014175254149331771,-0.45959959389938376,-1.6289053439422219e-15,0.0
BY2__LC01__LIT__D04_seed_06__seed_06__v3,v3,FULL,up,2.842170943040401e-14,265.623064994812,41777,58014,0.0,49.30291822893009,-65.94896803447207,-2.473218474015709,0.0,0.0,0.0,49.30291822893009,-65.94896803447205,-2.4732184740157095,2.842170943040401e-14,0.0
BY2__LC01__LIT__D04_seed_06__seed_06__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,1.887379141862766e-15,0.5420793362005081,-1.266455507634053,-8.520333792814483,1.7763568394002505e-15,1.9389211565826713e-15,-4.440892098500626e-16,0.5420793362005099,-1.2664555076340518,-8.52033379281039,1.1102230246251565e-15,4.092726157978177e-12
BY2__LC01__LIT__D04_seed_06__seed_06__v2,v2,FULL,horizontal,2.929642751054232e-14,267.3410534858704,42182,58014,-7.105427357601002e-15,63.05612198694105,-79.60335052213503,-5.425025379135207,1.4210854715202004e-14,2.929642751054232e-14,-2.842170943040401e-14,63.056121986941065,-79.60335052213503,-5.4250253791352065,0.0,0.0
BY2__LC01__LIT__D04_seed_06__seed_06__v2,v2,FULL,up,2.842170943040401e-14,265.7710604667664,41812,58014,7.105427357601002e-15,50.45145036994071,-67.35428766991114,-3.87459201360835,0.0,7.105427357601002e-15,0.0,50.45145036994071,-67.35428766991117,-3.87459201360835,-2.842170943040401e-14,0.0
BY2__LC01__LIT__D04_seed_06__seed_06__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,3.774758283725532e-15,0.6044756793011742,-1.55096932265997,-8.520333792814483,-1.6653345369377348e-15,6.217496750601531e-15,4.9404924595819466e-15,0.6044756793011725,-1.550969322659969,-8.52033379281039,8.881784197001252e-16,4.092726157978177e-12
BY2__EXT05C__LIT__D04_seed_06__seed_06__v3,v3,FULL,horizontal,2.943783111453509e-14,192.08704900741577,27260,58014,2.943478794037446e-14,0.0467288488479788,-0.0769550790582851,-14.70624190313427,-1.2052858711086856e-14,2.943783111453509e-14,-4.2327252813834093e-16,0.04672884884796675,-0.07695507905828167,-14.70624190313427,3.427813588530171e-15,0.0
BY2__EXT05C__LIT__D04_seed_06__seed_06__v3,v3,FULL,up,2.842170943040401e-14,265.5552098751068,41760,58014,0.0,56.41483032151204,-66.28103362383285,-12.75874897359418,7.105427357601002e-15,1.4210854715202004e-14,-1.4210854715202004e-14,56.41483032151205,-66.28103362383283,-12.75874897359418,2.842170943040401e-14,0.0
BY2__EXT05C__LIT__D04_seed_06__seed_06__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,4.052314039881821e-15,0.7029504910502884,-1.3344963561011944,-17.916508747348672,5.773159728050814e-15,5.691720513917458e-15,-3.9968028886505635e-15,0.7029504910502942,-1.3344963561012002,-17.91650874734458,-5.773159728050814e-15,4.092726157978177e-12
BY2__EXT05C__LIT__D04_seed_06__seed_06__v2,v2,FULL,horizontal,2.893603953645793e-14,172.16705560684204,23378,58014,2.893518757929314e-14,0.1097705658979466,-0.2995456271422108,-14.824797880057304,-2.886579864025407e-14,2.893603953645793e-14,2.220446049250313e-16,0.10977056589791774,-0.29954562714220384,-14.824797880057304,6.938893903907228e-15,0.0
BY2__EXT05C__LIT__D04_seed_06__seed_06__v2,v2,FULL,up,2.842170943040401e-14,265.2970550060272,41701,58014,0.0,54.38297910352062,-64.73087726962564,-13.559181674066425,0.0,7.105427357601002e-15,7.105427357601002e-15,54.38297910352062,-64.73087726962567,-13.559181674066423,-2.842170943040401e-14,0.0
BY2__EXT05C__LIT__D04_seed_06__seed_06__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,1.8318679906315083e-15,0.8137174118997309,-1.6207090701621318,-17.916508747348672,6.328271240363392e-15,6.588076898967615e-15,-6.328271240363392e-15,0.8137174118997372,-1.6207090701621287,-17.91650874734458,3.1086244689504383e-15,4.092726157978177e-12
BY2__LC01__LIT__D04_seed_07__seed_07__v3,v3,FULL,horizontal,3.370400129833633e-14,253.39105653762817,38936,58014,-1.0658141036401503e-14,38.11865055607693,-46.2949914782108,-0.823756219004963,3.552713678800501e-14,3.370400129833633e-14,-3.197442310920451e-14,38.118650556076965,-46.294991478210804,-0.823756219004963,-7.105427357601002e-15,0.0
BY2__LC01__LIT__D04_seed_07__seed_07__v3,v3,FULL,up,2.842170943040401e-14,256.6530659198761,39689,58014,0.0,57.75827907546525,-67.5090041981089,-2.09521363041182,-7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,57.758279075465246,-67.50900419810893,-2.09521363041182,-2.842170943040401e-14,0.0
BY2__LC01__LIT__D04_seed_07__seed_07__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,-7.105427357601002e-15,24.895196079411544,-30.55280798232593,-5.721399995860679,7.105427357601002e-15,1.0048591735576161e-14,-7.105427357601002e-15,24.89519607941155,-30.55280798232593,-5.721399995856586,0.0,4.092726157978177e-12
BY2__LC01__LIT__D04_seed_07__seed_07__v2,v2,FULL,horizontal,2.929642751054232e-14,256.349057674408,39620,58014,7.105427357601002e-15,55.81446074602363,-65.7082019452508,-0.189685495063884,-2.1316282072803006e-14,2.929642751054232e-14,2.842170943040401e-14,55.814460746023606,-65.7082019452508,-0.189685495063884,0.0,0.0
BY2__LC01__LIT__D04_seed_07__seed_07__v2,v2,FULL,up,2.842170943040401e-14,256.20115303993225,39586,58014,-1.0658141036401503e-14,54.8345517405072,-64.69102469121006,-2.533936328315633,1.4210854715202004e-14,1.7763568394002505e-14,-1.4210854715202004e-14,54.834551740507216,-64.69102469121009,-2.533936328315633,-2.842170943040401e-14,0.0
BY2__LC01__LIT__D04_seed_07__seed_07__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,0.0,25.053647990889363,-30.844794530822885,-5.721399995860679,3.552713678800501e-15,0.0,0.0,25.053647990889367,-30.84479453082288,-5.721399995856586,3.552713678800501e-15,4.092726157978177e-12
BY2__EXT05C__LIT__D04_seed_07__seed_07__v3,v3,FULL,horizontal,2.943783111453509e-14,192.08704900741577,27260,58014,2.943478794037446e-14,0.0467288488479788,-0.0769550790582851,-14.70624190313427,-1.2052858711086856e-14,2.943783111453509e-14,-4.2327252813834093e-16,0.04672884884796675,-0.07695507905828167,-14.70624190313427,3.427813588530171e-15,0.0
BY2__EXT05C__LIT__D04_seed_07__seed_07__v3,v3,FULL,up,2.842170943040401e-14,256.2830545902252,39605,58014,-1.7763568394002505e-15,35.89900163976423,-64.79356844678907,-14.466008532413014,0.0,1.7763568394002505e-15,0.0,35.89900163976423,-64.7935684467891,-14.466008532413014,-2.842170943040401e-14,0.0
BY2__EXT05C__LIT__D04_seed_07__seed_07__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,-1.7763568394002505e-15,13.372527685974092,-30.46554280066175,-18.78314264557102,5.329070518200751e-15,9.057678187205881e-15,-8.881784197001252e-15,13.372527685974097,-30.465542800661755,-18.783142645566926,-3.552713678800501e-15,4.092726157978177e-12
BY2__EXT05C__LIT__D04_seed_07__seed_07__v2,v2,FULL,horizontal,2.893603953645793e-14,172.16705560684204,23378,58014,2.893518757929314e-14,0.1097705658979466,-0.2995456271422108,-14.824797880057304,-2.886579864025407e-14,2.893603953645793e-14,2.220446049250313e-16,0.10977056589791774,-0.29954562714220384,-14.824797880057304,6.938893903907228e-15,0.0
BY2__EXT05C__LIT__D04_seed_07__seed_07__v2,v2,FULL,up,2.842170943040401e-14,256.56705713272095,39669,58014,3.552713678800501e-15,37.58348630481648,-67.05654312945401,-14.17927615451282,-7.105427357601002e-15,3.552713678800501e-15,0.0,37.583486304816475,-67.05654312945398,-14.17927615451282,2.842170943040401e-14,0.0
BY2__EXT05C__LIT__D04_seed_07__seed_07__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,-6.217248937900877e-15,13.540414225617155,-30.755825610404244,-18.78314264557102,5.329070518200751e-15,6.466036496704424e-15,-1.7763568394002505e-15,13.54041422561716,-30.75582561040425,-18.783142645566926,-7.105427357601002e-15,4.092726157978177e-12
BY2__LC01__LIT__D04_seed_08__seed_08__v3,v3,FULL,horizontal,2.852900207884354e-14,175.13105988502502,23946,58014,-2.8514517136368767e-14,0.0424661448733734,0.0141752541493334,-0.4595995938993837,-3.497202527569243e-15,2.852900207884354e-14,-9.08995101411847e-16,0.0424661448733699,0.014175254149331771,-0.45959959389938376,-1.6289053439422219e-15,0.0
BY2__LC01__LIT__D04_seed_08__seed_08__v3,v3,FULL,up,2.842170943040401e-14,306.819058418274,50962,58014,0.0,18.708326979303635,-69.70939173038857,-4.975503086002732,0.0,0.0,0.0,18.708326979303635,-69.70939173038855,-4.975503086002732,2.842170943040401e-14,0.0
BY2__LC01__LIT__D04_seed_08__seed_08__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,2.435551760271437e-15,0.0536932455392157,-0.0564516813674238,-6.353409995351456,-5.169475958410885e-15,6.554702638707309e-15,6.085409953726639e-15,0.05369324553921053,-0.05645168136742666,-6.353409995347363,-2.858824288409778e-15,4.092726157978177e-12
BY2__LC01__LIT__D04_seed_08__seed_08__v2,v2,FULL,horizontal,2.89217787547498e-14,212.26440000534052,31097,58014,2.861242059254421e-14,0.1590089710283832,-0.3793683621199015,-1.2823594408312715,-4.3298697960381105e-15,2.89217787547498e-14,4.218847493575595e-15,0.15900897102837888,-0.3793683621199033,-1.28235944083184,-1.8318679906315083e-15,-5.684341886080801e-13
BY2__LC01__LIT__D04_seed_08__seed_08__v2,v2,FULL,up,2.842170943040401e-14,306.57905101776123,50904,58014,3.552713678800501e-15,17.923584482117032,-68.13558703747552,-1.150049223191246,1.0658141036401503e-14,9.565974336450906e-15,-8.881784197001252e-15,17.923584482117043,-68.13558703747549,-1.150049223191246,2.842170943040401e-14,0.0
BY2__LC01__LIT__D04_seed_08__seed_08__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,3.594347042223944e-15,0.219606173848739,-0.3421889987702933,-6.353409995351456,-3.552713678800501e-15,4.5075473524192756e-15,2.7200464103316335e-15,0.21960617384873546,-0.3421889987702936,-6.353409995347363,-2.7755575615628914e-16,4.092726157978177e-12
BY2__EXT05C__LIT__D04_seed_08__seed_08__v3,v3,FULL,horizontal,2.943783111453509e-14,192.08704900741577,27260,58014,2.943478794037446e-14,0.0467288488479788,-0.0769550790582851,-14.70624190313427,-1.2052858711086856e-14,2.943783111453509e-14,-4.2327252813834093e-16,0.04672884884796675,-0.07695507905828167,-14.70624190313427,3.427813588530171e-15,0.0
BY2__EXT05C__LIT__D04_seed_08__seed_08__v3,v3,FULL,up,2.842170943040401e-14,307.3395080566406,51093,58014,0.0,13.451062898265452,-74.04892335401712,-16.401371904371103,1.7763568394002505e-15,0.0,0.0,13.451062898265453,-74.04892335401709,-16.401371904371103,2.842170943040401e-14,0.0
BY2__EXT05C__LIT__D04_seed_08__seed_08__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,-2.213507155346406e-15,0.0445583891118895,-0.0632431285926529,-18.045685588210915,4.579669976578771e-15,5.375726404011336e-15,-4.898859096158503e-15,0.04455838911189408,-0.06324312859265283,-18.045685588206823,6.938893903907228e-17,4.092726157978177e-12
BY2__EXT05C__LIT__D04_seed_08__seed_08__v2,v2,FULL,horizontal,2.893603953645793e-14,172.16705560684204,23378,58014,2.893518757929314e-14,0.1097705658979466,-0.2995456271422108,-14.824797880057304,-2.886579864025407e-14,2.893603953645793e-14,2.220446049250313e-16,0.10977056589791774,-0.29954562714220384,-14.824797880057304,6.938893903907228e-15,0.0
BY2__EXT05C__LIT__D04_seed_08__seed_08__v2,v2,FULL,up,2.842170943040401e-14,306.08904695510864,50782,58014,0.0,10.258773543674922,-64.46798144563456,-11.724060133029669,0.0,0.0,0.0,10.258773543674922,-64.46798144563459,-11.724060133029667,-2.842170943040401e-14,0.0
BY2__EXT05C__LIT__D04_seed_08__seed_08__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,4.274358644806853e-15,0.2128323077367803,-0.3486781867442694,-18.045685588210915,1.0547118733938987e-15,5.11162463112392e-15,-2.8033131371785203e-15,0.21283230773678136,-0.34867818674427165,-18.045685588206823,-2.220446049250313e-15,4.092726157978177e-12
BY2__LC01__LIT__D05_seed_00__seed_00__v3,v3,FULL,horizontal,2.852900207884354e-14,175.13105988502502,23946,58014,-2.8514517136368767e-14,0.0424661448733734,0.0141752541493334,-0.4595995938993837,-3.497202527569243e-15,2.852900207884354e-14,-9.08995101411847e-16,0.0424661448733699,0.014175254149331771,-0.45959959389938376,-1.6289053439422219e-15,0.0
BY2__LC01__LIT__D05_seed_00__seed_00__v3,v3,FULL,up,1.3874318360862503e-14,260.34305906295776,40547,58014,2.55351295663786e-15,0.0309778884609703,-0.0191970681442725,-0.2035990802266951,1.994931997373328e-15,2.567812669540508e-15,2.706168622523819e-16,0.030977888460972294,-0.019197068144286376,-0.20359908022669515,-1.3874318360862503e-14,0.0
BY2__LC01__LIT__D05_seed_00__seed_00__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,2.435551760271437e-15,0.0536932455392157,-0.0564516813674238,-6.353410002650492,-5.169475958410885e-15,6.554702638707309e-15,6.085409953726639e-15,0.05369324553921053,-0.05645168136742666,-6.353410002646399,-2.858824288409778e-15,4.092726157978177e-12
BY2__LC01__LIT__D05_seed_00__seed_00__v2,v2,FULL,horizontal,2.8126000799001213e-14,186.91306257247925,26208,58014,-2.8005375796169574e-14,0.1192461046634535,-0.3597800706703005,-3.0605965346723,2.5743296383495817e-14,2.8126000799001213e-14,2.6020852139652106e-15,0.11924610466347925,-0.35978007067030227,-3.0605965346722996,-1.7763568394002505e-15,0.0
BY2__LC01__LIT__D05_seed_00__seed_00__v2,v2,FULL,up,1.2656542480726785e-14,260.33505177497864,40545,58014,-1.4621550498139513e-15,0.1169626409387376,-0.321900794561234,-0.098139272880644,5.828670879282072e-16,1.6067456702550213e-15,-6.661338147750939e-16,0.11696264093873818,-0.32190079456122134,-0.09813927288064406,1.2656542480726785e-14,0.0
BY2__LC01__LIT__D05_seed_00__seed_00__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,3.594347042223944e-15,0.219606173848739,-0.3421889987702933,-6.353410002650492,-3.552713678800501e-15,4.5075473524192756e-15,2.7200464103316335e-15,0.21960617384873546,-0.3421889987702936,-6.353410002646399,-2.7755575615628914e-16,4.092726157978177e-12
BY2__EXT05C__LIT__D05_seed_00__seed_00__v3,v3,FULL,horizontal,2.943783111453509e-14,192.08704900741577,27260,58014,2.943478794037446e-14,0.0467288488479788,-0.0769550790582851,-14.70624190313427,-1.2052858711086856e-14,2.943783111453509e-14,-4.2327252813834093e-16,0.04672884884796675,-0.07695507905828167,-14.70624190313427,3.427813588530171e-15,0.0
BY2__EXT05C__LIT__D05_seed_00__seed_00__v3,v3,FULL,up,1.3253287356462806e-14,249.82123351097107,38127,58014,3.174543961037557e-16,0.0138434488737707,-0.0283619106917889,-11.923377950601209,4.336808689942018e-17,3.648300305872928e-15,-3.634462522605908e-15,0.013843448873770743,-0.028361910691775648,-11.923377950601207,1.3253287356462806e-14,0.0
BY2__EXT05C__LIT__D05_seed_00__seed_00__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,1.7277845820728999e-15,0.0417537140729943,-0.0632755066423058,-16.97423878450337,-3.642919299551295e-15,4.003695182259224e-15,3.611694276983712e-15,0.04175371407299066,-0.06327550664230239,-16.974238784499278,3.4139358007223564e-15,4.092726157978177e-12
BY2__EXT05C__LIT__D05_seed_00__seed_00__v2,v2,FULL,horizontal,2.893603953645793e-14,172.16705560684204,23378,58014,2.893518757929314e-14,0.1097705658979466,-0.2995456271422108,-14.824797880057304,-2.886579864025407e-14,2.893603953645793e-14,2.220446049250313e-16,0.10977056589791774,-0.29954562714220384,-14.824797880057304,6.938893903907228e-15,0.0
BY2__EXT05C__LIT__D05_seed_00__seed_00__v2,v2,FULL,up,1.3156142841808105e-14,183.3710720539093,25520,58014,2.4980018054066022e-15,0.1567094150053338,-0.337922247728164,-16.906599970716286,-2.3869795029440866e-15,3.7658286640778375e-15,-2.818058286724323e-15,0.15670941500533142,-0.3379222477281508,-16.906599970716286,1.3156142841808105e-14,0.0
BY2__EXT05C__LIT__D05_seed_00__seed_00__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,-2.220446049250313e-16,0.2120502774887848,-0.3486826078849923,-16.97423878450337,-2.7755575615628914e-15,3.1165445441279525e-15,3.1086244689504383e-15,0.21205027748878202,-0.34868260788499805,-16.974238784499278,-5.773159728050814e-15,4.092726157978177e-12
BY2__LC01__LIT__D33_seed_00__seed_00__v3,v3,FULL,horizontal,2.847121504287163e-14,198.1051528453827,28401,58014,-2.8166705079435417e-14,0.0298012479267465,-0.003031753082304,-7.889495860256829,-1.6753959330984003e-14,2.847121504287163e-14,4.152928001488476e-15,0.029801247926729744,-0.003031753082307777,-7.8894958602568295,-3.776926688070503e-15,0.0
BY2__LC01__LIT__D33_seed_00__seed_00__v3,v3,FULL,up,1.2850831510036187e-14,179.957053899765,24868,58014,4.3021142204224816e-16,0.0375527844075819,-0.0393245961319834,-5.699738251712802,9.020562075079397e-17,1.5860192622929171e-15,1.5265566588595902e-15,0.03755278440758199,-0.03932459613199625,-5.699738251712802,-1.2850831510036187e-14,0.0
BY2__LC01__LIT__D33_seed_00__seed_00__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,1.6653345369377348e-15,0.060976864696276,-0.0564307232962306,-6.330976540216852,1.8735013540549517e-15,2.1111691608086622e-15,-1.2975731600306517e-15,0.060976864696277874,-0.05643072329623472,-6.33097654021276,-4.121702978920894e-15,4.092726157978177e-12
BY2__LC01__LIT__D33_seed_00__seed_00__v2,v2,FULL,horizontal,3.0396448852019524e-14,202.6330587863922,29265,58014,3.0194596822852304e-14,0.1577889812549871,-0.3369135012901392,2.7306938679639075,8.021361352916756e-15,3.0396448852019524e-14,-3.497202527569243e-15,0.15778898125499513,-0.33691350129013764,2.7306938679639075,1.5543122344752192e-15,0.0
BY2__LC01__LIT__D33_seed_00__seed_00__v2,v2,FULL,up,1.304512053934559e-14,257.47305846214294,39883,58014,8.919948113472742e-15,0.1459598421604724,-0.3473213561586981,0.7035112315705305,2.3037127760972e-15,9.383966400291171e-15,-2.914335439641036e-15,0.1459598421604747,-0.3473213561587111,0.7035112315705305,-1.304512053934559e-14,0.0
BY2__LC01__LIT__D33_seed_00__seed_00__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,4.163336342344337e-17,0.2213957177105667,-0.3421255034773232,-6.330976540216852,5.551115123125783e-16,6.12040337055751e-16,-6.106226635438361e-16,0.22139571771056726,-0.34212550347731885,-6.33097654021276,4.3298697960381105e-15,4.092726157978177e-12
BY2__EXT05C__LIT__D33_seed_00__seed_00__v3,v3,FULL,horizontal,2.943783111453509e-14,192.08704900741577,27260,58014,2.943478794037446e-14,0.0467288488479788,-0.0769550790582851,-14.70624190313427,-1.2052858711086856e-14,2.943783111453509e-14,-4.2327252813834093e-16,0.04672884884796675,-0.07695507905828167,-14.70624190313427,3.427813588530171e-15,0.0
BY2__EXT05C__LIT__D33_seed_00__seed_00__v3,v3,FULL,up,1.2934098236883074e-14,186.1130678653717,26052,58014,-1.0107366332778867e-14,0.026345210315915,-0.0893739575402161,-15.262121288855552,-1.6965595595053173e-15,1.0143045836467996e-14,8.500145032286355e-16,0.026345210315913303,-0.08937395754020316,-15.262121288855553,1.2934098236883074e-14,0.0
BY2__EXT05C__LIT__D33_seed_00__seed_00__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,-2.213507155346406e-15,0.0445583891118895,-0.0632431285926529,-18.045685588210915,4.579669976578771e-15,5.375726404011336e-15,-4.898859096158503e-15,0.04455838911189408,-0.06324312859265283,-18.045685588206823,6.938893903907228e-17,4.092726157978177e-12
BY2__EXT05C__LIT__D33_seed_00__seed_00__v2,v2,FULL,horizontal,2.893603953645793e-14,172.16705560684204,23378,58014,2.893518757929314e-14,0.1097705658979466,-0.2995456271422108,-14.824797880057304,-2.886579864025407e-14,2.893603953645793e-14,2.220446049250313e-16,0.10977056589791774,-0.29954562714220384,-14.824797880057304,6.938893903907228e-15,0.0
BY2__EXT05C__LIT__D33_seed_00__seed_00__v2,v2,FULL,up,1.3156142841808105e-14,183.3710720539093,25520,58014,2.4980018054066022e-15,0.1567094150053338,-0.337922247728164,-16.906599970716286,-2.3869795029440866e-15,3.7658286640778375e-15,-2.818058286724323e-15,0.15670941500533142,-0.3379222477281508,-16.906599970716286,1.3156142841808105e-14,0.0
BY2__EXT05C__LIT__D33_seed_00__seed_00__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,4.274358644806853e-15,0.2128323077367803,-0.3486781867442694,-18.045685588210915,1.0547118733938987e-15,5.11162463112392e-15,-2.8033131371785203e-15,0.21283230773678136,-0.34867818674427165,-18.045685588206823,-2.220446049250313e-15,4.092726157978177e-12
BY2__LC01__LIT__D33_seed_01__seed_01__v3,v3,FULL,horizontal,2.8372342995139513e-14,201.2150785923004,29002,58014,-2.8185787037671162e-14,0.0327411601962222,0.0189221268930399,-4.192332235005523,-2.7144952952085077e-14,2.8372342995139513e-14,-3.2482697087665713e-15,0.03274116019619505,0.01892212689303948,-4.192332235005523,-4.198030811863873e-16,0.0
BY2__LC01__LIT__D33_seed_01__seed_01__v3,v3,FULL,up,1.2233269952588444e-14,238.581034898758,35775,58014,-8.578207588705311e-15,0.0274902670879119,-0.0457210082557395,-0.2486182902684675,-4.85722573273506e-17,8.85401247729467e-15,2.192690473634684e-15,0.02749026708791185,-0.04572100825575173,-0.24861829026841065,-1.2233269952588444e-14,5.684341886080802e-14
BY2__LC01__LIT__D33_seed_01__seed_01__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,-1.214306433183765e-17,0.0524716949805051,-0.0564294117983017,-10.832602228630948,-5.141720382795256e-15,5.294389974195392e-15,5.294376048681215e-15,0.05247169498049996,-0.0564294117982986,-10.832602228626854,3.101685575046531e-15,4.092726157978177e-12
BY2__LC01__LIT__D33_seed_01__seed_01__v2,v2,FULL,horizontal,3.0439715361159886e-14,198.4710524082184,28470,58014,-2.9618668628828004e-14,0.1974696654637132,-0.3217494836580563,-3.91610788633912,1.0880185641326534e-14,3.0439715361159886e-14,-7.022160630754115e-15,0.19746966546372408,-0.32174948365805367,-3.9161078863391197,2.609024107869118e-15,0.0
BY2__LC01__LIT__D33_seed_01__seed_01__v2,v2,FULL,up,1.354472090042691e-14,185.2370572090149,25879,58014,-8.382183835919932e-15,0.1826290144117719,-0.3280185487767504,-4.645386060183938,8.298917109073045e-15,8.465992468770259e-15,1.1882855810441129e-15,0.1826290144117802,-0.32801854877676395,-4.645386060183938,-1.354472090042691e-14,0.0
BY2__LC01__LIT__D33_seed_01__seed_01__v2,v2,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,1.8735013540549517e-15,0.2223380344957522,-0.3422444146969212,-10.832602228630948,-2.6367796834847468e-15,2.884076773737834e-15,2.192690473634684e-15,0.22233803449574957,-0.34224441469692074,-10.832602228626854,4.440892098500626e-16,4.092726157978177e-12
BY2__EXT05C__LIT__D33_seed_01__seed_01__v3,v3,FULL,horizontal,2.943783111453509e-14,192.08704900741577,27260,58014,2.943478794037446e-14,0.0467288488479788,-0.0769550790582851,-14.70624190313427,-1.2052858711086856e-14,2.943783111453509e-14,-4.2327252813834093e-16,0.04672884884796675,-0.07695507905828167,-14.70624190313427,3.427813588530171e-15,0.0
BY2__EXT05C__LIT__D33_seed_01__seed_01__v3,v3,FULL,up,1.2934098236883074e-14,186.1130678653717,26052,58014,-1.0107366332778867e-14,0.026345210315915,-0.0893739575402161,-15.262121288855552,-1.6965595595053173e-15,1.0143045836467996e-14,8.500145032286355e-16,0.026345210315913303,-0.08937395754020316,-15.262121288855553,1.2934098236883074e-14,0.0
BY2__EXT05C__LIT__D33_seed_01__seed_01__v3,v3,FULL,yaw,4.092726157978177e-12,250.429170370102,38269,58014,-2.213507155346406e-15,0.0445583891118895,-0.0632431285926529,-18.045685588210915,4.579669976578771e-15,5.375726404011336e-15,-4.898859096158503e-15,0.04455838911189408,-0.06324312859265283,-18.045685588206823,6.938893903907228e-17,4.092726157978177e-12
