case_id,family,type,seed,method,config,yaw_rmse_deg,horizontal_rmse_m,up_rmse_m,yaw_p95_deg,failure_class,pre_failure_yaw,pre_failure_h,pre_failure_up,input_identity_note,source_run_dir,output_sha256
D14_seed_07,位置噪声,D14,seed_07,LC01,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__LC01__LIT__D14_seed_07__seed_07,
D14_seed_07,位置噪声,D14,seed_07,EXT05C,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__EXT05C__LIT__D14_seed_07__seed_07,
D14_seed_08,位置噪声,D14,seed_08,LC01,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__LC01__LIT__D14_seed_08__seed_08,
D14_seed_08,位置噪声,D14,seed_08,EXT05C,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__EXT05C__LIT__D14_seed_08__seed_08,
D21_seed_00,位置噪声,D21,seed_00,LC01,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__LC01__LIT__D21_seed_00__seed_00,
D21_seed_00,位置噪声,D21,seed_00,EXT05C,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__EXT05C__LIT__D21_seed_00__seed_00,
D21_seed_01,位置噪声,D21,seed_01,LC01,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,30.768427333058714,1.0766932203463924,6.394868060744083,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__LC01__LIT__D21_seed_01__seed_01,8d858c97857492ab8246c575fc136d820f8e5507c97656efb7ef322f5fd58f97
D21_seed_01,位置噪声,D21,seed_01,EXT05C,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__EXT05C__LIT__D21_seed_01__seed_01,5440196bb19bb63395024ac8f6e9743b2e09cfdc057e5c49f6e6533ad7a08f58
D21_seed_02,位置噪声,D21,seed_02,LC01,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__LC01__LIT__D21_seed_02__seed_02,
D21_seed_02,位置噪声,D21,seed_02,EXT05C,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__EXT05C__LIT__D21_seed_02__seed_02,f6730a9b67cb5c06373a2eb0bf9f3f286338c25b42f3447c9c1738c00de77c5a
D21_seed_03,位置噪声,D21,seed_03,LC01,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__LC01__LIT__D21_seed_03__seed_03,
D21_seed_03,位置噪声,D21,seed_03,EXT05C,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__EXT05C__LIT__D21_seed_03__seed_03,
D21_seed_04,位置噪声,D21,seed_04,LC01,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__LC01__LIT__D21_seed_04__seed_04,3b0010453fd24090751e191b0891c30b39227890272c22344a84e56eb0db9993
D21_seed_04,位置噪声,D21,seed_04,EXT05C,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__EXT05C__LIT__D21_seed_04__seed_04,9b72998cd9e4a38d3838720a6d2f51245ffd15ba561a9de848fbbc2a82b858a2
D21_seed_05,位置噪声,D21,seed_05,LC01,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__LC01__LIT__D21_seed_05__seed_05,
D21_seed_05,位置噪声,D21,seed_05,EXT05C,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__EXT05C__LIT__D21_seed_05__seed_05,
D21_seed_06,位置噪声,D21,seed_06,LC01,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__LC01__LIT__D21_seed_06__seed_06,ef9aacdbd59fcb3803f0b1896c9590ef881c4be9501c9a7757c009db0643f77b
D21_seed_06,位置噪声,D21,seed_06,EXT05C,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__EXT05C__LIT__D21_seed_06__seed_06,7c6e99d774f7b773a549b65cda5214601147484d10ab1c34bf0dcae5c8803c85
D21_seed_07,位置噪声,D21,seed_07,LC01,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__LC01__LIT__D21_seed_07__seed_07,
D21_seed_07,位置噪声,D21,seed_07,EXT05C,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__EXT05C__LIT__D21_seed_07__seed_07,
D21_seed_08,位置噪声,D21,seed_08,LC01,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__LC01__LIT__D21_seed_08__seed_08,
D21_seed_08,位置噪声,D21,seed_08,EXT05C,LIT,,,,,ALGORITHM_FAILURE_DIVERGED,,,,；失败前截断指标标 PRE_FAILURE，不并入有限样本分布,$HX03/RUNS/BY2__EXT05C__LIT__D21_seed_08__seed_08,e37809d703b889bed065888fa0050ab92512bb6cffa2d1b32e7f8c4e0743445d
D16_seed_00,位置偏差,D16,seed_00,LC01,LIT,2.994826737175135,1.495484399481311,0.4662591021778794,4.9681485662973985,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D16_seed_00__seed_00,bae77e30f8685c2cc1cc69b485e3ff54663f8eedc33c24709ab2690b7fa48ef4
D16_seed_00,位置偏差,D16,seed_00,EXT05C,LIT,12.048717822255133,1.4977387677501015,0.46565717395913914,16.868992255077075,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D16_seed_00__seed_00,5d0d7d18d1599b0e9173d1c580bd90c06ec560d2e5cd3752b2603d2d82a58c54
D16_seed_01,位置偏差,D16,seed_01,LC01,LIT,2.994826764174677,1.4861514011881038,0.5364195713428282,4.9681406159462025,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D16_seed_01__seed_01,18fa8a7a285fb1648dad13d0af407cb08c25c49452b2a4a0356045bcf7c9d1ec
D16_seed_01,位置偏差,D16,seed_01,EXT05C,LIT,12.048340415336012,1.4846737010120459,0.5380994104617665,16.869000138048982,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D16_seed_01__seed_01,1191992fd6e5e7d0896e936ad3f4d876dd20d09cd9b1797f2525f7b3302a6186
D16_seed_02,位置偏差,D16,seed_02,LC01,LIT,2.9948277150157945,1.4957396017966897,0.46625200564125574,4.968138735801506,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D16_seed_02__seed_02,e0668112286ceab3614e6711ddad90bd28d75a32a7886dfbbc17839a63690fe2
D16_seed_02,位置偏差,D16,seed_02,EXT05C,LIT,12.04846415369014,1.490461226236816,0.4656500788437538,16.868655190627955,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D16_seed_02__seed_02,6dd4e451f6805a5beb4dfcd4e3cede16f8b9f470e9bb9bc1cef193ff7b9fc66e
D16_seed_03,位置偏差,D16,seed_03,LC01,LIT,2.994826781907253,1.515974086073942,0.5364028681979092,4.9681368896164,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D16_seed_03__seed_03,18d2e7b1313e8758d0689a5283ffed4a6d0f6e5e4fe95199834e49487d96587e
D16_seed_03,位置偏差,D16,seed_03,EXT05C,LIT,12.048238688353067,1.514053880271892,0.5380826358813867,16.867648537398424,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D16_seed_03__seed_03,d7300af27a62b890fcd2ac92350f9b7786c54a1e408deb4e2fa9427422ec09bc
D16_seed_04,位置偏差,D16,seed_04,LC01,LIT,2.9948291279280137,1.509947518097411,0.46626186499971944,4.968159841853011,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D16_seed_04__seed_04,c21e18ef0aa07d1babe1646605cccd5c1e825a2bcd8007626994f72819da1045
D16_seed_04,位置偏差,D16,seed_04,EXT05C,LIT,12.048351095499086,1.5063127771685174,0.46565987970568445,16.868453656949054,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D16_seed_04__seed_04,2ebb5122c9858a1239e44c1adb8c23d048cad200659f636df1db9d261ffb31cb
D16_seed_05,位置偏差,D16,seed_05,LC01,LIT,2.9948274017300216,1.5094692192709214,0.4662614847553874,4.968144399851392,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D16_seed_05__seed_05,bc6adefd573a9f1bca3754c3f1345bc75eb80225e5645ad81f9b1d4ad195117e
D16_seed_05,位置偏差,D16,seed_05,EXT05C,LIT,12.048596038289036,1.5057313795691738,0.46565950245674514,16.869150106799406,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D16_seed_05__seed_05,ca208d94a551ea8d9761b2aba1a55900f1b8a3737cfc8c2c2662d53301ad2f9a
D16_seed_06,位置偏差,D16,seed_06,LC01,LIT,2.9948276019696927,1.509963292603481,0.5364080441829047,4.968140673421879,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D16_seed_06__seed_06,d83499496926825b6624085c02b19c27631ec022274c1b03d97d03eab95a9330
D16_seed_06,位置偏差,D16,seed_06,EXT05C,LIT,12.048668701586603,1.506332470275644,0.538087823590283,16.86808022453716,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D16_seed_06__seed_06,f9a15e25a39bc8be06105e12b6873d6260d7bbe0e915975d333ece192c5f72d4
D16_seed_07,位置偏差,D16,seed_07,LC01,LIT,2.994826456196064,1.5013585576855286,0.5364061240909802,4.968141908181548,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D16_seed_07__seed_07,7c318a20b7d60b0f65057265fd7723be85318f3c3b3eecb080924e9c04ad0a5e
D16_seed_07,位置偏差,D16,seed_07,EXT05C,LIT,12.048238559497664,1.5046823196384387,0.5380859372977697,16.868797005560555,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D16_seed_07__seed_07,03543b2f7235f79a428fbf588ce7d4e0c5bb11b07c1cc174e67bb6b8a2f66bb8
D16_seed_08,位置偏差,D16,seed_08,LC01,LIT,2.9948279200273573,1.5120756484717393,0.5363992343798,4.968143104138369,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D16_seed_08__seed_08,21e18c3eba441d98a3e8f0d04572d5ea66e6f465d84e540afedf50ee867d4648
D16_seed_08,位置偏差,D16,seed_08,EXT05C,LIT,12.04957587683025,1.5160694255438953,0.5380790191113962,16.86963175435484,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D16_seed_08__seed_08,ac8b5b78b73630aa862a04bea575e5cf24d4ed9b8d7c4e8f70d5558b40530957
D18_seed_00,位置偏差,D18,seed_00,LC01,LIT,2.9948346776648904,1.725045797320148,0.5469760668254283,4.968153739297546,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D18_seed_00__seed_00,4af229c74b2574ee1467f51d75e5cfc7b0979ac5f62416740f49858180ca19bc
D18_seed_00,位置偏差,D18,seed_00,EXT05C,LIT,12.097463068021948,1.7288407819196048,0.5476512329764547,16.916956918077783,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D18_seed_00__seed_00,b223f3af6f8d49cc695558343ad839d07e8e1a98b2116c97a4ee104681e7627c
D18_seed_01,位置偏差,D18,seed_01,LC01,LIT,2.9948354656601337,1.705227449093224,0.6097911548902023,4.968138374339153,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D18_seed_01__seed_01,5ea65ff8295fd7b6d2801a21a5a28789ddef1c4499adcf76d8eac31d227eda9b
D18_seed_01,位置偏差,D18,seed_01,EXT05C,LIT,12.137424786604349,1.711727948901784,0.6102049909531632,16.956754113614007,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D18_seed_01__seed_01,3a5caa3a2cd0c5c961aaf3e2994f53db0a8cc17c18c4efd4da601754540294fe
D18_seed_02,位置偏差,D18,seed_02,LC01,LIT,2.994825846726363,1.715853211840258,0.546958930391242,4.968133602721786,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D18_seed_02__seed_02,8265cc9f776ce8502027f34a694f517ae70edbb2429d6aa95f88286c1f1f0275
D18_seed_02,位置偏差,D18,seed_02,EXT05C,LIT,12.07765552409568,1.7168507416952135,0.5476340842299537,16.898397773844763,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D18_seed_02__seed_02,be789269548bb19cba1fcf4113bf811cfca32384b115399d091e53c3ebfd12de
D18_seed_03,位置偏差,D18,seed_03,LC01,LIT,2.9948201456177412,1.7526676331400424,0.6097842579853396,4.968143613221851,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D18_seed_03__seed_03,3ad0f916ca1c5164b932b178ffe53b5d5a9131c4f3fe061a809fba79a3ff9e40
D18_seed_03,位置偏差,D18,seed_03,EXT05C,LIT,11.976199329726821,1.7462319670561575,0.6101983301081527,16.799091044110952,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D18_seed_03__seed_03,78170f50ff7c1a2e29a73098521e6edbd245888072ebdb98907a1c261028fd17
D18_seed_04,位置偏差,D18,seed_04,LC01,LIT,2.9948235289479617,1.7408230142855081,0.5469662066853707,4.968157986975293,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D18_seed_04__seed_04,a5c9bcffa224ee197e0cd5f57109453790828192875a4a93f42ea18700e7b426
D18_seed_04,位置偏差,D18,seed_04,EXT05C,LIT,12.005815573353372,1.7363289542580242,0.5476411764617738,16.82805541719971,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D18_seed_04__seed_04,5a338160d3bff35a6a3d9ec5ab34bf066ba5436b646b1dcd98679e626c75a135
D18_seed_05,位置偏差,D18,seed_05,LC01,LIT,2.9948201759357667,1.7399233501646794,0.5469658511202213,4.968134480336374,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D18_seed_05__seed_05,f80ff5f1782dd509ab598ae71ed8b01722a68f6872197ec1f698b4ad7562f3a2
D18_seed_05,位置偏差,D18,seed_05,EXT05C,LIT,12.007511568995266,1.7355957253922916,0.5476408244340427,16.829983408886115,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D18_seed_05__seed_05,de392727161a90e9ea21fdf137532652e63a5554901cd9a0872d44a45afcc8fe
D18_seed_06,位置偏差,D18,seed_06,LC01,LIT,2.9948223590532903,1.7408480147346663,0.6097897789094432,4.968135685220474,NONE,,,,,$HX03/RUNS/BY2__LC01__LIT__D18_seed_06__seed_06,07e26a817c585607a0be882b7a6e2e10dd4e1b58c22a42644e5feeba05a4ca46
D18_seed_06,位置偏差,D18,seed_06,EXT05C,LIT,12.00361799017601,1.7363489647948698,0.6102038152399432,16.82529576900842,NONE,,,,,$HX03/RUNS/BY2__EXT05C__LIT__D18_seed_06__seed_06,088e094a423eb3e630d017115a2504e8a045a3c430e6ba1c3a84ba44fc813504
