level,group,method,method_label,metric,registered_n,failure_n,finite_n,median,p95,max
family,速度噪声,LC01,LC01,yaw_rmse_deg,9,0,9,2.9948274600591076,2.9948274600591076,2.9948274600591076
family,速度噪声,LC01,LC01,horizontal_rmse_m,9,0,9,0.0975479714305497,0.0975479714305497,0.0975479714305497
family,速度噪声,LC01,LC01,up_rmse_m,9,0,9,0.05066431825806066,0.05066431825806066,0.05066431825806066
family,速度噪声,EXT05C,EXT05C,yaw_rmse_deg,9,0,9,12.048641737808111,12.048641737808111,12.048641737808111
family,速度噪声,EXT05C,EXT05C,horizontal_rmse_m,9,0,9,0.0877508129138417,0.0877508129138417,0.0877508129138417
family,速度噪声,EXT05C,EXT05C,up_rmse_m,9,0,9,0.05646995229568549,0.05646995229568549,0.05646995229568549
family,速度中断,LC01,LC01,yaw_rmse_deg,18,8,10,2.9948274600591076,2.996988415686286,2.9987564702903406
family,速度中断,LC01,LC01,horizontal_rmse_m,18,8,10,0.0975479714305497,0.27603057408317144,0.42206179443531716
family,速度中断,LC01,LC01,up_rmse_m,18,8,10,0.05066431825806066,0.6793379085851674,1.1937072097618933
family,速度中断,EXT05C,EXT05C,yaw_rmse_deg,18,8,10,12.048641737808111,12.048641737808111,12.048641737808111
family,速度中断,EXT05C,EXT05C,horizontal_rmse_m,18,8,10,0.0877508129138417,0.16121784923719654,0.22132724259266895
family,速度中断,EXT05C,EXT05C,up_rmse_m,18,8,10,0.05646995229568549,0.7122434172764776,1.2487853431698552
family,航向噪声,LC01,LC01,yaw_rmse_deg,27,0,27,3.2589641707615926,4.017470107158446,4.534852912378933
family,航向噪声,LC01,LC01,horizontal_rmse_m,27,0,27,0.09828279428846022,0.09976145935501897,0.10005595454096475
family,航向噪声,LC01,LC01,up_rmse_m,27,0,27,0.050670335158112804,0.05068204302107804,0.050684241743219484
family,航向噪声,EXT05C,EXT05C,yaw_rmse_deg,27,0,27,12.048641737808111,12.048641737808111,12.048641737808111
family,航向噪声,EXT05C,EXT05C,horizontal_rmse_m,27,0,27,0.0877508129138417,0.0877508129138417,0.0877508129138417
family,航向噪声,EXT05C,EXT05C,up_rmse_m,27,0,27,0.05646995229568549,0.05646995229568549,0.05646995229568549
family,航向中断,LC01,LC01,yaw_rmse_deg,18,18,0,,,
family,航向中断,LC01,LC01,horizontal_rmse_m,18,18,0,,,
family,航向中断,LC01,LC01,up_rmse_m,18,18,0,,,
family,航向中断,EXT05C,EXT05C,yaw_rmse_deg,18,9,9,12.048641737808111,12.048641737808111,12.048641737808111
family,航向中断,EXT05C,EXT05C,horizontal_rmse_m,18,9,9,0.0877508129138417,0.0877508129138417,0.0877508129138417
family,航向中断,EXT05C,EXT05C,up_rmse_m,18,9,9,0.05646995229568549,0.05646995229568549,0.05646995229568549
family,多普勒,LC01,LC01,yaw_rmse_deg,27,0,27,2.9948274600591076,2.9948274600591076,2.9948274600591076
family,多普勒,LC01,LC01,horizontal_rmse_m,27,0,27,0.0975479714305497,0.0975479714305497,0.0975479714305497
family,多普勒,LC01,LC01,up_rmse_m,27,0,27,0.05066431825806066,0.05066431825806066,0.05066431825806066
family,多普勒,EXT05C,EXT05C,yaw_rmse_deg,27,0,27,12.048641737808111,12.048641737808111,12.048641737808111
family,多普勒,EXT05C,EXT05C,horizontal_rmse_m,27,0,27,0.0877508129138417,0.0877508129138417,0.0877508129138417
family,多普勒,EXT05C,EXT05C,up_rmse_m,27,0,27,0.05646995229568549,0.05646995229568549,0.05646995229568549
family,时间戳,LC01,LC01,yaw_rmse_deg,9,0,9,2.980585070394497,3.076627795415496,3.0910828817591693
family,时间戳,LC01,LC01,horizontal_rmse_m,9,0,9,0.16674239425009407,0.30521013152996473,0.3160084915401855
family,时间戳,LC01,LC01,up_rmse_m,9,0,9,0.05034603621967664,0.05054645175798957,0.05055438660993183
family,时间戳,EXT05C,EXT05C,yaw_rmse_deg,9,0,9,19.361007658493254,60.63936678910384,60.965863842426394
family,时间戳,EXT05C,EXT05C,horizontal_rmse_m,9,0,9,0.16745515579697612,0.22595137643857408,0.23200337854915049
family,时间戳,EXT05C,EXT05C,up_rmse_m,9,0,9,0.055879423463176404,0.056163002850055974,0.05620397762332287
family,A2,LC01,LC01,yaw_rmse_deg,18,17,1,2.9987564702903406,2.9987564702903406,2.9987564702903406
family,A2,LC01,LC01,horizontal_rmse_m,18,17,1,0.42206179443531716,0.42206179443531716,0.42206179443531716
family,A2,LC01,LC01,up_rmse_m,18,17,1,1.1937072097618933,1.1937072097618933,1.1937072097618933
family,A2,EXT05C,EXT05C,yaw_rmse_deg,18,17,1,11.625496291544621,11.625496291544621,11.625496291544621
family,A2,EXT05C,EXT05C,horizontal_rmse_m,18,17,1,0.22132724259266895,0.22132724259266895,0.22132724259266895
family,A2,EXT05C,EXT05C,up_rmse_m,18,17,1,1.2487853431698552,1.2487853431698552,1.2487853431698552
family,A2,LC01-BR,改动过的 LC01,yaw_rmse_deg,18,18,0,,,
family,A2,LC01-BR,改动过的 LC01,horizontal_rmse_m,18,18,0,,,
family,A2,LC01-BR,改动过的 LC01,up_rmse_m,18,18,0,,,
family,A1等价报告,LC01,LC01,yaw_rmse_deg,18,17,1,2.9987564702903406,2.9987564702903406,2.9987564702903406
family,A1等价报告,LC01,LC01,horizontal_rmse_m,18,17,1,0.42206179443531716,0.42206179443531716,0.42206179443531716
family,A1等价报告,LC01,LC01,up_rmse_m,18,17,1,1.1937072097618933,1.1937072097618933,1.1937072097618933
