level,group,method,method_label,metric,reference_method,registered_n,paired_n,difference_median,difference_p95,difference_definition,source
type,D62,LC01-BR,改动过的 LC01,up_rmse_m,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D61,LC01,LC01,yaw_rmse_deg,F04,18,1,1.023970666410177,1.023970666410177,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D61,LC01,LC01,yaw_rmse_deg,F02,18,1,0.6757531622058184,0.6757531622058184,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D61,LC01,LC01,yaw_rmse_deg,F03,18,1,0.9913934705709186,0.9913934705709186,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D61,LC01,LC01,yaw_rmse_deg,A04,18,1,1.0248454446994448,1.0248454446994448,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D61,LC01,LC01,horizontal_rmse_m,F04,18,1,-1.832674616790931,-1.832674616790931,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D61,LC01,LC01,horizontal_rmse_m,F02,18,1,-1.9680458139917978,-1.9680458139917978,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D61,LC01,LC01,horizontal_rmse_m,F03,18,1,-1.8033275528679449,-1.8033275528679449,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D61,LC01,LC01,horizontal_rmse_m,A04,18,1,-1.7229551181790035,-1.7229551181790035,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D61,LC01,LC01,up_rmse_m,F04,18,1,0.8369095303443019,0.8369095303443019,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D61,LC01,LC01,up_rmse_m,F02,18,1,0.8299134132298995,0.8299134132298995,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D61,LC01,LC01,up_rmse_m,F03,18,1,0.8316290078915793,0.8316290078915793,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D61,LC01,LC01,up_rmse_m,A04,18,1,0.829539980724278,0.829539980724278,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
family,位置噪声,LC01,LC01,yaw_rmse_deg,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,LC01,LC01,yaw_rmse_deg,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,LC01,LC01,yaw_rmse_deg,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,LC01,LC01,yaw_rmse_deg,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,LC01,LC01,horizontal_rmse_m,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,LC01,LC01,horizontal_rmse_m,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,LC01,LC01,horizontal_rmse_m,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,LC01,LC01,horizontal_rmse_m,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,LC01,LC01,up_rmse_m,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,LC01,LC01,up_rmse_m,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,LC01,LC01,up_rmse_m,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,LC01,LC01,up_rmse_m,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,EXT05C,EXT05C,yaw_rmse_deg,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,EXT05C,EXT05C,yaw_rmse_deg,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,EXT05C,EXT05C,yaw_rmse_deg,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,EXT05C,EXT05C,yaw_rmse_deg,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,EXT05C,EXT05C,horizontal_rmse_m,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,EXT05C,EXT05C,horizontal_rmse_m,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,EXT05C,EXT05C,horizontal_rmse_m,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,EXT05C,EXT05C,horizontal_rmse_m,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,EXT05C,EXT05C,up_rmse_m,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,EXT05C,EXT05C,up_rmse_m,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,EXT05C,EXT05C,up_rmse_m,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置噪声,EXT05C,EXT05C,up_rmse_m,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,LC01,LC01,yaw_rmse_deg,F04,18,18,1.1085553018221175,1.1086546969242115,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,LC01,LC01,yaw_rmse_deg,F02,18,18,0.7628749254260312,0.76288183495139,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,LC01,LC01,yaw_rmse_deg,F03,18,18,1.0792360126558287,1.0793360599776702,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,LC01,LC01,yaw_rmse_deg,A04,18,18,1.108826327780283,1.1089524229446843,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,LC01,LC01,horizontal_rmse_m,F04,18,18,-0.00334169780376814,0.008262870331849493,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,LC01,LC01,horizontal_rmse_m,F02,18,18,-0.012381269085670277,0.018350621139733236,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,LC01,LC01,horizontal_rmse_m,F03,18,18,-0.0072983415310063915,0.013204630428645135,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,LC01,LC01,horizontal_rmse_m,A04,18,18,-0.0016960723659514843,0.006627525227218755,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,LC01,LC01,up_rmse_m,F04,18,18,0.017503095991208806,0.01896868139036346,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,LC01,LC01,up_rmse_m,F02,18,18,0.01980067149166742,0.021708395248702828,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,LC01,LC01,up_rmse_m,F03,18,18,0.02036717439531699,0.02258384402247516,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,LC01,LC01,up_rmse_m,A04,18,18,0.0169894689846648,0.018348248725993638,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,EXT05C,EXT05C,yaw_rmse_deg,F04,18,18,10.162135965027726,10.217190633255619,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,EXT05C,EXT05C,yaw_rmse_deg,F02,18,18,9.816455681345579,9.871504364896522,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,EXT05C,EXT05C,yaw_rmse_deg,F03,18,18,10.13281678907802,10.187898425212783,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,EXT05C,EXT05C,yaw_rmse_deg,A04,18,18,10.162406979267939,10.217470045859072,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,EXT05C,EXT05C,horizontal_rmse_m,F04,18,18,-0.005078380716291631,0.012190035092330163,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,EXT05C,EXT05C,horizontal_rmse_m,F02,18,18,-0.014521691938129466,0.020844394754819393,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,EXT05C,EXT05C,horizontal_rmse_m,F03,18,18,-0.00928385427813494,0.01638918452095672,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,EXT05C,EXT05C,horizontal_rmse_m,A04,18,18,-0.0034159146929411133,0.01017427403328933,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,EXT05C,EXT05C,up_rmse_m,F04,18,18,0.0191829074458586,0.019382748144329574,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,EXT05C,EXT05C,up_rmse_m,F02,18,18,0.021480496229329016,0.022122401146043254,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,EXT05C,EXT05C,up_rmse_m,F03,18,18,0.022047000558180818,0.022997910776441272,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置偏差,EXT05C,EXT05C,up_rmse_m,A04,18,18,0.018669276865058648,0.01876231547995975,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,LC01,LC01,yaw_rmse_deg,F04,18,1,1.1131219815991862,1.1131219815991862,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,LC01,LC01,yaw_rmse_deg,F02,18,1,0.7664697478170881,0.7664697478170881,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,LC01,LC01,yaw_rmse_deg,F03,18,1,1.0838640765118448,1.0838640765118448,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,LC01,LC01,yaw_rmse_deg,A04,18,1,1.1133774453131624,1.1133774453131624,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,LC01,LC01,horizontal_rmse_m,F04,18,1,0.3223250874360693,0.3223250874360693,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,LC01,LC01,horizontal_rmse_m,F02,18,1,-1.9647841214395771,-1.9647841214395771,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,LC01,LC01,horizontal_rmse_m,F03,18,1,0.32137836659616204,0.32137836659616204,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,LC01,LC01,horizontal_rmse_m,A04,18,1,0.3214586350691343,0.3214586350691343,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,LC01,LC01,up_rmse_m,F04,18,1,1.1440052688108564,1.1440052688108564,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,LC01,LC01,up_rmse_m,F02,18,1,0.8297826620974198,0.8297826620974198,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,LC01,LC01,up_rmse_m,F03,18,1,1.1457681279225422,1.1457681279225422,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,LC01,LC01,up_rmse_m,A04,18,1,1.1430600619194418,1.1430600619194418,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,EXT05C,EXT05C,yaw_rmse_deg,F04,18,1,9.739861802853467,9.739861802853467,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,EXT05C,EXT05C,yaw_rmse_deg,F02,18,1,9.393209569071368,9.393209569071368,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,EXT05C,EXT05C,yaw_rmse_deg,F03,18,1,9.710603897766125,9.710603897766125,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,EXT05C,EXT05C,yaw_rmse_deg,A04,18,1,9.740117266567443,9.740117266567443,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,EXT05C,EXT05C,horizontal_rmse_m,F04,18,1,0.1215905355934211,0.1215905355934211,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,EXT05C,EXT05C,horizontal_rmse_m,F02,18,1,-2.165518673282225,-2.165518673282225,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,EXT05C,EXT05C,horizontal_rmse_m,F03,18,1,0.12064381475351385,0.12064381475351385,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,EXT05C,EXT05C,horizontal_rmse_m,A04,18,1,0.12072408322648612,0.12072408322648612,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,EXT05C,EXT05C,up_rmse_m,F04,18,1,1.1990834022188184,1.1990834022188184,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,EXT05C,EXT05C,up_rmse_m,F02,18,1,0.8848607955053818,0.8848607955053818,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,EXT05C,EXT05C,up_rmse_m,F03,18,1,1.2008462613305042,1.2008462613305042,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,位置中断,EXT05C,EXT05C,up_rmse_m,A04,18,1,1.1981381953274037,1.1981381953274037,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,LC01,LC01,yaw_rmse_deg,F04,9,9,1.1210162887297224,1.1386318024581108,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,LC01,LC01,yaw_rmse_deg,F02,9,9,0.7628752042510945,0.7628752042510945,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,LC01,LC01,yaw_rmse_deg,F03,9,9,1.0731020600092922,1.1095755319307499,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,LC01,LC01,yaw_rmse_deg,A04,9,9,1.1026153794937257,1.1387701695022607,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,LC01,LC01,horizontal_rmse_m,F04,9,9,-0.006400274192919456,-0.005070712669123973,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,LC01,LC01,horizontal_rmse_m,F02,9,9,-0.004373901918778067,-0.004373901918778067,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,LC01,LC01,horizontal_rmse_m,F03,9,9,-0.017110742072272936,-0.014158829724961998,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,LC01,LC01,horizontal_rmse_m,A04,9,9,-0.00977646423666248,-0.007142558800006405,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,LC01,LC01,up_rmse_m,F04,9,9,-0.0028080400447803924,-0.0014500127108080883,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,LC01,LC01,up_rmse_m,F02,9,9,0.0025958961248767898,0.0025958961248767898,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,LC01,LC01,up_rmse_m,F03,9,9,-0.008054352394838968,-0.006358696533382053,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,LC01,LC01,up_rmse_m,A04,9,9,-0.009174877243059043,-0.007586912732888701,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,10.174830566478725,10.192446080207114,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,9.816689482000099,9.816689482000099,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,10.126916337758296,10.163389809679753,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.156429657242729,10.192584447251265,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.016197432709627466,-0.014867871185831983,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.014171060435486077,-0.014171060435486077,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.026907900588980946,-0.023955988241670008,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,-0.01957362275337049,-0.016939717316714415,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.0029975939928444315,0.004355621326816736,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.008401530162501614,0.008401530162501614,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,EXT05C,EXT05C,up_rmse_m,F03,9,9,-0.002248718357214144,-0.0005530624957572298,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度噪声,EXT05C,EXT05C,up_rmse_m,A04,9,9,-0.003369243205434219,-0.0017812786952638771,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,LC01,LC01,yaw_rmse_deg,F04,18,10,1.1102745268576921,1.114130863281615,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,LC01,LC01,yaw_rmse_deg,F02,18,10,0.7628752042510945,0.764852203212391,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,LC01,LC01,yaw_rmse_deg,F03,18,10,1.0808790095549785,1.0844677288850604,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,LC01,LC01,yaw_rmse_deg,A04,18,10,1.110581046993315,1.1143677583481928,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,LC01,LC01,horizontal_rmse_m,F04,18,10,-0.0004517799560572744,0.17075142018285605,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,LC01,LC01,horizontal_rmse_m,F02,18,10,-0.004373901918778067,-0.004373901918778067,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,LC01,LC01,horizontal_rmse_m,F03,18,10,-0.002554592498448832,-0.0023445637865775575,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,LC01,LC01,horizontal_rmse_m,A04,18,10,0.0005671526514481745,0.1696651163148056,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,LC01,LC01,up_rmse_m,F04,18,10,0.0016117578841183602,0.6225357762462116,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,LC01,LC01,up_rmse_m,F02,18,10,0.0025958961248767898,0.45754861740977454,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,LC01,LC01,up_rmse_m,F03,18,10,0.0027702859866486594,0.45858461763495484,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,LC01,LC01,up_rmse_m,A04,18,10,0.0005652799903023698,0.6226078811054477,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,EXT05C,EXT05C,yaw_rmse_deg,F04,18,10,10.163722657016404,10.166850550838365,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,EXT05C,EXT05C,yaw_rmse_deg,F02,18,10,9.816689482000099,9.816689482000099,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,EXT05C,EXT05C,yaw_rmse_deg,F03,18,10,10.134285546699614,10.137606309160219,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,EXT05C,EXT05C,yaw_rmse_deg,A04,18,10,10.164014345352896,10.167221656606717,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,EXT05C,EXT05C,horizontal_rmse_m,F04,18,10,-0.010248938472765284,0.055938695336881145,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,EXT05C,EXT05C,horizontal_rmse_m,F02,18,10,-0.014171060435486077,-0.014171060435486077,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,EXT05C,EXT05C,horizontal_rmse_m,F03,18,10,-0.012351751015156842,-0.012141722303285567,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,EXT05C,EXT05C,horizontal_rmse_m,A04,18,10,-0.009230005865259835,0.05485239146883067,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,EXT05C,EXT05C,up_rmse_m,F04,18,10,0.007417391921743184,0.6554412849375217,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,EXT05C,EXT05C,up_rmse_m,F02,18,10,0.008401530162501614,0.49045412610108474,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,EXT05C,EXT05C,up_rmse_m,F03,18,10,0.008575920024273483,0.4914901263262651,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,速度中断,EXT05C,EXT05C,up_rmse_m,A04,18,10,0.006370914027927194,0.6555133897967579,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,LC01,LC01,yaw_rmse_deg,F04,27,27,1.3523738711181594,1.9246735590445856,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,LC01,LC01,yaw_rmse_deg,F02,27,27,1.0203879369629782,1.5902303248573584,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,LC01,LC01,yaw_rmse_deg,F03,27,27,1.3230785850707307,1.8774356236944088,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,LC01,LC01,yaw_rmse_deg,A04,27,27,1.3522505197484458,1.9266306124252301,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,LC01,LC01,horizontal_rmse_m,F04,27,27,0.0003352338009396383,0.0023605069723209716,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,LC01,LC01,horizontal_rmse_m,F02,27,27,-0.0037875167106124624,-0.002325307834830849,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,LC01,LC01,horizontal_rmse_m,F03,27,27,-0.0016899478452260391,0.000365024720097398,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,LC01,LC01,horizontal_rmse_m,A04,27,27,0.0012979718099227766,0.003303567637562453,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,LC01,LC01,up_rmse_m,F04,27,27,0.0016747241306507218,0.0016900599991419394,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,LC01,LC01,up_rmse_m,F02,27,27,0.002603993754578357,0.002617177480886595,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,LC01,LC01,up_rmse_m,F03,27,27,0.00279917704456787,0.0028142344794216028,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,LC01,LC01,up_rmse_m,A04,27,27,0.0006520505704640384,0.0006676396076059563,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,EXT05C,EXT05C,yaw_rmse_deg,F04,27,27,10.100697794926528,10.205760962757704,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,EXT05C,EXT05C,yaw_rmse_deg,F02,27,27,9.783051276817112,9.962930315905982,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,EXT05C,EXT05C,yaw_rmse_deg,F03,27,27,10.07380808930854,10.176443350793518,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
family,航向噪声,EXT05C,EXT05C,yaw_rmse_deg,A04,27,27,10.100315055699829,10.207564246765674,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
