row_type,quantity,native_leg_index,leg,finite_count,total_count,finite_rate,minimum,p01,p05,p25,p50,p75,p95,p99,maximum,mean,std,bin_index,bin_left,bin_right,bin_count,force_contact_state,data_status,terminal_status,complete_record_count,timestamped_record_starts
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,3,0.20627032475501678,0.2750270996733557,7,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,4,0.2750270996733557,0.3437838745916946,8,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,5,0.3437838745916946,0.41254064951003355,68,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,6,0.41254064951003355,0.4812974244283725,385,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,7,0.4812974244283725,0.5500541993467114,737,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,8,0.5500541993467114,0.6188109742650503,525,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,9,0.6188109742650503,0.6875677491833893,335,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,10,0.6875677491833893,0.7563245241017282,376,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,11,0.7563245241017282,0.8250812990200671,474,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,12,0.8250812990200671,0.893838073938406,695,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,13,0.893838073938406,0.962594848856745,1199,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,14,0.962594848856745,1.031351623775084,2110,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,15,1.031351623775084,1.1001083986934228,3589,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,16,1.1001083986934228,1.1688651736117617,4872,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,17,1.1688651736117617,1.2376219485301005,4455,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,18,1.2376219485301005,1.3063787234484396,3344,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,19,1.3063787234484396,1.3751354983667785,2167,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,20,1.3751354983667785,1.4438922732851174,1068,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,21,1.4438922732851174,1.5126490482034565,626,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,22,1.5126490482034565,1.5814058231217953,504,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,23,1.5814058231217953,1.6501625980401342,309,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,24,1.6501625980401342,1.718919372958473,232,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,25,1.718919372958473,1.787676147876812,128,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,26,1.787676147876812,1.856432922795151,118,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,27,1.856432922795151,1.92518969771349,131,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,28,1.92518969771349,1.9939464726318288,75,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,29,1.9939464726318288,2.062703247550168,44,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,30,2.062703247550168,2.1314600224685067,19,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,31,2.1314600224685067,2.2002167973868456,8,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
quantiles,foot_speed_body_norm,0,FR,30208,30208,1.0,0.003304355427068141,0.6341636819727284,0.8351102495960441,1.3204885146593142,1.8134439656868682,2.256444677642935,2.504595343011725,2.606642260582046,2.9172784624440107,1.7677731268873893,0.5398452714238878,,,,,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,0,0.003304355427068141,0.09436604627134759,79,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,1,0.09436604627134759,0.18542773711562704,21,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,2,0.18542773711562704,0.2764894279599065,1,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,3,0.2764894279599065,0.36755111880418595,1,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,4,0.36755111880418595,0.4586128096484654,12,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,5,0.4586128096484654,0.5496745004927449,52,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,6,0.5496745004927449,0.6407361913370244,161,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,7,0.6407361913370244,0.7317978821813038,560,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,8,0.7317978821813038,0.8228595730255832,550,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,9,0.8228595730255832,0.9139212638698627,397,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,10,0.9139212638698627,1.0049829547141422,373,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,11,1.0049829547141422,1.0960446455584216,672,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,12,1.0960446455584216,1.187106336402701,1661,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,13,1.187106336402701,1.2781680272469806,2012,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,14,1.2781680272469806,1.36922971809126,2172,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,15,1.36922971809126,1.4602914089355394,1934,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,16,1.4602914089355394,1.5513530997798188,1453,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,17,1.5513530997798188,1.6424147906240982,1126,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,18,1.6424147906240982,1.7334764814683778,1033,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,19,1.7334764814683778,1.8245381723126572,952,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,20,1.8245381723126572,1.9155998631569366,1150,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,21,1.9155998631569366,2.0066615540012163,1254,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,22,2.0066615540012163,2.0977232448454957,1453,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,23,2.0977232448454957,2.188784935689775,1905,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,24,2.188784935689775,2.2798466265340545,2246,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,25,2.2798466265340545,2.370908317378334,2345,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,26,2.370908317378334,2.4619700082226132,2221,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,27,2.4619700082226132,2.553031699066893,1632,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,28,2.553031699066893,2.6440933899111725,649,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,29,2.6440933899111725,2.735155080755452,119,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,30,2.735155080755452,2.8262167715997313,11,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,0,FR,,,,,,,,,,,,,,,31,2.8262167715997313,2.9172784624440107,1,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
quantiles,foot_speed_body_norm,1,FL,34710,34710,1.0,0.0,0.0068296932461572295,0.0141803712514252,1.0025548599524872,1.162175131231086,1.2571094941025807,1.487982203497653,1.7668506268312236,2.456340851469508,1.0183080240860092,0.44094688343434013,,,,,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,0,0.0,0.07676065160842213,4346,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,1,0.07676065160842213,0.15352130321684426,57,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,2,0.15352130321684426,0.2302819548252664,10,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,3,0.2302819548252664,0.3070426064336885,9,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,4,0.3070426064336885,0.3838032580421107,45,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,5,0.3838032580421107,0.4605639096505328,208,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,6,0.4605639096505328,0.5373245612589549,743,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,7,0.5373245612589549,0.614085212867377,612,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,8,0.614085212867377,0.6908458644757992,332,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,9,0.6908458644757992,0.7676065160842214,272,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,10,0.7676065160842214,0.8443671676926434,348,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,11,0.8443671676926434,0.9211278193010656,450,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,12,0.9211278193010656,0.9978884709094877,1126,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,13,0.9978884709094877,1.0746491225179098,2628,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,14,1.0746491225179098,1.151409774126332,5202,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,15,1.151409774126332,1.228170425734754,7100,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,16,1.228170425734754,1.3049310773431761,5717,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,17,1.3049310773431761,1.3816917289515984,2538,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,18,1.3816917289515984,1.4584523805600205,1009,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,19,1.4584523805600205,1.5352130321684427,533,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,20,1.5352130321684427,1.6119736837768648,432,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,21,1.6119736837768648,1.6887343353852868,331,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,22,1.6887343353852868,1.765494986993709,307,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,23,1.765494986993709,1.8422556386021312,193,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,24,1.8422556386021312,1.9190162902105532,95,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,25,1.9190162902105532,1.9957769418189755,35,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,26,1.9957769418189755,2.0725375934273975,17,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,27,2.0725375934273975,2.1492982450358196,7,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,28,2.1492982450358196,2.2260588966442416,5,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,29,2.2260588966442416,2.302819548252664,1,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,30,2.302819548252664,2.379580199861086,0,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_speed_body_norm,1,FL,,,,,,,,,,,,,,,31,2.379580199861086,2.456340851469508,2,contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
quantiles,foot_speed_body_norm,1,FL,28567,28567,1.0,0.006327375658123736,0.6414160286236845,0.8747914667830855,1.3639951777134476,1.8941784155388444,2.2887332204031576,2.53771324489895,2.640532196484854,2.8188573196690947,1.8171731813979954,0.5382862784062697,,,,,no_contact,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
