row_type,quantity,native_leg_index,leg,finite_count,total_count,finite_rate,minimum,p01,p05,p25,p50,p75,p95,p99,maximum,mean,std,bin_index,bin_left,bin_right,bin_count,data_status,terminal_status,complete_record_count,timestamped_record_starts
histogram,foot_force,3,RL,,,,,,,,,,,,,,,20,66.875,69.96875,713,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_force,3,RL,,,,,,,,,,,,,,,21,69.96875,73.0625,987,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_force,3,RL,,,,,,,,,,,,,,,22,73.0625,76.15625,567,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_force,3,RL,,,,,,,,,,,,,,,23,76.15625,79.25,453,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_force,3,RL,,,,,,,,,,,,,,,24,79.25,82.34375,445,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_force,3,RL,,,,,,,,,,,,,,,25,82.34375,85.4375,171,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_force,3,RL,,,,,,,,,,,,,,,26,85.4375,88.53125,127,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_force,3,RL,,,,,,,,,,,,,,,27,88.53125,91.625,44,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_force,3,RL,,,,,,,,,,,,,,,28,91.625,94.71875,33,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_force,3,RL,,,,,,,,,,,,,,,29,94.71875,97.8125,8,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_force,3,RL,,,,,,,,,,,,,,,30,97.8125,100.90625,3,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
histogram,foot_force,3,RL,,,,,,,,,,,,,,,31,100.90625,104.0,5,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278
