row_type,native_leg_index,leg,transition_count,on_transition_count,off_transition_count,contact_fraction,no_contact_fraction,dwell_state,dwell_finite_count,dwell_total_count,dwell_finite_rate,dwell_minimum,dwell_p01,dwell_p05,dwell_p25,dwell_p50,dwell_p75,dwell_p95,dwell_p99,dwell_maximum,dwell_mean,dwell_std,data_status,terminal_status,complete_record_count,timestamped_record_starts,sample_index,threshold_crossing_start_index,threshold_crossing_start_time_seconds,event_time_seconds,debounce_elapsed_seconds,from_contact,to_contact,force_at_event,dwell_start_time_seconds,dwell_end_time_seconds,dwell_duration_seconds,dwell_sample_count
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6139,6136,1772784073.5430522,1772784073.5551336,0.012081384658813477,0,1,61.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6191,6188,1772784073.787044,1772784073.8010557,0.014011621475219727,1,0,6.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6244,6240,1772784074.03308,1772784074.0510786,0.017998456954956055,0,1,50.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6297,6294,1772784074.2730625,1772784074.2890508,0.01598834991455078,1,0,6.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6347,6344,1772784074.5050812,1772784074.5210629,0.015981674194335938,0,1,60.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6400,6397,1772784074.7510505,1772784074.7662463,0.015195846557617188,1,0,7.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6461,6458,1772784075.0030491,1772784075.0170598,0.01401066780090332,0,1,76.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6517,6514,1772784075.2510536,1772784075.2670598,0.0160062313079834,1,0,6.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6568,6565,1772784075.4890509,1772784075.5051067,0.016055822372436523,0,1,62.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6619,6616,1772784075.739054,1772784075.7570615,0.018007516860961914,1,0,6.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6666,6662,1772784075.9810507,1772784075.9990642,0.018013477325439453,0,1,73.0,,,,
transition,0,FR,,,,,,,,,,,,,,,,,,,,,REAL_BY2_COMPLETE_RECORD_PREFIX,PASS_LSE01_H0_H2_HARTLEY_SOURCE_METHOD_AND_BY2_CONTRACT_READY,63277,63278,6723,6719,1772784076.2230556,1772784076.2370648,0.014009237289428711,1,0,7.0,,,,
