comparison,metric_name,scope,family,paired_sample_count,mean_delta_candidate_minus_reference,median_delta_candidate_minus_reference,std_delta,p10_delta,p90_delta,mean_ci95_low,mean_ci95_high,median_ci95_low,median_ci95_high,wilcoxon_p,wilcoxon_zero_policy,wilcoxon_approximation,win_count,tie_count,loss_count,win_rate,bootstrap_n,bootstrap_seed,bootstrap_policy,delta_definition,mean_relative_change_percent,median_relative_change_percent,seed_direction_consistency,worst_negative_case,best_positive_case,total_case_count,finite_metric_statistics_only,evaluator_version,source_table,source_table_row,source_sha256
A04_vs_F03,outage_end_horizontal_error_m,overall,ALL,45,-19.71009294767149,-6.997520549969153,37.63811599865242,-76.51488563917508,11.130630277053141,-31.52160914974217,-9.329287902845133,-13.20080258351897,-0.663035484500341,0.002306468613932398,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,31,0,14,0.6888888888888889,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,11.077353515288918,-15.244643889541532,0.7314814814814814,D61_20s_seed_08,D62_20s_seed_06,45,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,61,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A06,fault_window_horizontal_rmse_m,family,A1,27,0.21840320097458013,-0.7120766619387933,9.991224491300116,-11.367788190796734,12.61962949356971,-3.402729267701411,4.269209549429424,-3.8343139443528855,2.181711759986797,0.5243447221260569,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,16,0,11,0.5925925925925926,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-3.98432652394256,-5.142215246733351,0.5925925925925926,D61_30s_seed_07,D61_30s_seed_05,27,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,62,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A06,fault_window_horizontal_rmse_m,family,A2,18,-11.184332536947652,-6.724883266227543,10.235715795145376,-25.815253895617214,-0.697833623985367,-15.962130606684171,-6.635409770020718,-18.997453134937192,-2.5615362746620955,1.52587890625e-05,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,17,0,1,0.9444444444444444,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-41.06081383548147,-41.70920197322049,0.9444444444444444,D62_10s_seed_06,D62_20s_seed_02,18,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,63,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A06,fault_window_horizontal_rmse_m,overall,ALL,45,-4.342691094194312,-2.398169795878183,11.532912164369497,-19.94167786390115,5.520379076548505,-7.692153636227596,-0.9333905046981557,-4.349303320654968,-0.7848811893452954,0.0017014006703326811,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,33,0,12,0.7333333333333333,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-18.814921448558124,-10.637236992601883,0.7685185185185185,D61_30s_seed_07,D62_20s_seed_02,45,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,64,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A06,outage_end_horizontal_error_m,family,A1,27,1.2159785650283814,-0.9741464307244696,19.630966195711913,-22.31541082899369,26.70322273022468,-5.8876478802705075,9.189199943120812,-4.669472871484146,2.6844996761992093,0.6567082485028964,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,15,0,12,0.5555555555555556,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-3.0678739066879097,-3.9938385936878458,0.5555555555555556,D61_30s_seed_07,D61_30s_seed_05,27,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,65,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A06,outage_end_horizontal_error_m,family,A2,18,-31.475984752785127,-17.990722523825365,28.63077500544559,-71.21360556029609,-2.8419957797821724,-44.82990125824271,-18.87006232129501,-55.04018807218765,-6.8537117521746875,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-50.44715996391744,-54.60783405584453,1.0,D62_10s_seed_01,D62_20s_seed_00,18,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,66,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A06,outage_end_horizontal_error_m,overall,ALL,45,-11.860806762097024,-4.669472871484146,28.559007037515727,-57.245854225111735,12.364534851595655,-20.461969185392473,-3.676925145747792,-9.860542779358752,-2.2919723430357504,0.0015749078110038005,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,33,0,12,0.7333333333333333,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-22.019588329579726,-10.125191909361343,0.7777777777777778,D61_30s_seed_07,D62_20s_seed_00,45,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,67,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A07,fault_window_horizontal_rmse_m,family,A1,27,-0.015376719448641623,-0.009905310016108615,0.02028457873829419,-0.043383896197890695,0.0031776028205896998,-0.023597976911675474,-0.008177137969722668,-0.021773880243145527,-0.0034413281347536184,0.00056561746107459,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,20,0,7,0.7407407407407407,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-0.024075797402439564,-0.03029162125363486,0.7407407407407407,D61_30s_seed_01,D61_30s_seed_02,27,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,68,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A07,fault_window_horizontal_rmse_m,family,A2,18,-11.858073411916713,-3.0656319204007616,12.611534134832471,-32.55188924781495,-0.8034399414165121,-17.932710636312287,-6.420847734306617,-20.82115515090984,-2.0932392546645624,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-36.471418710869415,-32.74359919036254,1.0,D62_10s_seed_08,D62_20s_seed_00,18,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,69,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A07,fault_window_horizontal_rmse_m,overall,ALL,45,-4.75245539643587,-0.03713602022381224,9.863084495230142,-20.836130075971266,0.002172747800764398,-7.919132588542857,-2.145857709144881,-0.5113942174274533,-0.014821907888247665,9.945087488360962e-08,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,38,0,7,0.8444444444444444,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-14.603012962789226,-0.07586420611597137,0.8703703703703703,D61_30s_seed_01,D62_20s_seed_00,45,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,70,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A07,outage_end_horizontal_error_m,family,A1,27,-0.031325721606119294,-0.01986556604579448,0.0419846848189464,-0.08863037310423465,0.006983518343707835,-0.048395924477208634,-0.016405920588520004,-0.04541919608544731,-0.00674291216502354,0.0006749995781292087,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,20,0,7,0.7407407407407407,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-0.015006332171086531,-0.025420724402156213,0.7407407407407407,D61_30s_seed_01,D61_30s_seed_02,27,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,71,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A07,outage_end_horizontal_error_m,family,A2,18,-34.392285067289116,-9.435124838916957,35.39805835490142,-89.3799473624158,-3.7733167343908045,-51.43712722617964,-19.096278412954785,-60.68157811900194,-6.825555162902873,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-48.15296673679237,-45.81728922526021,1.0,D62_10s_seed_08,D62_20s_seed_00,18,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,72,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A07,outage_end_horizontal_error_m,overall,ALL,45,-13.775709459879314,-0.0747839228133671,28.010215962473787,-60.719195219163964,0.003676083017184075,-22.813225917716153,-6.335565661181797,-1.6825917106138657,-0.02786382868741555,1.1258081857281833e-07,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,38,0,7,0.8444444444444444,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-19.2701904940196,-0.06440988515755251,0.8703703703703703,D61_30s_seed_01,D62_20s_seed_00,45,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,73,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A08,fault_window_horizontal_rmse_m,family,A1,27,0.040642563508357994,-0.0022323893836073694,0.1896201424466196,-0.0619777426875018,0.15742840985822237,-0.018872151500474194,0.12130805765531284,-0.007106530665257793,0.027918218451830512,0.8194616172473214,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,16,0,11,0.5925925925925926,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,0.14333609101330366,-0.019668112247236164,0.5925925925925926,D61_30s_seed_03,D61_30s_seed_00,27,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,74,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A08,fault_window_horizontal_rmse_m,family,A2,18,-11.832969253242853,-3.0248609460919202,12.625198414871651,-32.51752739401811,-0.8128165645515679,-17.899774576888362,-6.379973128954435,-20.780956627809744,-2.029325189928548,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-36.33232078487603,-32.15121722854913,1.0,D62_10s_seed_08,D62_20s_seed_00,18,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,75,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A08,fault_window_horizontal_rmse_m,overall,ALL,45,-4.708802163192127,-0.014477182359023288,9.880064033344041,-20.796190425339084,0.08258133298205554,-7.882177096731634,-2.0953983592288203,-0.5161145053899135,-0.004120229699886124,0.00039367013887337454,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,34,0,11,0.7555555555555555,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-14.446926659342429,-0.14228652046704543,0.7962962962962963,D61_30s_seed_03,D62_20s_seed_00,45,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,76,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A08,outage_end_horizontal_error_m,family,A1,27,0.07091348408470673,-0.007134862472561565,0.36609882029565743,-0.13694401778285226,0.29339092910032494,-0.044519656488500946,0.22756912709389376,-0.027103666953443906,0.05509647233169801,0.9904156426147974,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,17,0,10,0.6296296296296297,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,0.020472182613196672,-0.01603532459989265,0.6296296296296297,D61_30s_seed_03,D61_30s_seed_00,27,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,77,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A08,outage_end_horizontal_error_m,family,A2,18,-34.350835656253054,-9.427238495069844,35.418907524328,-89.30903944014962,-3.8416510085517928,-51.40139250343088,-19.044210767801708,-60.59893081856193,-6.706479282197945,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-48.1666123275564,-46.72159618838298,1.0,D62_10s_seed_08,D62_20s_seed_00,18,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,78,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A08,outage_end_horizontal_error_m,overall,ALL,45,-13.697786172050398,-0.07336058788675359,28.040072332748625,-60.636815882798075,0.15937763451239573,-22.733097236347355,-6.254007953988327,-1.6945859081396384,-0.017251777907695498,0.00022334831609096108,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,35,0,10,0.7777777777777778,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-19.25436162145464,-0.13772535714040088,0.8148148148148149,D61_30s_seed_03,D62_20s_seed_00,45,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,79,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A09,fault_window_horizontal_rmse_m,family,A1,27,-0.05079961606917222,-0.04456994918856516,0.22221906860471577,-0.2517841476244769,0.09289548028369987,-0.13416900500516327,0.033928187667208745,-0.12503947245679115,0.02210995422068507,0.13321015022047691,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,16,0,11,0.5925925925925926,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-0.25371077504149936,-0.10085597531615434,0.5925925925925926,D61_30s_seed_07,D61_20s_seed_00,27,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,80,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A09,fault_window_horizontal_rmse_m,family,A2,18,-11.942719424315007,-3.11260399760857,12.66871490875331,-32.43945085933879,-0.7907489058375025,-18.052891741123656,-6.479087594719036,-21.107794545097583,-2.187549666640525,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-36.70378423795945,-33.55680299697109,1.0,D62_10s_seed_08,D62_20s_seed_00,18,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,81,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A09,fault_window_horizontal_rmse_m,overall,ALL,45,-4.807567539367506,-0.1649886958489617,9.907998050996891,-21.1360745070905,0.06910842259327553,-8.000692411331016,-2.185078415732954,-0.5968455208244753,-0.06762313752858518,1.1891369039881638e-05,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,34,0,11,0.7555555555555555,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-14.833740160208679,-0.7552517872094253,0.7962962962962963,D61_30s_seed_07,D62_20s_seed_00,45,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,82,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A09,outage_end_horizontal_error_m,family,A1,27,-0.09841241235666606,-0.07826784695443578,0.4331452831930279,-0.5171254712649329,0.19440144407466858,-0.2624336612242919,0.06559889932540103,-0.22302043934809035,0.043326657585556205,0.15988381015888214,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,16,0,11,0.5925925925925926,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-0.24518400077546418,-0.06836133019219409,0.5925925925925926,D61_30s_seed_07,D61_20s_seed_00,27,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,83,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A09,outage_end_horizontal_error_m,family,A2,18,-34.553650476502725,-9.434543324022272,35.51258587276538,-89.16174050510983,-3.763059584122972,-51.64507104955297,-19.197104925072143,-61.198882349626835,-6.996037810583079,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-48.3685595012883,-46.60039201259873,1.0,D62_10s_seed_08,D62_20s_seed_00,18,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,84,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_A09,outage_end_horizontal_error_m,overall,ALL,45,-13.880507638015088,-0.409116841437708,28.097852129009798,-61.24214124183028,0.14966737185363002,-22.903403295616013,-6.404833259095146,-1.6747478116856187,-0.12303138428555371,1.3882752796543077e-05,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,34,0,11,0.7555555555555555,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-19.4945342009806,-0.8349616745186851,0.7962962962962963,D61_30s_seed_07,D62_20s_seed_00,45,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,85,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_F03,fault_window_horizontal_rmse_m,family,A1,27,-0.049287027691758266,-0.04527804591019979,0.2182880370496783,-0.2185682399989318,0.0916150895544363,-0.13165326429866436,0.033811991644918216,-0.13105126779564102,0.008007898266974678,0.12123456632376034,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,16,0,11,0.5925925925925926,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-0.24734602545529896,-0.10152219723224157,0.5925925925925926,D61_30s_seed_07,D61_20s_seed_00,27,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,86,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_F03,fault_window_horizontal_rmse_m,family,A2,18,-11.937690825363148,-3.1082406942880785,12.66589778582316,-32.440954714607315,-0.7992910525337106,-18.045350657620016,-6.4718471023552935,-21.104702301080245,-2.187335173888792,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-36.6900520666133,-33.54532240528442,1.0,D62_10s_seed_08,D62_20s_seed_00,18,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,87,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_F03,fault_window_horizontal_rmse_m,overall,ALL,45,-4.804648546760315,-0.1612286855414844,9.905491974364343,-21.13341845120458,0.05760203362439997,-7.993785301431263,-2.1825491360544556,-0.5987667037837484,-0.06613595370643566,1.0718580275969868e-05,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,34,0,11,0.7555555555555555,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-14.824428441918501,-0.7213110624012746,0.7962962962962963,D61_30s_seed_07,D62_20s_seed_00,45,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,88,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_F03,outage_end_horizontal_error_m,family,A1,27,-0.10026248284894106,-0.0790537692688531,0.423563241132572,-0.4632714919021055,0.17860152601874987,-0.2608486919655406,0.06073488320775459,-0.23815864111844576,0.018634191685251267,0.09497132454772246,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,17,0,10,0.6296296296296297,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-0.28824799914294785,-0.1240012340758074,0.6296296296296297,D61_30s_seed_07,D61_20s_seed_00,27,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,89,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_F03,outage_end_horizontal_error_m,family,A2,18,-34.54647130759653,-9.431961727034741,35.5043992124329,-89.16742570794779,-3.804507704408175,-51.634759171053695,-19.195546274416824,-61.19003200052614,-6.99505600035971,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-48.40406452909886,-46.8978300826176,1.0,D62_10s_seed_08,D62_20s_seed_00,18,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,90,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
A05_vs_F03,outage_end_horizontal_error_m,overall,ALL,45,-13.878746012747978,-0.3863670568373294,28.090968325093638,-61.23435959927178,0.12136116669117891,-22.908044791824913,-6.41029897654122,-1.6752693849679252,-0.12053681020597651,7.826698286171996e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,35,0,10,0.7777777777777778,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-19.534574611125308,-0.8378384104946336,0.8148148148148149,D61_30s_seed_07,D62_20s_seed_00,45,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,91,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
F04_vs_A06,fault_window_horizontal_rmse_m,family,A1,27,-0.011142076463065018,-0.00690213830242925,0.016319994398157633,-0.03814752916732402,0.005089994416471911,-0.017672198460841934,-0.005376620792355804,-0.01614328016192701,0.00110470758839476,0.00441385778107854,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,9,0.6666666666666666,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-0.019231165725429992,-0.023167186903633775,0.6666666666666666,D61_30s_seed_01,D61_30s_seed_02,27,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,92,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
F04_vs_A06,fault_window_horizontal_rmse_m,family,A2,18,-10.881309529635626,-5.45592910851764,10.287493884740185,-26.04320791497169,-1.2237219487446236,-15.730786737098617,-6.336667052230486,-20.17804452336491,-2.2361079069689964,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,-36.2153467158208,-39.11566460652838,1.0,D62_10s_seed_01,D62_20s_seed_00,18,True,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_SUMMARY.csv,93,765dfa8a029e216a5e014305ce44ed5268cf0b9e9a76d52a57b76db76f6e82a0
