comparison,metric_name,metric_role,v1_protocol,v2_protocol,v1_finite_paired_count,v2_finite_paired_count,v1_median_delta,v2_median_delta,v1_win_rate,v2_win_rate,median_direction_status,win_direction_status,classification,v1_mean_ci95_low,v1_mean_ci95_high,v2_mean_ci95_low,v2_mean_ci95_high,v1_median_ci95_low,v1_median_ci95_high,v2_median_ci95_low,v2_median_ci95_high,full_case_comparison_complete,evaluator_version
full_vs_no_RD,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,528,-0.004433646588036133,-0.0013400412253203875,0.8428835489833642,0.7291666666666666,MAINTAINED,MAINTAINED,INCOMPLETE,-0.02756891009079887,0.013407164039556132,-0.8324996910368511,0.3738082162903573,-0.004448623936093021,-0.004433646588036133,-0.0018509439245919523,-0.0008709097318546632,False,v2
full_vs_no_RD,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,528,-0.004151984573495415,0.0018464663651720503,0.8964879852125693,0.39015151515151514,FLIPPED,FLIPPED,INCOMPLETE,-0.01284740693866913,0.01430601921365422,-1.1208148342604825,0.2142712703914442,-0.004151984573495415,-0.004151974043408391,0.0013649916592330946,0.0019629381699610704,False,v2
full_vs_no_RP,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,521,-4.073900174900169e-05,0.003613710056320607,0.8410351201478743,0.12859884836852206,FLIPPED,FLIPPED,INCOMPLETE,-0.0011657538719302206,-0.00034686519680430193,-0.017776843806294622,0.027843143674266612,-4.998464691330362e-05,-4.0198788626488735e-05,0.003565321786773129,0.0036601247172833584,False,v2
full_vs_no_RP,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,521,-4.19633784839446e-05,0.002597652859044841,0.8983364140480592,0.12092130518234165,FLIPPED,FLIPPED,INCOMPLETE,-0.0015219386105173218,-0.0004223348306721882,-0.01901201339385487,0.02499496462916249,-4.450333825789521e-05,-4.03971425069205e-05,0.002583210654551804,0.0026091615160351855,False,v2
full_vs_no_RP,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,521,-2.7181133991915907e-05,0.0010722185040775711,0.9316081330868762,0.09788867562380038,FLIPPED,FLIPPED,INCOMPLETE,-0.001046479625681577,-0.0002306662229471664,-0.0008344744176648468,0.0025896972730598054,-2.749151783831838e-05,-2.7050519816884666e-05,0.0010717006216107161,0.001072251121381429,False,v2
full_vs_no_RP,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,521,-0.021984598653975063,-0.12983457241599883,0.8946395563770795,0.9846449136276392,MAINTAINED,MAINTAINED,INCOMPLETE,-0.26447379988806025,0.030229464171753925,-1.5118413175160066,-0.03735991756635334,-0.021984598653975063,-0.02192598768648102,-0.1299852120145628,-0.1295997445175825,False,v2
full_vs_no_RP,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,521,-0.021087095606781237,-0.03990630911663873,0.9020332717190388,0.982725527831094,MAINTAINED,MAINTAINED,INCOMPLETE,-0.19058705419421262,0.025548488973658093,-1.12095719304922,0.014202475835536963,-0.02109535789924566,-0.020998120716257063,-0.03990948890137913,-0.03987798946967702,False,v2
full_vs_no_SA,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,527,0.0024161536265318584,-0.0005324294564514054,0.1589648798521257,0.8292220113851992,FLIPPED,FLIPPED,INCOMPLETE,-0.01106424080768931,0.02889117517568628,-0.011739075984633864,0.010754178811972843,0.0024161536265318584,0.0024161536265318584,-0.0005332245650040146,-0.0005324294564514054,False,v2
full_vs_no_SA,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,527,0.0360197673662328,-0.0005104019950315508,0.07948243992606285,0.8766603415559773,FLIPPED,FLIPPED,INCOMPLETE,0.013160295888358766,0.05234199341506901,-0.022664289961475587,0.00441449017548867,0.0360197673662328,0.0360197673662328,-0.0005131776917532971,-0.0005100070114263944,False,v2
full_vs_no_SA,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,527,0.03808406455162017,-0.0003014640791969003,0.04436229205175601,0.905123339658444,FLIPPED,FLIPPED,INCOMPLETE,0.021374415587465955,0.04262949234505742,-0.02167836322368127,-0.004534500931794621,0.03808406455162017,0.03808406455162017,-0.0003154438408153326,-0.0003010029010269699,False,v2
full_vs_no_SA,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,527,-0.02939453120353752,-0.005056774100848926,0.7523105360443623,0.7855787476280834,MAINTAINED,MAINTAINED,INCOMPLETE,-3.3755668904100866,-0.39818150084330145,-1.5358297068491364,-0.21073721767265696,-0.02939453120353752,-0.02939356115356473,-0.005056851650850014,-0.005056774100848926,False,v2
full_vs_no_SA,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,527,0.020883368661180235,-0.013646264202509695,0.13123844731977818,0.8842504743833017,FLIPPED,FLIPPED,INCOMPLETE,-2.285835430321123,-0.11849769473436067,-1.07469276993481,-0.040641215235749276,0.020883368661180235,0.020884288288143482,-0.013649817547262355,-0.013646264202509695,False,v2
full_vs_strong,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,523,0.002285430926722898,0.0038666272191960616,0.1756007393715342,0.1988527724665392,MAINTAINED,MAINTAINED,INCOMPLETE,-0.015208020906711783,0.023839477536172517,-0.05065521706407108,0.006458240065118308,0.002285430926722898,0.002285430926722898,0.00378938310256019,0.0038845190310735356,False,v2
full_vs_strong,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,523,0.03579731868909486,0.002850066532260942,0.09057301293900184,0.15678776290630975,MAINTAINED,MAINTAINED,INCOMPLETE,0.010062144420528682,0.0485671006374169,-0.059151305500493544,-0.002121910798301085,0.03579731868909486,0.035797837724211745,0.0028497038676800757,0.002850066532260942,False,v2
full_vs_strong,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,523,0.03789817586028965,0.001232522109495704,0.04436229205175601,0.1586998087954111,MAINTAINED,MAINTAINED,INCOMPLETE,0.020618100890187303,0.04171310775502637,-0.02273135137382345,-0.004233964679182789,0.03789817586028965,0.037898190306427694,0.0012322769259786037,0.001232522109495704,False,v2
full_vs_strong,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,523,-0.06150042706892034,-0.1395243971750748,0.8299445471349353,0.9789674952198852,MAINTAINED,MAINTAINED,INCOMPLETE,-3.3076147392442157,-0.47863296474894096,-4.341577971543931,-1.4544545028084757,-0.06150074891894208,-0.06110490152498116,-0.13952505564051432,-0.1395243971750748,False,v2
full_vs_strong,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,523,-0.007454292608375823,-0.04717315123863042,0.7042513863216266,0.9732313575525813,MAINTAINED,MAINTAINED,INCOMPLETE,-2.1792308169394254,-0.10495317129203051,-3.052460234442602,-0.9386932915426925,-0.007454292608375823,-0.007454292608375823,-0.04722884105162617,-0.047173073522576825,False,v2
strong_vs_basic,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,528,-0.003008969656163041,-0.0012440660209641075,0.9519408502772643,0.8920454545454546,MAINTAINED,MAINTAINED,INCOMPLETE,-0.19476168090825166,-0.06844712133198771,-0.437741190322227,-0.17141985421922332,-0.0030144142751702407,-0.003008969656163041,-0.0012866125959424407,-0.0012429548598941187,False,v2
strong_vs_basic,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,528,-0.0025206913469827397,-0.0010878604985045115,0.9648798521256932,0.9185606060606061,MAINTAINED,MAINTAINED,INCOMPLETE,-0.16362057526432408,-0.05368468983776985,-0.4488546399314051,-0.18346588243390016,-0.0025299395076826547,-0.0025206913469827397,-0.0011150463396930599,-0.0010874223361189705,False,v2
strong_vs_basic,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,528,-0.0014449879753863915,-0.0005937931221190462,0.9574861367837338,0.9185606060606061,MAINTAINED,MAINTAINED,INCOMPLETE,-0.008791002882556125,-0.004546363399388997,-0.08340678848780567,-0.046504473296599055,-0.0014449879753863915,-0.0014449879753863915,-0.0005941245403944251,-0.0005937931221190462,False,v2
strong_vs_basic,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,528,-0.8913894425789186,-0.5096283243760169,0.878003696857671,0.9337121212121212,MAINTAINED,MAINTAINED,INCOMPLETE,-0.16399545642212318,1.6747572097698313,-1.1247732748587789,1.5981905453520269,-0.8914964254289264,-0.8891259352042931,-0.5096283243760169,-0.5096283243760169,False,v2
strong_vs_basic,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,528,-0.37601330790033116,-0.23774278027239015,0.8835489833641405,0.9356060606060606,MAINTAINED,MAINTAINED,INCOMPLETE,0.021634683575126275,1.5105496335227746,-0.09919331409441798,1.9484644867876308,-0.37601330790033116,-0.37601330790033116,-0.23774278027239015,-0.23774278027239015,False,v2
