comparison,metric_name,metric_role,v1_protocol,v2_protocol,v1_finite_paired_count,v2_finite_paired_count,v1_median_delta,v2_median_delta,v1_win_rate,v2_win_rate,median_direction_status,win_direction_status,classification,v1_mean_ci95_low,v1_mean_ci95_high,v2_mean_ci95_low,v2_mean_ci95_high,v1_median_ci95_low,v1_median_ci95_high,v2_median_ci95_low,v2_median_ci95_high,full_case_comparison_complete,evaluator_version
A04_vs_F01,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,534,-0.002184013098215254,0.0059900744640894454,0.8872458410351202,0.20786516853932585,FLIPPED,FLIPPED,INCOMPLETE,-0.01472617575477245,-0.006335127315264121,-0.05251070760626963,0.012466659536956949,-0.0021945275819070242,-0.002184013098215254,0.005696762060210192,0.006065657467103289,False,v3
A04_vs_F01,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,534,-0.0009905276092601056,0.006358918115123041,0.8964879852125693,0.23595505617977527,FLIPPED,FLIPPED,INCOMPLETE,-0.0125816328622742,-0.004484028426670907,-0.05234062424794394,0.01036563291798491,-0.0010028547477416438,-0.0009863698936066756,0.00612486231800486,0.0064242931356191454,False,v3
A04_vs_F01,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,534,-0.0001323812464480989,0.002205313806455493,0.9371534195933456,0.18164794007490637,FLIPPED,FLIPPED,INCOMPLETE,-0.003481696587637448,-0.0010256845121874966,-0.0024529918408748522,0.002720773331444116,-0.00013609528920610625,-0.00013116485241926323,0.002205313806455493,0.0022054805911361705,False,v3
A04_vs_F01,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,534,-8.299384241017616,-8.262386692975708,0.9796672828096118,0.9887640449438202,MAINTAINED,MAINTAINED,INCOMPLETE,-12.019433824302642,-9.322882335456534,-14.193126226574048,-10.920077043022255,-8.299384241017616,-8.299384241017616,-8.264983963084102,-8.256469936818643,False,v3
A04_vs_F01,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,534,-4.993212109521214,-5.97175947187866,0.977818853974122,0.9906367041198502,MAINTAINED,MAINTAINED,INCOMPLETE,-8.151867070011264,-5.81130822406191,-10.594819942203495,-8.019675590721608,-4.993212109521214,-4.992879058242952,-5.973355152097448,-5.967899772436842,False,v3
A04_vs_F02,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,534,-0.0031622770030548253,-0.0038747616465310275,0.955637707948244,0.9063670411985019,MAINTAINED,MAINTAINED,INCOMPLETE,-0.19984012113490188,-0.07259143252605772,-0.47653843571901144,-0.20433915298446623,-0.0032259719558306865,-0.0031417578229815946,-0.004453979082939999,-0.003799940696428264,False,v3
A04_vs_F02,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,534,-0.002754713084300975,-0.002608856429381738,0.9722735674676525,0.8895131086142322,MAINTAINED,MAINTAINED,INCOMPLETE,-0.1674601612575032,-0.05672910753186839,-0.5031323569114083,-0.2283764314535848,-0.002802800660761995,-0.002745024864371115,-0.0037605071401201617,-0.0025155001386481107,False,v3
A04_vs_F02,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,534,-0.0016309755199346299,0.0020264558277126865,0.9648798521256932,0.2958801498127341,FLIPPED,FLIPPED,INCOMPLETE,-0.009785301141387794,-0.005211245102239367,-0.10237985590375126,-0.059881241780045495,-0.0016330861320411616,-0.0016308766667169072,0.002025944583435149,0.0020264558277126865,False,v3
A04_vs_F02,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,534,-0.9202200103025127,-0.6441298875684858,0.8724584103512015,0.9456928838951311,MAINTAINED,MAINTAINED,INCOMPLETE,-0.18016744456809836,1.6909667822648866,-3.9941270797115256,-0.9583475688273055,-0.9231504652866498,-0.9120536373080226,-0.6444087018066971,-0.6440959474502428,False,v3
A04_vs_F02,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,534,-0.4037874800773713,-0.27128358239389727,0.8761552680221811,0.9438202247191011,MAINTAINED,MAINTAINED,INCOMPLETE,0.034013685112863526,1.6280215434379313,-1.894578398143835,0.10137788090510957,-0.4043267814472671,-0.4007723131554437,-0.2713907437684657,-0.2712695895924573,False,v3
A04_vs_F03,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,526,-0.00014646267339729624,-0.0015456881389981358,0.8761552680221811,0.8954372623574145,MAINTAINED,MAINTAINED,INCOMPLETE,-0.0063483009922442055,-0.003040008368667895,-0.0572659587192058,0.010690598937689599,-0.00016257748432130237,-0.0001340509738952389,-0.001547640964913971,-0.0015456881389981358,False,v3
A04_vs_F03,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,526,-0.00022874839941555702,-0.0003970686807932555,0.9482439926062847,0.7965779467680608,MAINTAINED,MAINTAINED,INCOMPLETE,-0.0049254803021925,-0.002486660234663228,-0.05639977633966175,0.009045706385750057,-0.0002370091244371375,-0.00022505507016190585,-0.0003970686807932555,-0.00039517397165141045,False,v3
A04_vs_F03,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,526,-0.000185944636680202,0.0022205657294155495,0.9759704251386322,0.16920152091254753,FLIPPED,FLIPPED,INCOMPLETE,-0.0010546763870743936,-0.0005976949098317889,-0.0021903503281043347,0.0031040275868504156,-0.00018618702920214503,-0.00018588869133051578,0.0022205657294155495,0.002220783319880487,False,v3
A04_vs_F03,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,526,-0.031994621935584,-0.13446762307422588,0.8927911275415896,0.9790874524714829,MAINTAINED,MAINTAINED,INCOMPLETE,-0.18052005537980134,0.17274816290756254,-3.1615386477551586,-1.0278394748219541,-0.03210621771540456,-0.030821829057265937,-0.13446762307422588,-0.13446663142420334,False,v3
A04_vs_F03,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,526,-0.028334474259720688,-0.03352680932006713,0.9001848428835489,0.9467680608365019,MAINTAINED,MAINTAINED,INCOMPLETE,-0.08006171286379238,0.1988332516944248,-2.4326233569487887,-0.6901716650643582,-0.028337661269556058,-0.028165051237645233,-0.033532048115928165,-0.03352680932006713,False,v3
F04_vs_F01,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,530,0.00023298816001282585,0.006446172669775749,0.23290203327171904,0.21320754716981133,MAINTAINED,MAINTAINED,INCOMPLETE,-0.02206392953061149,0.01868663967434706,-0.047389573541186204,0.009175751993809022,0.00023214052831660448,0.00024944804428389533,0.006347084052389998,0.006551184869119542,False,v3
F04_vs_F01,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,530,0.03503339747262613,0.0063100839398317135,0.09611829944547134,0.2037735849056604,MAINTAINED,MAINTAINED,INCOMPLETE,0.004268577848053939,0.04477697013566897,-0.05861792741485699,-0.0017919874565832453,0.03503339747262613,0.035035925417193914,0.006230433305318618,0.006374535228230269,False,v3
F04_vs_F01,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,530,0.03795357051534909,0.0011834425806464474,0.04990757855822551,0.18490566037735848,MAINTAINED,MAINTAINED,INCOMPLETE,0.019194949315586136,0.040578002899967755,-0.0245586354072324,-0.005130884279402866,0.03795357051534909,0.03795357051534909,0.0011834425806464474,0.0011834747668999814,False,v3
F04_vs_F01,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,530,-8.328778772221153,-8.269946006052946,0.9815157116451017,0.9924528301886792,MAINTAINED,MAINTAINED,INCOMPLETE,-14.237143393977906,-10.781054142021503,-15.935342079654422,-11.912369490011894,-8.328778772221153,-8.328778772221153,-8.270071197834984,-8.265578704441507,False,v3
F04_vs_F01,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,530,-4.972328740860034,-5.986943766386838,0.9815157116451017,0.9867924528301887,MAINTAINED,MAINTAINED,INCOMPLETE,-9.496110309861518,-6.800525067796141,-11.602128996207867,-8.585991448221195,-4.972328740860034,-4.971923992560699,-5.987061255139737,-5.981412415677035,False,v3
F04_vs_F02,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,530,-0.000754799708832854,-0.003463901141028139,0.8964879852125693,0.9226415094339623,MAINTAINED,MAINTAINED,INCOMPLETE,-0.1768658162908888,-0.07695398389925083,-0.46872944319715143,-0.20139905205860467,-0.000852982696749438,-0.0007299187015813446,-0.0038266949722559965,-0.003348057529223011,False,v3
F04_vs_F02,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,530,0.03327662734211212,-0.002676286052626445,0.17744916820702403,0.9075471698113208,FLIPPED,FLIPPED,INCOMPLETE,-0.12366629553229044,-0.03231001352001163,-0.5036713645030725,-0.23240368888539342,0.033273493885459304,0.03327662734211212,-0.003493075362574885,-0.00259148242105231,False,v3
F04_vs_F02,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,530,0.03645318788490326,0.0009973148803067225,0.053604436229205174,0.3320754716981132,MAINTAINED,MAINTAINED,INCOMPLETE,0.014548929773324793,0.03464953235919523,-0.11530160611521259,-0.06466268363872982,0.03645318788490326,0.036453382530578726,0.0008989182181090571,0.001004295776205151,False,v3
F04_vs_F02,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,530,-0.9525607539620977,-0.6493126888041059,0.9186691312384473,0.9679245283018868,MAINTAINED,MAINTAINED,INCOMPLETE,-2.3680789654673187,0.11250407044838222,-5.031593332141577,-1.6456872125002788,-0.9529258001145271,-0.9487296953978932,-0.6498727644701479,-0.649152914651081,False,v3
F04_vs_F02,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,530,-0.3834222462342167,-0.28519582082053696,0.9149722735674677,0.9641509433962264,MAINTAINED,MAINTAINED,INCOMPLETE,-1.3278891287136938,0.6114519329017408,-2.7529991470287363,-0.5859804435776146,-0.383467600508707,-0.3830437326543179,-0.28556194023471315,-0.28496290054122175,False,v3
RD_only_vs_strong,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,525,-0.0001048807511716543,-0.00015671660852392688,0.911275415896488,0.7866666666666666,MAINTAINED,MAINTAINED,INCOMPLETE,-0.005473819421771503,-0.0023622254877512074,-0.034271078448428784,-0.006048567259952953,-0.00010652269111799395,-0.00010458029331689156,-0.00015671660852392688,-0.00015671660852392688,False,v3
RD_only_vs_strong,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,525,-0.00018393112050418825,0.0005570895415388244,0.9408502772643254,0.23238095238095238,FLIPPED,FLIPPED,INCOMPLETE,-0.00405763358425733,-0.00182477444070124,-0.03152660713374663,-0.003936696118578613,-0.00018476132223732566,-0.00018380529145001212,0.0005570895415388244,0.0005570895415388244,False,v3
RD_only_vs_strong,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,525,-0.0001550760335821133,0.0015865642952150733,0.9704251386321626,0.13523809523809524,FLIPPED,FLIPPED,INCOMPLETE,-0.000539861634800661,-0.00038023892812362806,0.000513039230389459,0.004852794864002151,-0.0001550764772708657,-0.0001550760335821133,0.0015865642952150733,0.0015865642952150733,False,v3
RD_only_vs_strong,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,525,-0.00656761084656976,-0.0027839608843249763,0.8853974121996303,0.8685714285714285,MAINTAINED,MAINTAINED,INCOMPLETE,-0.04069839049542117,0.09096467738949642,-0.696517961671285,0.4512499643008785,-0.006575488596556767,-0.00656761084656976,-0.00281145113985648,-0.0027839608843249763,False,v3
RD_only_vs_strong,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,525,-0.005769819190027503,-0.000299726959491764,0.9057301293900185,0.6476190476190476,MAINTAINED,MAINTAINED,INCOMPLETE,-0.06362751571152366,-0.0005554879490203774,-0.5217680439762883,0.28251723025691783,-0.005769819190027503,-0.005769819190027503,-0.0002997477783592828,-0.00023500269936027607,False,v3
SA_only_vs_strong,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,523,0.0024173781377608283,0.00010297844471067463,0.16081330868761554,0.21414913957934992,MAINTAINED,MAINTAINED,INCOMPLETE,-0.010552182492164715,0.03159676762350559,-0.015320609538573844,0.000368085590846062,0.0024173781377608283,0.0024173781377608283,0.00010297844471067463,0.00010297844471067463,False,v3
SA_only_vs_strong,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,523,0.035957020819286756,8.620498612776917e-05,0.07948243992606285,0.2179732313575526,MAINTAINED,MAINTAINED,INCOMPLETE,0.013908129784323339,0.05452485488792942,-0.032212693408597906,-0.0068146606065706905,0.035957020819286756,0.035957020819286756,8.620498612776917e-05,8.620498612776917e-05,False,v3
SA_only_vs_strong,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,523,0.038016350046450764,-1.5209021070695938e-05,0.04436229205175601,0.8910133843212237,FLIPPED,FLIPPED,INCOMPLETE,0.021558404960534617,0.04301152475484559,-0.029616823741378123,-0.008648641515342193,0.038016350046450764,0.038016350046450764,-1.5209021070695938e-05,-1.5209021070695938e-05,False,v3
SA_only_vs_strong,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,523,-0.03442219169237415,-0.008936090660292884,0.7634011090573013,0.8948374760994264,MAINTAINED,MAINTAINED,INCOMPLETE,-3.1913284627133724,-0.39936252836080666,-3.2440379878994885,-0.6405957664958761,-0.03442219169237415,-0.03442219169237415,-0.009003843018396296,-0.008936090660292884,False,v3
SA_only_vs_strong,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,523,0.018323509307004215,-0.009073164476231632,0.14602587800369685,0.9005736137667304,FLIPPED,FLIPPED,INCOMPLETE,-2.1106580949651197,-0.05228517477899884,-2.342763134313333,-0.47012484476693495,0.018323509307004215,0.018323509307004215,-0.009101926461559717,-0.009073117979796042,False,v3
basic_vs_single,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,541,0.0009556792577567474,0.009898966351287244,0.11090573012939002,0.07763401109057301,MAINTAINED,MAINTAINED,MAINTAINED,0.06245405391579941,0.18942570957887953,0.19599321508017925,0.4548817734983848,0.0009556792577567474,0.0009735184677770459,0.009898966351287244,0.009925555533350158,True,v3
basic_vs_single,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,541,0.001756770130514007,0.008945923768016437,0.08317929759704251,0.07578558225508318,MAINTAINED,MAINTAINED,MAINTAINED,0.0489984368923585,0.1595806289680916,0.22306423065758757,0.4846987897963327,0.001756770130514007,0.0017631119852167254,0.008945923768016437,0.009008569635175573,True,v3
basic_vs_single,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,541,0.001500382630445829,0.0001793633411770884,0.066543438077634,0.09426987060998152,MAINTAINED,MAINTAINED,MAINTAINED,0.0030469875135248,0.007534468178277028,0.06841081454398419,0.11074487895877348,0.001500382630445829,0.001500382630445829,0.00017885797874280657,0.00019852758036783408,True,v3
basic_vs_single,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,541,-7.375781597873285,-7.620918476283892,0.9704251386321626,0.9482439926062847,MAINTAINED,MAINTAINED,MAINTAINED,-13.076241001891518,-9.671395286216873,-13.40653966350653,-9.423321532788204,-7.375781597873285,-7.375781597873285,-7.620918476283892,-7.620918476283892,True,v3
basic_vs_single,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,541,-4.588861140351327,-5.70214540134477,0.9648798521256932,0.9537892791127541,MAINTAINED,MAINTAINED,MAINTAINED,-9.240204206214317,-6.342310144985246,-11.222273239740323,-7.9136028713576065,-4.588861140351327,-4.588861140351327,-5.70214540134477,-5.70214540134477,True,v3
full_vs_no_Go2,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,522,-2.6438060716449385e-05,-0.0010717263364517296,0.8354898336414048,0.9386973180076629,MAINTAINED,MAINTAINED,INCOMPLETE,-0.0017468112371523605,-0.0006587120765839453,-0.022876276688608574,0.022984207739238267,-2.917126143070492e-05,-1.8929766975539497e-05,-0.0010763962211047112,-0.00107114566864,False,v3
full_vs_no_Go2,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,522,-3.586377768871607e-05,-0.0006965839429133175,0.8853974121996303,0.9157088122605364,MAINTAINED,MAINTAINED,INCOMPLETE,-0.0019319800786517047,-0.0006611801255732887,-0.0221250122398441,0.021916662651227693,-3.6935385136716015e-05,-3.296433937427512e-05,-0.0007008073678513207,-0.0006960045332870951,False,v3
full_vs_no_Go2,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,522,-2.7372107634704435e-05,0.000597711663009183,0.9260628465804066,0.13793103448275862,FLIPPED,FLIPPED,INCOMPLETE,-0.0010667985219600664,-0.00024013918784101393,-0.0008163963996843025,0.0028867619494177656,-2.7701416710046445e-05,-2.7258142970776333e-05,0.0005964278197444356,0.0005982183663747441,False,v3
full_vs_no_Go2,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,522,-0.022452740174388808,-0.1298085897695902,0.8983364140480592,0.9846743295019157,MAINTAINED,MAINTAINED,INCOMPLETE,-0.26656839271703636,0.02822767302562539,-1.5805692728706058,-0.056533418869490495,-0.02246143817419588,-0.022216747509921753,-0.12997263276085835,-0.12960262344614348,False,v3
full_vs_no_Go2,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,522,-0.021301235841021837,-0.039922052028797506,0.9038817005545287,0.9846743295019157,MAINTAINED,MAINTAINED,INCOMPLETE,-0.1929317700111283,0.023729836352667573,-1.194885016143388,-0.01952691780790292,-0.021362118856301127,-0.02120963783427743,-0.039926869539784526,-0.039895290243306736,False,v3
full_vs_no_HV,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,529,2.1449423564523507e-05,-6.538923050866674e-05,0.3068391866913124,0.8998109640831758,FLIPPED,FLIPPED,INCOMPLETE,-0.0007140693168705562,-0.00020248201738798862,-0.0017385954646303992,-0.00023132323986425538,1.9578625493010815e-05,2.163490876971874e-05,-6.586599566893447e-05,-6.527864324472332e-05,False,v3
full_vs_no_HV,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,529,8.126992587231818e-06,-5.843538073592447e-05,0.3068391866913124,0.8979206049149339,FLIPPED,FLIPPED,INCOMPLETE,-0.0005631246891628354,-0.0001352097952826699,-0.0016549558532027082,-0.00027869023052329994,7.884070262145773e-06,8.182814649426717e-06,-5.88448657575652e-05,-5.8360243937960465e-05,False,v3
full_vs_no_HV,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,529,-1.134012279635499e-07,1.2380778383058733e-07,0.8613678373382625,0.2684310018903592,FLIPPED,FLIPPED,INCOMPLETE,-2.44062855445175e-05,-7.460440980077327e-06,-0.000512316312189212,0.00013286342405198747,-1.1341925998387126e-07,-1.134012279635499e-07,1.2377327016088735e-07,1.2380778383058733e-07,False,v3
full_vs_no_HV,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,529,-0.0004064731499866525,2.1928546794391934e-05,0.8909426987060998,0.31379962192816635,FLIPPED,FLIPPED,INCOMPLETE,-0.0007056066298027363,0.00027762596341602554,-0.29161891030513504,0.020665699601537815,-0.00041308333131517827,-0.00038842177620512786,1.524150001586122e-05,3.0516049984719018e-05,False,v3
full_vs_no_HV,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,529,-0.00016561634489065113,-1.8189113270672408e-05,0.8964879852125693,0.8620037807183365,MAINTAINED,MAINTAINED,INCOMPLETE,-0.00046139490065310923,0.00020151419435467823,-0.18122352831772232,0.0010753368142725314,-0.00016640817153823484,-0.00016560181783575878,-1.856329807248258e-05,-1.8186234379324873e-05,False,v3
full_vs_no_RD,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,528,-0.00011605503064815448,-0.0001440080321643486,0.9390018484288355,0.8352272727272727,MAINTAINED,MAINTAINED,INCOMPLETE,-0.006805073405272241,-0.0031205245297515373,-0.03001466727260232,-0.00784745918443628,-0.00011869714612555704,-0.00011572005449717038,-0.00014646126409965932,-0.00014262444523409357,False,v3
full_vs_no_RD,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,528,-0.00012487225783475164,0.00013048227735713153,0.9537892791127541,0.2916666666666667,FLIPPED,FLIPPED,INCOMPLETE,-0.005170122898589756,-0.0023013686757585882,-0.027910402177676517,-0.006894935528607254,-0.00012762244442854342,-0.00012474420878024473,0.00012917467766867686,0.00013196892171937446,False,v3
full_vs_no_RD,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,528,-8.704458159292106e-05,0.0005829993164947825,0.9593345656192237,0.16477272727272727,FLIPPED,FLIPPED,INCOMPLETE,-0.0007250624923730829,-0.0003411825350590592,-0.002658651889168674,0.0035080531112350447,-8.718123696638269e-05,-8.702634846102786e-05,0.0005829993164947825,0.0005830074266885629,False,v3
full_vs_no_RD,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,528,-0.004433646588036133,-0.0013400412253203875,0.8428835489833642,0.7291666666666666,MAINTAINED,MAINTAINED,INCOMPLETE,-0.02756891009079887,0.013407164039556132,-0.8324996910368511,0.3738082162903573,-0.004448623936093021,-0.004433646588036133,-0.0018509439245919523,-0.0008709097318546632,False,v3
full_vs_no_RD,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,528,-0.004151984573495415,0.0018464663651720503,0.8964879852125693,0.39015151515151514,FLIPPED,FLIPPED,INCOMPLETE,-0.01284740693866913,0.01430601921365422,-1.1208148342604825,0.2142712703914442,-0.004151984573495415,-0.004151974043408391,0.0013649916592330946,0.0019629381699610704,False,v3
full_vs_no_RP,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,521,-4.073900174900169e-05,-0.0010133253643383189,0.8410351201478743,0.9385796545105566,MAINTAINED,MAINTAINED,INCOMPLETE,-0.0011657538719302206,-0.00034686519680430193,-0.021528274828597607,0.024301932167772308,-4.998464691330362e-05,-4.0198788626488735e-05,-0.0010158362355773276,-0.0010131117988841504,False,v3
full_vs_no_RP,position_3d_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,521,-4.19633784839446e-05,-0.0006455564273032122,0.8983364140480592,0.9251439539347409,MAINTAINED,MAINTAINED,INCOMPLETE,-0.0015219386105173218,-0.0004223348306721882,-0.02190119313261972,0.02238491351840467,-4.450333825789521e-05,-4.03971425069205e-05,-0.0006488298428617961,-0.0006438684293762209,False,v3
full_vs_no_RP,up_rmse_m,secondary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,521,-2.7181133991915907e-05,0.0005975825406641308,0.9316081330868762,0.1401151631477927,FLIPPED,FLIPPED,INCOMPLETE,-0.001046479625681577,-0.0002306662229471664,-0.0016194122703972694,0.002026292471380275,-2.749151783831838e-05,-2.7050519816884666e-05,0.0005959991388445468,0.0005981447953683217,False,v3
full_vs_no_RP,yaw_p95_absolute_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,521,-0.021984598653975063,-0.12983457241599883,0.8946395563770795,0.9846449136276392,MAINTAINED,MAINTAINED,INCOMPLETE,-0.26447379988806025,0.030229464171753925,-1.5118413175160066,-0.03735991756635334,-0.021984598653975063,-0.02192598768648102,-0.1299852120145628,-0.1295997445175825,False,v3
full_vs_no_RP,yaw_rmse_deg,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,521,-0.021087095606781237,-0.03990630911663873,0.9020332717190388,0.982725527831094,MAINTAINED,MAINTAINED,INCOMPLETE,-0.19058705419421262,0.025548488973658093,-1.12095719304922,0.014202475835536963,-0.02109535789924566,-0.020998120716257063,-0.03990948890137913,-0.03987798946967702,False,v3
full_vs_no_SA,horizontal_rmse_m,primary,Canonical_541_v1,Canonical_541_protocol_v2_CAL,541,527,0.0024161536265318584,0.00044587263918000053,0.1589648798521257,0.2428842504743833,MAINTAINED,MAINTAINED,INCOMPLETE,-0.01106424080768931,0.02889117517568628,-0.011384227479002702,0.011235562699266389,0.0024161536265318584,0.0024161536265318584,0.00043697892668131955,0.0004524479931999753,False,v3
