dataset_id,case_family,degradation_type_id,method_id,terminal_status,run_count
BY2,position_value,D15,A07,NOT_STARTED,9
BY2,position_value,D15,A08,NOT_STARTED,9
BY2,position_value,D15,A09,NOT_STARTED,9
BY2,position_value,D15,F01,NOT_STARTED,9
BY2,position_value,D15,F02,NOT_STARTED,9
BY2,position_value,D15,F03,NOT_STARTED,9
BY2,position_value,D15,F04,NOT_STARTED,9
BY2,position_value,D16,A03,NOT_STARTED,9
BY2,position_value,D16,A04,NOT_STARTED,9
BY2,position_value,D16,A05,NOT_STARTED,9
BY2,position_value,D16,A06,NOT_STARTED,9
BY2,position_value,D16,A07,NOT_STARTED,9
BY2,position_value,D16,A08,NOT_STARTED,9
BY2,position_value,D16,A09,NOT_STARTED,9
BY2,position_value,D16,F01,NOT_STARTED,9
BY2,position_value,D16,F02,NOT_STARTED,9
BY2,position_value,D16,F03,NOT_STARTED,9
BY2,position_value,D16,F04,NOT_STARTED,9
BY2,position_value,D17,A03,NOT_STARTED,9
BY2,position_value,D17,A04,NOT_STARTED,9
BY2,position_value,D17,A05,NOT_STARTED,9
BY2,position_value,D17,A06,NOT_STARTED,9
BY2,position_value,D17,A07,NOT_STARTED,9
BY2,position_value,D17,A08,NOT_STARTED,9
BY2,position_value,D17,A09,NOT_STARTED,9
BY2,position_value,D17,F01,NOT_STARTED,9
BY2,position_value,D17,F02,NOT_STARTED,9
BY2,position_value,D17,F03,NOT_STARTED,9
BY2,position_value,D17,F04,NOT_STARTED,9
BY2,position_value,D18,A03,NOT_STARTED,9
BY2,position_value,D18,A04,NOT_STARTED,9
BY2,position_value,D18,A05,NOT_STARTED,9
BY2,position_value,D18,A06,NOT_STARTED,9
BY2,position_value,D18,A07,NOT_STARTED,9
BY2,position_value,D18,A08,NOT_STARTED,9
BY2,position_value,D18,A09,NOT_STARTED,9
BY2,position_value,D18,F01,NOT_STARTED,9
BY2,position_value,D18,F02,NOT_STARTED,9
BY2,position_value,D18,F03,NOT_STARTED,9
BY2,position_value,D18,F04,NOT_STARTED,9
BY2,position_value,D19,A03,NOT_STARTED,9
BY2,position_value,D19,A04,NOT_STARTED,9
BY2,position_value,D19,A05,NOT_STARTED,9
BY2,position_value,D19,A06,NOT_STARTED,9
BY2,position_value,D19,A07,NOT_STARTED,9
BY2,position_value,D19,A08,NOT_STARTED,9
BY2,position_value,D19,A09,NOT_STARTED,9
BY2,position_value,D19,F01,NOT_STARTED,9
BY2,position_value,D19,F02,NOT_STARTED,9
BY2,position_value,D19,F03,NOT_STARTED,9
BY2,position_value,D19,F04,NOT_STARTED,9
BY2,position_value,D20,A03,NOT_STARTED,9
BY2,position_value,D20,A04,NOT_STARTED,9
BY2,position_value,D20,A05,NOT_STARTED,9
BY2,position_value,D20,A06,NOT_STARTED,9
BY2,position_value,D20,A07,NOT_STARTED,9
BY2,position_value,D20,A08,NOT_STARTED,9
BY2,position_value,D20,A09,NOT_STARTED,9
BY2,position_value,D20,F01,NOT_STARTED,9
BY2,position_value,D20,F02,NOT_STARTED,9
BY2,position_value,D20,F03,NOT_STARTED,9
BY2,position_value,D20,F04,NOT_STARTED,9
BY2,position_value,D21,A03,NOT_STARTED,9
BY2,position_value,D21,A04,NOT_STARTED,9
BY2,position_value,D21,A05,NOT_STARTED,9
BY2,position_value,D21,A06,NOT_STARTED,9
BY2,position_value,D21,A07,NOT_STARTED,9
BY2,position_value,D21,A08,NOT_STARTED,9
BY2,position_value,D21,A09,NOT_STARTED,9
BY2,position_value,D21,F01,NOT_STARTED,9
BY2,position_value,D21,F02,NOT_STARTED,9
BY2,position_value,D21,F03,NOT_STARTED,9
BY2,position_value,D21,F04,NOT_STARTED,9
BY2,position_value,D22,A03,NOT_STARTED,9
BY2,position_value,D22,A04,NOT_STARTED,9
BY2,position_value,D22,A05,NOT_STARTED,9
BY2,position_value,D22,A06,NOT_STARTED,9
BY2,position_value,D22,A07,NOT_STARTED,9
BY2,position_value,D22,A08,NOT_STARTED,9
BY2,position_value,D22,A09,NOT_STARTED,9
BY2,position_value,D22,F01,NOT_STARTED,9
BY2,position_value,D22,F02,NOT_STARTED,9
BY2,position_value,D22,F03,NOT_STARTED,9
BY2,position_value,D22,F04,NOT_STARTED,9
BY2,velocity_raw_doppler,D42,A03,NOT_STARTED,9
BY2,velocity_raw_doppler,D42,A04,NOT_STARTED,9
BY2,velocity_raw_doppler,D42,A05,NOT_STARTED,9
BY2,velocity_raw_doppler,D42,A06,NOT_STARTED,9
BY2,velocity_raw_doppler,D42,A07,NOT_STARTED,9
BY2,velocity_raw_doppler,D42,A08,NOT_STARTED,9
BY2,velocity_raw_doppler,D42,A09,NOT_STARTED,9
BY2,velocity_raw_doppler,D42,F01,NOT_STARTED,9
BY2,velocity_raw_doppler,D42,F02,NOT_STARTED,9
BY2,velocity_raw_doppler,D42,F03,NOT_STARTED,9
BY2,velocity_raw_doppler,D42,F04,NOT_STARTED,9
BY2,velocity_raw_doppler,D43,A03,NOT_STARTED,9
BY2,velocity_raw_doppler,D43,A04,NOT_STARTED,9
BY2,velocity_raw_doppler,D43,A05,NOT_STARTED,9
BY2,velocity_raw_doppler,D43,A06,NOT_STARTED,9
BY2,velocity_raw_doppler,D43,A07,NOT_STARTED,9
BY2,velocity_raw_doppler,D43,A08,NOT_STARTED,9
BY2,velocity_raw_doppler,D43,A09,NOT_STARTED,9
BY2,velocity_raw_doppler,D43,F01,NOT_STARTED,9
BY2,velocity_raw_doppler,D43,F02,NOT_STARTED,9
BY2,velocity_raw_doppler,D43,F03,NOT_STARTED,9
BY2,velocity_raw_doppler,D43,F04,NOT_STARTED,9
BY2,velocity_raw_doppler,D44,A03,NOT_STARTED,9
BY2,velocity_raw_doppler,D44,A04,NOT_STARTED,9
BY2,velocity_raw_doppler,D44,A05,NOT_STARTED,9
BY2,velocity_raw_doppler,D44,A06,NOT_STARTED,9
BY2,velocity_raw_doppler,D44,A07,NOT_STARTED,9
BY2,velocity_raw_doppler,D44,A08,NOT_STARTED,9
BY2,velocity_raw_doppler,D44,A09,NOT_STARTED,9
BY2,velocity_raw_doppler,D44,F01,NOT_STARTED,9
BY2,velocity_raw_doppler,D44,F02,NOT_STARTED,9
BY2,velocity_raw_doppler,D44,F03,NOT_STARTED,9
BY2,velocity_raw_doppler,D44,F04,NOT_STARTED,9
BY2,velocity_raw_doppler,D45,A03,NOT_STARTED,9
BY2,velocity_raw_doppler,D45,A04,NOT_STARTED,9
BY2,velocity_raw_doppler,D45,A05,NOT_STARTED,9
BY2,velocity_raw_doppler,D45,A06,NOT_STARTED,9
BY2,velocity_raw_doppler,D45,A07,NOT_STARTED,9
BY2,velocity_raw_doppler,D45,A08,NOT_STARTED,9
BY2,velocity_raw_doppler,D45,A09,NOT_STARTED,9
BY2,velocity_raw_doppler,D45,F01,NOT_STARTED,9
BY2,velocity_raw_doppler,D45,F02,NOT_STARTED,9
BY2,velocity_raw_doppler,D45,F03,NOT_STARTED,9
BY2,velocity_raw_doppler,D45,F04,NOT_STARTED,9
BY2,velocity_raw_doppler,D46,A03,NOT_STARTED,9
BY2,velocity_raw_doppler,D46,A04,NOT_STARTED,9
BY2,velocity_raw_doppler,D46,A05,NOT_STARTED,9
BY2,velocity_raw_doppler,D46,A06,NOT_STARTED,9
BY2,velocity_raw_doppler,D46,A07,NOT_STARTED,9
BY2,velocity_raw_doppler,D46,A08,NOT_STARTED,9
BY2,velocity_raw_doppler,D46,A09,NOT_STARTED,9
BY2,velocity_raw_doppler,D46,F01,NOT_STARTED,9
BY2,velocity_raw_doppler,D46,F02,NOT_STARTED,9
BY2,velocity_raw_doppler,D46,F03,NOT_STARTED,9
BY2,velocity_raw_doppler,D46,F04,NOT_STARTED,9
BY2,velocity_raw_doppler,D47,A03,NOT_STARTED,9
BY2,velocity_raw_doppler,D47,A04,NOT_STARTED,9
BY2,velocity_raw_doppler,D47,A05,NOT_STARTED,9
BY2,velocity_raw_doppler,D47,A06,NOT_STARTED,9
BY2,velocity_raw_doppler,D47,A07,NOT_STARTED,9
BY2,velocity_raw_doppler,D47,A08,NOT_STARTED,9
BY2,velocity_raw_doppler,D47,A09,NOT_STARTED,9
BY2,velocity_raw_doppler,D47,F01,NOT_STARTED,9
BY2,velocity_raw_doppler,D47,F02,NOT_STARTED,9
BY2,velocity_raw_doppler,D47,F03,NOT_STARTED,9
BY2,velocity_raw_doppler,D47,F04,NOT_STARTED,9
BY2,velocity_raw_doppler,D48,A03,NOT_STARTED,9
BY2,velocity_raw_doppler,D48,A04,NOT_STARTED,9
BY2,velocity_raw_doppler,D48,A05,NOT_STARTED,9
BY2,velocity_raw_doppler,D48,A06,NOT_STARTED,9
BY2,velocity_raw_doppler,D48,A07,NOT_STARTED,9
BY2,velocity_raw_doppler,D48,A08,NOT_STARTED,9
BY2,velocity_raw_doppler,D48,A09,NOT_STARTED,9
BY2,velocity_raw_doppler,D48,F01,NOT_STARTED,9
BY2,velocity_raw_doppler,D48,F02,NOT_STARTED,9
BY2,velocity_raw_doppler,D48,F03,NOT_STARTED,9
BY2,velocity_raw_doppler,D48,F04,NOT_STARTED,9
BY2,velocity_raw_doppler,D49,A03,NOT_STARTED,9
BY2,velocity_raw_doppler,D49,A04,NOT_STARTED,9
BY2,velocity_raw_doppler,D49,A05,NOT_STARTED,9
BY2,velocity_raw_doppler,D49,A06,NOT_STARTED,9
BY2,velocity_raw_doppler,D49,A07,NOT_STARTED,9
BY2,velocity_raw_doppler,D49,A08,NOT_STARTED,9
BY2,velocity_raw_doppler,D49,A09,NOT_STARTED,9
BY2,velocity_raw_doppler,D49,F01,NOT_STARTED,9
BY2,velocity_raw_doppler,D49,F02,NOT_STARTED,9
BY2,velocity_raw_doppler,D49,F03,NOT_STARTED,9
BY2,velocity_raw_doppler,D49,F04,NOT_STARTED,9
BY2,velocity_raw_doppler,D50,A03,NOT_STARTED,9
BY2,velocity_raw_doppler,D50,A04,NOT_STARTED,9
BY2,velocity_raw_doppler,D50,A05,NOT_STARTED,9
BY2,velocity_raw_doppler,D50,A06,NOT_STARTED,9
BY2,velocity_raw_doppler,D50,A07,NOT_STARTED,9
BY2,velocity_raw_doppler,D50,A08,NOT_STARTED,9
BY2,velocity_raw_doppler,D50,A09,NOT_STARTED,9
BY2,velocity_raw_doppler,D50,F01,NOT_STARTED,9
BY2,velocity_raw_doppler,D50,F02,NOT_STARTED,9
BY2,velocity_raw_doppler,D50,F03,NOT_STARTED,9
BY2,velocity_raw_doppler,D50,F04,NOT_STARTED,9
BY2H,natural_sequence,CLEAN,A03,FAILED_TECHNICAL,1
BY2H,natural_sequence,CLEAN,A04,FAILED_TECHNICAL,1
BY2H,natural_sequence,CLEAN,A05,FAILED_TECHNICAL,1
BY2H,natural_sequence,CLEAN,A06,FAILED_TECHNICAL,1
BY2H,natural_sequence,CLEAN,A07,FAILED_TECHNICAL,1
BY2H,natural_sequence,CLEAN,A08,FAILED_TECHNICAL,1
BY2H,natural_sequence,CLEAN,A09,FAILED_TECHNICAL,1
BY2H,natural_sequence,CLEAN,F01,FAILED_TECHNICAL,1
BY2H,natural_sequence,CLEAN,F02,FAILED_TECHNICAL,1
BY2H,natural_sequence,CLEAN,F03,FAILED_TECHNICAL,1
BY2H,natural_sequence,CLEAN,F04,FAILED_TECHNICAL,1
BY2O,natural_sequence,CLEAN,A03,FAILED_TECHNICAL,1
BY2O,natural_sequence,CLEAN,A04,FAILED_TECHNICAL,1
BY2O,natural_sequence,CLEAN,A05,FAILED_TECHNICAL,1
BY2O,natural_sequence,CLEAN,A06,FAILED_TECHNICAL,1
BY2O,natural_sequence,CLEAN,A07,FAILED_TECHNICAL,1
BY2O,natural_sequence,CLEAN,A08,FAILED_TECHNICAL,1
BY2O,natural_sequence,CLEAN,A09,FAILED_TECHNICAL,1
BY2O,natural_sequence,CLEAN,F01,FAILED_TECHNICAL,1
BY2O,natural_sequence,CLEAN,F02,FAILED_TECHNICAL,1
BY2O,natural_sequence,CLEAN,F03,FAILED_TECHNICAL,1
BY2O,natural_sequence,CLEAN,F04,FAILED_TECHNICAL,1
