comparison,metric_name,duration_s,registered_count,complete,paired_sample_count,mean_delta_candidate_minus_reference,median_delta_candidate_minus_reference,std_delta,p10_delta,p90_delta,mean_ci95_low,mean_ci95_high,median_ci95_low,median_ci95_high,wilcoxon_p,wilcoxon_zero_policy,wilcoxon_approximation,win_count,tie_count,loss_count,win_rate,bootstrap_n,bootstrap_seed,bootstrap_policy,delta_definition,evaluator_version,source_table,source_table_row,source_sha256
A04_vs_A09,outage_end_horizontal_error_m,10,9,True,9,-10.087282441043527,-9.762974422963612,3.592058465949613,-13.937140015354482,-5.910325905597345,-12.316156953063157,-7.6713587329608615,-13.588683883072212,-6.600371091377294,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,30,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A04_vs_A09,outage_end_horizontal_error_m,20,9,True,9,-74.34365171333067,-71.27320138124212,25.623750379940024,-105.9150596873009,-38.29231431031383,-90.43028027925075,-57.17562397590594,-104.72133793308159,-40.18817751424993,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,31,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_F03,fault_window_horizontal_rmse_m,ALL,18,True,18,-12.13380163709897,-6.038208914228202,11.660561734324437,-29.356413824060603,-1.3649219530950556,-17.65188204225411,-7.024823873761681,-21.99418823773985,-2.569595281030721,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,32,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_F03,fault_window_horizontal_rmse_m,10,9,True,9,-2.1488748603445287,-2.151457732630602,0.8797675298670002,-3.050109267061309,-0.9361074541169331,-2.695197062939966,-1.5548060383392457,-2.9891587476334323,-1.0032048014659902,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,33,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_F03,fault_window_horizontal_rmse_m,20,9,True,9,-22.118728413853415,-22.34960295819005,8.471474696832821,-31.268034819426877,-8.888914324695389,-27.43772895249755,-16.34294836849957,-30.963119528184208,-8.915516284948339,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,34,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_F03,outage_end_horizontal_error_m,ALL,18,True,18,-34.78163870693989,-17.524575156047074,32.647290627743615,-82.10731008780292,-4.691266529089106,-50.26434590259097,-20.454590842331374,-61.85531798609293,-7.749862679947609,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,35,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_F03,outage_end_horizontal_error_m,10,9,True,9,-6.714981181336638,-6.8208050335617525,2.5532060455373617,-9.396963943755228,-3.201784520809221,-8.276062477122553,-4.982509449525976,-9.247717699687307,-3.4903842542604213,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,36,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_F03,outage_end_horizontal_error_m,20,9,True,9,-62.848296232543134,-62.83843857822002,23.445634566689392,-90.10499707821897,-25.871104844345105,-77.49982514697442,-46.961361277805004,-89.16132760289365,-26.07508070741457,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,37,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A06,fault_window_horizontal_rmse_m,ALL,18,True,18,-10.874748669954563,-5.453826410847523,10.280503674420318,-26.017505579407523,-1.225377098031153,-15.719415900742645,-6.332919810300061,-20.17114238506248,-2.232621673418782,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,38,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A06,fault_window_horizontal_rmse_m,10,9,True,9,-1.911814643919997,-2.0646913266605313,0.7466353586881029,-2.6326263903047393,-0.9266980480417252,-2.3743607958412483,-1.4094441342898867,-2.5481317013212514,-1.0170301461957791,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,39,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A06,fault_window_horizontal_rmse_m,20,9,True,9,-19.83768269598913,-20.69380033447902,7.08178469953723,-27.00172191857224,-9.15044704964974,-24.255607190520898,-14.991052198679206,-26.616100921384184,-9.453796893198087,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,40,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A06,outage_end_horizontal_error_m,ALL,18,True,18,-31.178188802498774,-15.967018479343372,28.69946948124279,-72.49497081060126,-4.279159114431258,-44.69878577655711,-18.49129266183516,-56.77891421505172,-6.910054721037134,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,41,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A06,outage_end_horizontal_error_m,10,9,True,9,-6.037139378186611,-6.546640066693078,2.188884929485506,-8.193774943554851,-3.188929030186424,-7.374756993718859,-4.547351928286253,-7.963699727747013,-3.5468523326161066,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,42,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A06,outage_end_horizontal_error_m,20,9,True,9,-56.31923822681094,-58.33254761113976,19.4520730890985,-77.72337335195817,-26.61729981895148,-68.41685193770729,-43.01856530132692,-76.54165297159025,-27.566634485714218,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,43,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A07,fault_window_horizontal_rmse_m,ALL,18,True,18,-12.134463604668479,-6.038714570051517,11.661242326290607,-29.35643492608065,-1.3654888313154343,-17.65337312118117,-7.025258954541288,-21.99637622927451,-2.5702764952562047,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,44,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A07,fault_window_horizontal_rmse_m,10,9,True,9,-2.1494380066739684,-2.1517553540272463,0.8796257444890977,-3.0504317648560555,-0.9377948671732462,-2.6955260710447426,-1.5556862365314268,-2.9895605844407758,-1.005311314056283,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,45,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A07,fault_window_horizontal_rmse_m,20,9,True,9,-22.11948920266299,-22.35189398402132,8.473129961788846,-31.26895010337271,-8.884818898417805,-27.441395987758547,-16.342494335056006,-30.962260824454148,-8.910145459625792,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,46,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A07,outage_end_horizontal_error_m,ALL,18,True,18,-34.7816648953506,-17.525607448370877,32.649710908663955,-82.10803167198362,-4.688551656500262,-50.26829044747708,-20.45433746462788,-61.86259834823473,-7.750495276075337,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,47,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A07,outage_end_horizontal_error_m,10,9,True,9,-6.71472705845348,-6.821398539631135,2.554677367944435,-9.398538327699121,-3.19528283277816,-8.276834415585329,-4.979348112883451,-9.249755132426856,-3.482255676634333,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,48,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A07,outage_end_horizontal_error_m,20,9,True,9,-62.84860273224773,-62.844610082458914,23.451543004755113,-90.1075050316959,-25.851149451772837,-77.5035448879584,-46.95395567367347,-89.16048395175257,-26.049550867727653,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,49,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A08,fault_window_horizontal_rmse_m,ALL,18,True,18,-12.133862303741017,-6.038569921875357,11.660400820863892,-29.35622715662697,-1.3648693926416415,-17.65182299982933,-7.024945626620295,-21.99464382403277,-2.569636091950735,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,50,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A08,fault_window_horizontal_rmse_m,10,9,True,9,-2.148893754570625,-2.1515801444341704,0.8797706386181692,-3.0500526767995537,-0.9360509867824961,-2.695219900354734,-1.5547815611633389,-2.9890919689277435,-1.0031330764652915,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,51,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A08,fault_window_horizontal_rmse_m,20,9,True,9,-22.11883085291141,-22.3501226241882,8.47093291048797,-31.267979641321464,-8.890026999910857,-27.437536909388633,-16.343521631757618,-30.9631999819685,-8.916722666022592,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,52,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A08,outage_end_horizontal_error_m,ALL,18,True,18,-34.78189999261909,-17.52536120956581,32.64682203974484,-82.10677449439676,-4.691263675575635,-50.264405481976105,-20.45508562424087,-61.85648156566087,-7.750123518777952,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,53,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A08,outage_end_horizontal_error_m,10,9,True,9,-6.715059374181075,-6.821140026638764,2.5531299658382554,-9.396772136668393,-3.2020633796162667,-8.276091136223846,-4.982704189187486,-9.247515595383778,-3.4907442184756654,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,54,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A08,outage_end_horizontal_error_m,20,9,True,9,-62.848740611057096,-62.83988671055768,23.443899448800607,-90.1048526647443,-25.875743693324072,-77.4994230701177,-46.96307954321828,-89.16157324493595,-26.0804485873239,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,55,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A09,fault_window_horizontal_rmse_m,ALL,18,True,18,-12.134956074745723,-6.038393213422138,11.661287480021306,-29.356655567810574,-1.3649897686311843,-17.653895951541273,-7.025743331873335,-21.996199880426886,-2.5702532102265856,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,56,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A09,fault_window_horizontal_rmse_m,10,9,True,9,-2.149222051595409,-2.151650450459025,0.879883459579956,-3.0504570001278966,-0.9363987226845852,-2.6955060216231024,-1.5551148376132042,-2.9895900667161825,-1.0035666253742201,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,57,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A09,fault_window_horizontal_rmse_m,20,9,True,9,-22.120690097896034,-22.35163679336196,8.471557620577078,-31.269151366976253,-8.893147225099973,-27.441654888192907,-16.344651671156484,-30.962399114065178,-8.920718608107585,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,58,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A09,outage_end_horizontal_error_m,ALL,18,True,18,-34.78446835964394,-17.524856513169425,32.64900017390475,-82.10847862053294,-4.690774254192575,-50.271434256488476,-20.456964892455733,-61.86209450704601,-7.750254436955632,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,59,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A09,outage_end_horizontal_error_m,10,9,True,9,-6.715466764945384,-6.821136110163673,2.5536799029000212,-9.398715578187195,-3.201015334882502,-8.276813267126295,-4.982420962204028,-9.249970950753998,-3.4894212979937986,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,60,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
F04_vs_A09,outage_end_horizontal_error_m,20,9,True,9,-62.853469954342486,-62.843806849673825,23.444731660191998,-90.1081078589123,-25.88514924220887,-77.50394212377333,-46.96813381210532,-89.16086032621162,-26.092431818156367,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,61,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_F03,fault_window_horizontal_rmse_m,ALL,18,True,18,-12.163491590074067,-6.049753085059163,11.688875805948246,-29.416517585012308,-1.3662791356644033,-17.694499338183856,-7.036674877499619,-22.075136832918865,-2.581349033453622,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,62,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_F03,fault_window_horizontal_rmse_m,10,9,True,9,-2.1569416173239206,-2.1654194556344057,0.8841632771433664,-3.0709676176288925,-0.9364380108889272,-2.7057270928552244,-1.5603648612899816,-3.0123953950014126,-1.0035821059829169,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,63,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_F03,fault_window_horizontal_rmse_m,20,9,True,9,-22.170041562824213,-22.510034980903377,8.497988338355364,-31.27742914815842,-8.893768061332725,-27.50952723688579,-16.37550601450011,-30.92785836051101,-8.918647661171027,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,64,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_F03,outage_end_horizontal_error_m,ALL,18,True,18,-34.85896299749051,-17.554312091872486,32.719903528875584,-82.26402958370532,-4.694963614966755,-50.37767211953692,-20.50263836089355,-62.06235498935796,-7.765990523091535,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,65,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_F03,outage_end_horizontal_error_m,10,9,True,9,-6.738454816412662,-6.864551491490133,2.5657878428765106,-9.462070648005868,-3.202896741409288,-8.30635893904623,-4.989988045148889,-9.32122440241433,-3.4916458402366466,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,66,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_F03,outage_end_horizontal_error_m,20,9,True,9,-62.979471178568346,-63.25450821081259,23.51754549052823,-90.12781071892219,-25.884797508960997,-77.68522318464592,-47.03008656790873,-89.0641424824515,-26.085204747858008,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,67,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A06,fault_window_horizontal_rmse_m,ALL,18,True,18,-10.904438622929662,-5.465370581678485,10.309536940774516,-26.077609340359228,-1.2267342806005008,-15.770835888511762,-6.3460077920082565,-20.172607552707195,-2.2290741209151435,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,68,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
