comparison,metric_name,duration_s,registered_count,complete,paired_sample_count,mean_delta_candidate_minus_reference,median_delta_candidate_minus_reference,std_delta,p10_delta,p90_delta,mean_ci95_low,mean_ci95_high,median_ci95_low,median_ci95_high,wilcoxon_p,wilcoxon_zero_policy,wilcoxon_approximation,win_count,tie_count,loss_count,win_rate,bootstrap_n,bootstrap_seed,bootstrap_policy,delta_definition,evaluator_version,source_table,source_table_row,source_sha256
A03_vs_A06,fault_window_horizontal_rmse_m,10,9,True,9,-1.9198814008993885,-2.078653049664335,0.7515614246908279,-2.6546254754343965,-0.9270286048137193,-2.383398734008788,-1.4147165013573215,-2.572794266891824,-1.0174074507127058,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,69,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A06,fault_window_horizontal_rmse_m,20,9,True,9,-19.888995844959933,-20.854232357192345,7.110817276476223,-27.01111624730378,-9.155300786287077,-24.3403087275763,-15.027620899671318,-26.580839753710983,-9.456928269420775,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,70,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A06,outage_end_horizontal_error_m,ALL,18,True,18,-31.255513093049395,-15.996755415168781,28.774185799296244,-72.65169030650364,-4.282856200308908,-44.80421707865391,-18.536775030478857,-56.77691858898921,-6.935223001193423,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,71,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A06,outage_end_horizontal_error_m,10,9,True,9,-6.060613013262635,-6.590386524621458,2.202851775299925,-8.25888164780549,-3.190041250786491,-7.404083387730641,-4.560459706672157,-8.037206430474036,-3.548113918592332,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,72,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A06,outage_end_horizontal_error_m,20,9,True,9,-56.45041317283616,-58.748617243732326,19.531743414760076,-77.74618699266139,-26.630992483567375,-68.66535492132097,-43.13253055995667,-76.4444678511481,-27.576758526157654,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,73,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A07,fault_window_horizontal_rmse_m,ALL,18,True,18,-12.164153557643578,-6.050258740882478,11.689562577925662,-29.416538687032354,-1.3668460138847822,-17.69588745726811,-7.036409297372448,-22.077324824453534,-2.581698762555616,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,74,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A07,fault_window_horizontal_rmse_m,10,9,True,9,-2.157504763653361,-2.16571707703105,0.8840232608579788,-3.0718204916212226,-0.9381254239452403,-2.7060595385779687,-1.5612551809428803,-3.013460202055736,-1.0056886185732097,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,75,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A07,fault_window_horizontal_rmse_m,20,9,True,9,-22.170802351633792,-22.512326006734646,8.499659359539674,-31.27834443210425,-8.889672635055144,-27.51336686863535,-16.37521103468089,-30.92699965678095,-8.913276835848482,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,76,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A07,outage_end_horizontal_error_m,ALL,18,True,18,-34.85898918590122,-17.55534438419629,32.722337461262924,-82.26475116788603,-4.692248742377911,-50.380113914945674,-20.502420378116007,-62.069635351499755,-7.766623119219263,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,77,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A07,outage_end_horizontal_error_m,10,9,True,9,-6.738200693529505,-6.865144997559515,2.5672658382475935,-9.46364503194976,-3.196395053378227,-8.306898703477708,-4.98935984303965,-9.323261835153879,-3.483517262610558,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,78,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A07,outage_end_horizontal_error_m,20,9,True,9,-62.97977767827293,-63.26067971505148,23.52348598970607,-90.1303186723991,-25.86484211638873,-77.690621228128,-47.02268873530308,-89.06329883131042,-26.05967490817109,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,79,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A08,fault_window_horizontal_rmse_m,ALL,18,True,18,-12.163552256716113,-6.050114092706318,11.688714907397374,-29.416330917578676,-1.3662265752109892,-17.694320634445297,-7.036732674845979,-22.075592419211787,-2.581376850002562,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,80,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A08,fault_window_horizontal_rmse_m,10,9,True,9,-2.1569605115500163,-2.165541867437974,0.8841665060845463,-3.070931818360856,-0.9363815435544895,-2.705749930269992,-1.5603381551891677,-3.0123546050378724,-1.0035103809822172,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,81,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A08,fault_window_horizontal_rmse_m,20,9,True,9,-22.17014400188221,-22.510554646901525,8.497446984447322,-31.277373970053006,-8.894880736548194,-27.509306355891418,-16.37597460709356,-30.927938814295302,-8.91985404224528,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,82,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A08,outage_end_horizontal_error_m,ALL,18,True,18,-34.85922428316971,-17.555098145391216,32.71943480068924,-82.26349399029915,-4.6949607614532844,-50.377840673718005,-20.503271408362338,-62.0635185689259,-7.766251361921878,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,83,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A08,outage_end_horizontal_error_m,10,9,True,9,-6.7385330092570985,-6.864886484567144,2.5657120006760317,-9.46187884091903,-3.2031756002163334,-8.306402699049718,-4.990173745332613,-9.321022298110801,-3.4920058044518907,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,84,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A08,outage_end_horizontal_error_m,20,9,True,9,-62.97991555708231,-63.255956343150245,23.515811570883248,-90.12766630544752,-25.889436357939967,-77.68473962176911,-47.032471957950385,-89.0643881244938,-26.090572627767337,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,85,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A09,fault_window_horizontal_rmse_m,ALL,18,True,18,-12.164646027720819,-6.0499373842530995,11.689606781085532,-29.416759328762275,-1.3663469512005322,-17.69583525767372,-7.037448591632952,-22.07714847560591,-2.5816610519092085,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,86,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A09,fault_window_horizontal_rmse_m,10,9,True,9,-2.157288808574801,-2.1656121734628284,0.88428136463459,-3.0718688078799246,-0.9367292794565794,-2.7060403455637876,-1.5606742672984797,-3.013518535564719,-1.0039439298911468,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,87,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A09,fault_window_horizontal_rmse_m,20,9,True,9,-22.172003246866836,-22.512068816075285,8.4980858337495,-31.278545695707795,-8.89800096173731,-27.513640987762003,-16.377391138582485,-30.92713794639198,-8.923849984330275,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,88,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A09,outage_end_horizontal_error_m,ALL,18,True,18,-34.86179265019455,-17.554593448994837,32.72162316006567,-82.26519811643533,-4.694471340070225,-50.37999994994827,-20.504974725134414,-62.06913151031104,-7.766382280099558,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,89,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A09,outage_end_horizontal_error_m,10,9,True,9,-6.738940400021407,-6.864882568092053,2.566266470187523,-9.463822282437834,-3.202127555482569,-8.306805484138511,-4.990150141542095,-9.32347765348102,-3.490682883970024,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,90,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A03_vs_A09,outage_end_horizontal_error_m,20,9,True,9,-62.98464490036771,-63.25987648226639,23.51667245790835,-90.13092149961552,-25.89884190682476,-77.69104314802249,-47.03662568488881,-89.06367520576947,-26.102555858599803,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,91,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_F03,fault_window_horizontal_rmse_m,ALL,18,True,18,-11.848881153628602,-3.0529689509619735,12.6022290069424,-32.52909646637207,-0.8040449351530038,-17.920385918031894,-6.4151428459081385,-20.809368258537965,-2.0895818892225893,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,92,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_F03,fault_window_horizontal_rmse_m,10,9,True,9,-1.9915911027140263,-2.184593978720403,1.0263240367356525,-3.033213231545528,-0.43198573822128333,-2.614489441398552,-1.2760054392177267,-3.0200427519345645,-0.5020380535624116,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,93,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_F03,fault_window_horizontal_rmse_m,20,9,True,9,-21.706171204543175,-20.884652327320584,11.056521901698586,-33.92066416777494,-6.715569593752801,-28.6618275526773,-14.15854243757596,-33.71789499846377,-8.161092878232331,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,94,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_F03,outage_end_horizontal_error_m,ALL,18,True,18,-34.375007139973995,-9.417573363137173,35.37827761888876,-89.3377403748813,-3.784414291200491,-51.41359425619192,-19.082773620494162,-60.655014566591646,-6.818306975579391,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,95,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_F03,outage_end_horizontal_error_m,10,9,True,9,-6.340949191624472,-7.067320202639067,3.127909775383206,-9.362260329337012,-1.4036865548161515,-8.220511129355291,-4.1402620430345465,-9.32538497347024,-1.607975678848006,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,96,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_F03,outage_end_horizontal_error_m,20,9,True,9,-62.40906508832352,-60.84257358527614,30.35859721549324,-98.25546267765304,-19.953468492326323,-81.2482013623047,-41.45243656299643,-97.98788437821005,-23.762542191284304,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,97,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A06,fault_window_horizontal_rmse_m,ALL,18,True,18,-10.589828186484194,-2.6660902815509466,11.149969838901795,-28.481449255684495,-0.9710554522046163,-15.947389713586192,-5.771210229711264,-19.24765138056887,-2.0189245684255224,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,98,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A06,fault_window_horizontal_rmse_m,10,9,True,9,-1.7545308862894944,-2.097827572750332,0.8898127114788636,-2.6081910796083605,-0.3528720797310853,-2.2887705223286563,-1.1290551314282162,-2.5695916116466364,-0.39968964426721687,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,99,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A06,fault_window_horizontal_rmse_m,20,9,True,9,-19.425125486678894,-19.417021195093422,9.577417782976505,-29.654351266920294,-6.146858668820966,-25.389434561824984,-12.852969003269491,-29.370876391663742,-7.3156340700051,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,100,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A06,outage_end_horizontal_error_m,ALL,18,True,18,-30.77155723553289,-8.27491133104068,31.238629790716185,-78.01730377934415,-3.4629852738633953,-45.76556964654796,-17.246351406816203,-56.355427493594455,-6.745370428593912,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,101,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A06,outage_end_horizontal_error_m,10,9,True,9,-5.663107388474445,-6.793155235770392,2.7458401180914005,-8.06192494592705,-1.1828603572579086,-7.305373767667872,-3.719850297329603,-7.919934022517964,-1.3178259123112808,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,102,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A06,outage_end_horizontal_error_m,20,9,True,9,-55.880007082591334,-56.74929040636202,26.139928022169887,-85.87383895139223,-18.463587055852894,-72.03420862205874,-37.89367711071458,-85.36820974690664,-21.527301951117607,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,103,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A07,fault_window_horizontal_rmse_m,ALL,18,True,18,-11.849543121198112,-3.053172440237824,12.603075725165104,-32.52805943233892,-0.800288661903339,-17.920463621732196,-6.415811344384884,-20.811556250072627,-2.0902357374219016,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,104,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A07,fault_window_horizontal_rmse_m,10,9,True,9,-1.992154249043466,-2.184891600117047,1.026068518814909,-3.0335357293402745,-0.43241585267565746,-2.6148545960149776,-1.2770042676037152,-3.020444588741908,-0.5020490684828061,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,105,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A07,fault_window_horizontal_rmse_m,20,9,True,9,-21.706931993352754,-20.886737284558645,11.058299512557632,-33.92157945172077,-6.715300364610109,-28.66173876553989,-14.157172180134133,-33.71703629473371,-8.162099048134603,0.00390625,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,9,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,106,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
A05_vs_A07,outage_end_horizontal_error_m,ALL,18,True,18,-34.37503332838472,-9.417770300610844,35.38139778393259,-89.33334346953461,-3.7665451645243633,-51.413054370120086,-19.082920635138233,-60.66229492873344,-6.819670351985989,7.62939453125e-06,wilcox; abs(delta)>1e-12,exact conditional signs with ties for n_nonzero<=20; frozen normal approximation otherwise,18,0,0,1.0,10000,20260904,paired cases; percentile 95%; default_rng PCG64; mean and median explicitly separated,candidate_minus_reference; negative_is_better,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H2_MATCHED_FAMILY_SUMMARY.csv,107,4e3e9fe9eab945ff0206cd25b84199ad4606dbb9fa147ef7019c57dae9fb3e48
