comparison,candidate_method_id,reference_method_id,metric_name,case_id,degradation_id,case_family,seed_id,candidate_value,reference_value,delta_candidate_minus_reference,relative_change_percent,candidate_better,tie,evaluator_version,source_table,source_table_row,source_sha256
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_10s_seed_03,D62,A2,seed_03,13.38009726039358,20.291686785176054,-6.911589524782475,-34.06118770683808,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1143,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_10s_seed_04,D62,A2,seed_04,7.961338295415172,9.70357486646255,-1.7422365710473775,-17.954584728035513,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1144,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_10s_seed_04,D62,A2,seed_04,16.72130639287468,22.439571238093883,-5.718264845219203,-25.48295056329667,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1145,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_10s_seed_05,D62,A2,seed_05,7.41221055046869,8.615360238151888,-1.2031496876831982,-13.965169817916866,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1146,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_10s_seed_05,D62,A2,seed_05,14.530661656048053,20.13787829141996,-5.6072166353719055,-27.844128136184747,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1147,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_10s_seed_06,D62,A2,seed_06,9.553141551343995,14.663556550171304,-5.110414998827309,-34.85112892866095,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1148,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_10s_seed_06,D62,A2,seed_06,19.37521871212962,33.38506033098572,-14.009841618856104,-41.96440407763208,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1149,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_10s_seed_07,D62,A2,seed_07,7.502530841450426,12.698279707216036,-5.19574886576561,-40.91695084345188,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1150,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_10s_seed_07,D62,A2,seed_07,15.209554942409,28.34872568385106,-13.139170741442062,-46.34836460718525,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1151,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_10s_seed_08,D62,A2,seed_08,5.1437564419793365,1.149625898339542,3.9941305436397947,347.42872002176557,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1152,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_10s_seed_08,D62,A2,seed_08,9.68473045681376,1.3663960079999273,8.318334448813832,608.7791826170408,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1153,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_20s_seed_00,D62,A2,seed_00,26.985818630083102,61.49167416368585,-34.50585553360275,-56.11467894295894,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1154,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_20s_seed_00,D62,A2,seed_00,43.56686811263737,140.01427000237263,-96.44740188973526,-68.88398010295728,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1155,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_20s_seed_01,D62,A2,seed_01,10.16811410124612,17.954073699277373,-7.785959598031253,-43.3659777075808,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1156,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_20s_seed_01,D62,A2,seed_01,16.574800866592003,39.57135214929054,-22.996551282698537,-58.114140744899544,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1157,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_20s_seed_02,D62,A2,seed_02,12.29926367605013,36.57606116372468,-24.27679748767455,-66.37346044180322,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1158,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_20s_seed_02,D62,A2,seed_02,19.80316171753693,89.00938405129922,-69.2062223337623,-77.75160234102545,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1159,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_20s_seed_03,D62,A2,seed_03,19.635796546091182,37.264634390745556,-17.628837844654374,-47.30715364010759,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1160,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_20s_seed_03,D62,A2,seed_03,31.929658523930904,88.63713061603065,-56.70747209209974,-63.97710722129785,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1161,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_20s_seed_04,D62,A2,seed_04,18.37070333472854,35.29354169331597,-16.922838358587434,-47.94882447797056,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1162,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_20s_seed_04,D62,A2,seed_04,33.70632183324154,87.16285512480393,-53.45653329156239,-61.32948859353079,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1163,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_20s_seed_05,D62,A2,seed_05,20.132186361777897,36.60127376123515,-16.46908739945725,-44.995940597291074,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1164,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_20s_seed_05,D62,A2,seed_05,32.28261494530015,86.60413075957501,-54.32151581427486,-62.72393168528978,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1165,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_20s_seed_06,D62,A2,seed_06,27.773865228483942,66.4619909429931,-38.688125714509155,-58.210903955154436,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1166,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_20s_seed_06,D62,A2,seed_06,46.31708767502164,152.73528296427705,-106.41819528925541,-69.67492593976819,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1167,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_20s_seed_07,D62,A2,seed_07,19.717316617136646,59.967763737830786,-40.25044712069414,-67.12014024178471,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1168,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_20s_seed_07,D62,A2,seed_07,32.99539526019508,131.40911825211725,-98.41372299192217,-74.89109150181558,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1169,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,fault_window_horizontal_rmse_m,D62_20s_seed_08,D62,A2,seed_08,9.820433054671437,4.752042669097,5.068390385574436,106.65708914052216,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1170,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A07,A03,A07,outage_end_horizontal_error_m,D62_20s_seed_08,D62,A2,seed_08,14.869286155496802,16.455582761296277,-1.5862966057994754,-9.639868905344779,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1171,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_10s_seed_00,D61,A1,seed_00,12.966480726283585,11.876662346802288,1.0898183794812972,9.176133392179189,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1172,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_10s_seed_00,D61,A1,seed_00,29.222465373137652,26.72842971658067,2.4940356565569815,9.331021997935911,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1173,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_10s_seed_01,D61,A1,seed_01,4.282403931372697,3.8310676634374534,0.4513362679352433,11.780952663474457,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1174,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_10s_seed_01,D61,A1,seed_01,8.711280548336662,7.739201762029238,0.9720787863074234,12.56045282443369,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1175,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_10s_seed_02,D61,A1,seed_02,9.033136424730008,7.810170996306505,1.2229654284235032,15.658625515393373,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1176,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_10s_seed_02,D61,A1,seed_02,21.871026852569337,19.208633831571706,2.66239302099763,13.860397591741616,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1177,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_10s_seed_03,D61,A1,seed_03,8.915609804770616,8.342512880093926,0.5730969246766904,6.8695959228802295,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1178,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_10s_seed_03,D61,A1,seed_03,20.25433696126779,20.06372239557464,0.19061456569314927,0.9500458685333097,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1179,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_10s_seed_04,D61,A1,seed_04,9.482326260518299,9.711257325373664,-0.22893106485536485,-2.357378217722762,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1180,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_10s_seed_04,D61,A1,seed_04,21.929144500069118,22.456598632444695,-0.5274541323755777,-2.34877124986117,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1181,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_10s_seed_05,D61,A1,seed_05,9.451029875467952,8.629033215110962,0.8219966603569908,9.525941549483544,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1182,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_10s_seed_05,D61,A1,seed_05,21.078776343034626,20.1694871563357,0.9092891866989277,4.508241482051263,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1183,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_10s_seed_06,D61,A1,seed_06,12.270627990573413,14.665355458575222,-2.3947274680018094,-16.329147116591358,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1184,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_10s_seed_06,D61,A1,seed_06,28.055101961898703,33.39348298663838,-5.338381024739679,-15.986295969413272,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1185,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_10s_seed_07,D61,A1,seed_07,10.497410598085342,12.62077036286614,-2.1233597647807976,-16.82432770529064,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1186,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_10s_seed_07,D61,A1,seed_07,23.70532509088801,28.206091286497568,-4.5007661956095575,-15.95671711437771,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1187,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_10s_seed_08,D61,A1,seed_08,6.1495476105211395,1.1542232842287645,4.9953243262923746,432.7866535485964,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1188,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_10s_seed_08,D61,A1,seed_08,13.182529744306981,1.4169708666412182,11.765558877665763,830.3317417918969,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1189,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_20s_seed_00,D61,A1,seed_00,59.82340125344869,61.63605294150845,-1.8126516880597663,-2.9408951442428366,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1190,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_20s_seed_00,D61,A1,seed_00,138.2645961708859,140.2906768932051,-2.0260807223191932,-1.444201972067985,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1191,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_20s_seed_01,D61,A1,seed_01,18.98005183979625,17.99034389297771,0.989707946818541,5.501328672237668,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1192,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_20s_seed_01,D61,A1,seed_01,41.70269826412074,39.65706322811746,2.045635036003283,5.158311961317642,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1193,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_20s_seed_02,D61,A1,seed_02,41.06897454282947,36.53686034275092,4.532114200078553,12.404224549025173,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1194,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_20s_seed_02,D61,A1,seed_02,99.1579777054355,88.93469930585138,10.223278399584117,11.495263917659061,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1195,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_20s_seed_03,D61,A1,seed_03,41.337524680681085,37.286828173052896,4.050696507628189,10.863612450027642,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1196,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_20s_seed_03,D61,A1,seed_03,92.97860078304487,88.73368460037368,4.24491618267119,4.783883597067843,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1197,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_20s_seed_04,D61,A1,seed_04,35.36528837930174,35.312947812673215,0.05234056662852282,0.14821919400831976,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1198,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_20s_seed_04,D61,A1,seed_04,87.17761404202574,87.2064958755789,-0.02888183355315732,-0.03311890159462917,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1199,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_20s_seed_05,D61,A1,seed_05,42.677932533083535,36.59497240019957,6.0829601328839615,16.622393006233796,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1200,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_20s_seed_05,D61,A1,seed_05,95.63791825639615,86.61949060671013,9.018427649686018,10.411545469175723,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1201,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_20s_seed_06,D61,A1,seed_06,58.68754813840981,66.61439858425038,-7.9268504458405715,-11.89960521194995,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1202,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_20s_seed_06,D61,A1,seed_06,135.37113136463202,153.03726486594064,-17.66613350130862,-11.543680891568473,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1203,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_20s_seed_07,D61,A1,seed_07,47.977335353534485,59.80567532380955,-11.828339970275067,-19.777955697736303,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1204,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_20s_seed_07,D61,A1,seed_07,108.12671674979627,131.04922178506226,-22.922505035265985,-17.491523202527574,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1205,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_20s_seed_08,D61,A1,seed_08,18.821772291147973,4.844973968762243,13.97679832238573,288.480359492136,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1206,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,outage_end_horizontal_error_m,D61_20s_seed_08,D61,A1,seed_08,41.27463188428033,16.863730170533554,24.410901713746778,144.7538680167013,False,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1207,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
A03_vs_A08,A03,A08,fault_window_horizontal_rmse_m,D61_30s_seed_00,D61,A1,seed_00,138.699002680475,141.1472056244572,-2.44820294398221,-1.7345033032364892,True,False,v3,<ADDENDUM_ROOT>/13_AGGREGATE_ADDENDUM/v3/H1_CROSS_GROUP_PAIRWISE_CASE_LEVEL.csv,1208,16bc0160b3d5ee828963ab679057445bfad1aa74447c631bdf36bb1b1fd64e54
