elapsed_s,t_rel_s,err_n_m,err_e_m,err_u_m,yaw_error_ned_wrapped_deg,yaw_error_ned_unwrapped_deg,reference_yaw_increment_ned_deg,reference_path_m
99.0,3285.0,73.30287913805644,147.66915825890524,-0.7698594270204275,145.14438376655676,145.14438376655676,-123.33521762208807,119.94522027920246
100.0,3286.0,48.69286333767739,171.78898523725178,-1.0434619557982998,174.99960739110884,174.99960739110884,-127.90299777730189,121.11399929356654
101.0,3287.0,0.32634730695839576,179.8304723146961,-1.1077215449043205,-145.99896122319973,214.00103877680027,-142.49538519409572,122.25548887822931
102.0,3288.0,-42.23434083374015,152.826636924786,-0.6507764088937729,-101.69653797145986,258.30346202854014,-167.0986948378826,123.36499218422989
103.0,3289.0,-56.26544289319809,113.99857904861982,0.11017468102391192,-66.45713262290428,293.5428673770957,-167.6555328900796,124.51721215203212
104.0,3290.0,-51.62291294465657,84.46400498408747,0.9146222271617981,-41.181125279855394,318.8188747201446,-173.71108424239048,125.6672384595768
105.0,3291.0,-42.50385075559347,67.38884198567007,1.3648741362151133,-24.032721447111953,335.96727855288805,-172.63124638170638,126.83333778131389
106.0,3292.0,-35.58339698187979,59.17931665750865,1.553280495841633,-14.604842497513118,345.3951575024869,-176.9536903867933,127.99781610257821
107.0,3293.0,-33.29703004004878,57.091576351247085,1.4870974947729818,-9.336336961974553,350.66366303802545,-178.98693058998208,129.08280802306598
108.0,3294.0,-35.93445295536971,60.512262346758384,1.3192317852998088,-10.837244790427349,349.16275520957265,-177.75519043628867,130.27891024433814
109.0,3295.0,-42.69898404064796,70.68869576194311,1.1311633434442814,-18.766716730740313,341.2332832692597,-177.2258950777114,131.3897085475153
110.0,3296.0,-50.39739016399752,91.53197695285566,1.1624238045080937,-33.99047966749805,326.00952033250195,-176.621193438504,132.54263735754034
111.0,3297.0,-50.0140147553884,124.68708999758013,1.5590215545928645,-56.934070933662895,303.0659290663371,-176.31562965259883,133.67156158499446
112.0,3298.0,-33.93798037002621,156.8063801082752,2.0834528256548177,-82.34584190576965,277.65415809423035,-177.6905993377294,134.79283401174325
113.0,3299.0,-12.026981929084707,175.16456230066424,2.574935543212261,-99.71963190554482,260.2803680944552,-180.74721981339184,135.96366845355476
114.0,3300.0,8.99271518941868,183.8007976997058,2.8035455823456,-113.85479956371768,246.1452004362823,-180.42113244542128,137.10985834247003
115.0,3301.0,24.748084966212993,186.58059520803357,2.9563435860038596,-123.71842318170923,236.28157681829074,-179.4295711332565,138.25470516483776
116.0,3302.0,24.385547957742368,187.16937567555266,3.030726838852331,-121.18411750822355,238.81588249177645,-178.63578091117438,139.39444842741855
117.0,3303.0,24.428753445596072,187.91141680776593,2.976430041817613,-119.63460918633757,240.36539081366243,-177.37558381429682,140.5257096541695
118.0,3304.0,27.362752095153745,188.91967760543037,2.9814511005823365,-119.20837522969322,240.79162477030678,-176.8772251133202,141.66109694932587
119.0,3305.0,30.32351404341437,189.95076000472412,2.9596801631000997,-118.87495993203277,241.12504006796723,-176.01331162994637,142.80257885641728
120.0,3306.0,32.35104357796525,190.74036217835453,2.9083943698706647,-118.65146223365673,241.3485377663433,-184.04055400585816,143.95273481269007
121.0,3307.0,34.13867716726058,191.50308501802226,2.8978959485443307,-117.06795185376347,242.93204814623653,-183.38944450387555,145.0432278728784
122.0,3308.0,34.504054766766174,192.25089285253404,2.9320793970705674,-114.78196466967393,245.2180353303261,-183.06517422838408,146.13700169523142
123.0,3309.0,33.81200104851435,193.01063439826072,2.9706157904449015,-111.84218165953871,248.1578183404613,-182.13348785214203,147.28634491767647
124.0,3310.0,32.86743270292304,193.7919059384837,2.999576907930735,-108.66273230064519,251.3372676993548,-181.03059602860378,148.39188660576764
125.0,3311.0,32.97905144875413,194.61880666189487,2.9600758015400546,-107.06409792855231,252.93590207144769,-179.9648000992521,149.50449570838617
126.0,3312.0,32.87337946856486,195.44754012335437,2.917669067923821,-104.621304863212,255.37869513678802,-179.21061495109728,150.6146606643722
127.0,3313.0,33.05958194819655,196.2954188922604,2.875714864251009,-102.0901763025123,257.9098236974877,-179.06152227066576,151.73621351125308
128.0,3314.0,33.11901899599379,197.03028735478594,2.8227009543687016,-100.76788421075338,259.2321157892466,-187.43437061705185,152.82859878722718
129.0,3315.0,33.51973254005841,197.61588751793977,2.7888525145879197,-97.49831014988729,262.5016898501127,-190.91725332202407,153.91184014526854
130.0,3316.0,33.23913928219923,198.21185974641566,2.763067110071191,-91.69026808305807,268.3097319169419,-192.06403711546585,155.00361244295007
131.0,3317.0,32.239298139930405,198.72245227579864,2.710578743990862,-88.55990190678028,271.4400980932197,-192.1517468468494,156.09834908536962
132.0,3318.0,31.905885666821636,198.8322996073203,2.6280298652194967,-88.47366139504192,271.5263386049581,-211.1200883127418,157.17692158779388
133.0,3319.0,28.363553141753457,198.06838097174227,2.527519502612191,-84.11835466858611,275.8816453314139,-217.87606345455077,158.29067079482203
134.0,3320.0,18.558133229067465,194.67298866815878,2.3401548030138506,-71.09785847559056,288.90214152440944,-242.8408556967243,159.35276277068002
135.0,3321.0,-0.9006055909838544,183.5436724262142,1.9289288942260827,-53.64114069943162,306.3588593005684,-253.83012567555397,160.49642319204992
136.0,3322.0,-28.497951733664387,149.6866596326453,1.2154412928237945,-19.216723054006252,340.78327694599375,-257.58310450415024,161.69654775400844
137.0,3323.0,-34.934475703922814,95.593426562569,0.4875350938546201,20.97366965383037,380.97366965383037,-277.12769395244067,162.57869877590366
138.0,3324.0,-16.06326432970209,56.461600800367954,-0.14148801205782263,53.54600042891616,413.54600042891616,-279.4612373887787,163.45777989146475
139.0,3325.0,0.1694786917145592,41.97001584467837,-0.36574750610992635,70.91231966813064,430.91231966813064,-279.3044633542407,163.55752218119582
140.0,3326.0,7.015537360206494,37.8233020656003,-0.40385225376622674,78.22405673995559,438.2240567399556,-279.3026433697971,163.5761664471055
141.0,3327.0,9.106650418346398,36.700382690527775,-0.5180761930834596,81.72847294551593,441.72847294551593,-279.3311132703768,163.59008930959132
142.0,3328.0,13.364873897759665,34.68127528681687,-0.6618017518740276,78.10495814741489,438.1049581474149,-270.4086544334085,163.61842289399104
143.0,3329.0,24.4193285860489,30.700073395182173,-0.8095844456434893,87.61223925244315,447.61223925244315,-269.9431793932443,163.645319095057
144.0,3330.0,41.6841121623924,27.84419167887232,-0.9403125163600736,100.6057354870918,460.60573548709175,-268.5237565978062,163.653989453215
145.0,3331.0,63.11598394355809,29.49615275603574,-1.058408393774035,117.77195786804737,477.77195786804737,-268.5721060503163,163.66954603752703
146.0,3332.0,86.26584656310249,38.32210072793947,-1.1812579994416323,137.51066097052615,497.51066097052615,-268.6467214474016,163.67626312662654
147.0,3333.0,107.54109661867575,55.873059372879595,-1.3402264614038584,159.50606471796027,519.5060647179603,-268.71839522450443,163.6848357134419
148.0,3334.0,122.1760055013199,81.06264482972388,-1.563885275029714,-177.17638580347045,542.8236141965295,-268.9394983723795,163.6918316950884
