elapsed_s,err_e_m,err_n_m,err_u_m,horizontal_error_m,reference_path_m
64.0,5.102813850559869,0.24233459650141675,-1.9939454799607415,5.1085648914472195,76.66678930192431
65.0,5.208268403354772,0.26730948527096743,-2.0024191375068643,5.215123596071286,77.89119761436756
66.0,5.30456459188575,0.28792228299412415,-1.9909772719389551,5.3123727985272815,79.15045297140617
67.0,5.375937105304303,0.31021198992909405,-2.024487406463835,5.384879872279731,80.38061655727134
68.0,5.471474976852804,0.33113661936542016,-2.0672135895666552,5.481486101689135,81.64280713807968
69.0,5.560235978471766,0.3393211285030695,-2.1348623777255904,5.570580128185975,82.90511963281998
70.0,5.700926304046391,0.37311186592727985,-2.1570813856891617,5.713122892837487,84.194692172641
71.0,5.742326395824605,0.4112590045073379,-2.155160700148066,5.757034514832473,85.41271537815796
72.0,5.838604911738912,0.4414511097331886,-2.1597587288854543,5.855269967957619,86.65045853357627
73.0,5.8804567073838285,0.4700991364884004,-2.2069742373147463,5.8992172604119775,87.85945702524849
74.0,5.9890223172640304,0.4603367466872612,-2.217362055182939,6.006687792539016,89.13758332844176
75.0,6.083441369331652,0.513220850659529,-2.2456945696092694,6.10505155880337,90.397492014884
76.0,6.185521237218637,0.5621260351269051,-2.2902309401550442,6.2110110815752275,91.67403683433484
77.0,6.2451018262507745,0.5558408836564297,-2.341054001991078,6.269789143837672,92.90687875865491
78.0,6.34744403091095,0.5825592358533704,-2.4034561853292273,6.374121193452876,94.17538562905537
79.0,6.4367855524881605,0.6279536823609675,-2.4436949464294657,6.467343664589892,95.4434513143046
80.0,6.549243002481461,0.6596313206001909,-2.4737611974502403,6.582377791092603,96.71181473293962
81.0,6.642556894983912,0.6855237318888054,-2.504656433279512,6.677836842127926,97.95586203008928
82.0,6.708163703027324,0.7430712301703064,-2.5581512457467306,6.749193664410592,99.18172138165879
83.0,6.816206388027169,0.7337966038432988,-2.5241158437859994,6.855590928577517,100.45348944805977
84.0,6.902368789355933,0.7496127757323201,-2.565406445603622,6.942954286023781,101.70750783714438
85.0,7.048389163220705,0.7773618464562055,-2.607248868824375,7.0911269369919525,102.98896782303326
86.0,7.1777903975776525,0.8342994318105461,-2.698837102018291,7.226114483834127,104.22844901460746
87.0,7.2320854317953405,0.8774770496448863,-2.7345417112880788,7.285123586147313,105.42319200403674
88.0,7.335738299227046,0.8783283536666531,-2.7426396477792627,7.388133532334217,106.68329595564192
89.0,7.44061375218233,0.9174784812209591,-2.8131415675928526,7.496966037849466,107.96534925196363
90.0,7.507572563405532,0.9312563586782261,-2.7927149899764236,7.56510966215151,109.15997819378892
91.0,7.589500874207104,0.9887857924444852,-2.8014586630404814,7.653641019993717,110.38570537763188
92.0,7.693325352951604,1.0259769844563742,-2.8745459705525485,7.761435676406918,111.64428961663235
93.0,7.8000676532228965,1.0493753689437568,-2.9190071093620564,7.870339513629637,112.86929827886715
94.0,7.877920848510172,1.0946604737598946,-2.943901151627934,7.953610403345356,114.13491752512613
95.0,7.9622016497251025,1.1299052454842977,-2.9994390470952594,8.04197369895339,115.37801684417289
