package,kind,source_path,archive_path,source_size_bytes,archive_size_bytes,sha256,file_count,creation_status,delete_allowed
PAPER10C_R1_completed_runtime_archive.tar.xz,runtime,<WSL_PREFLIGHT_ROOT>/PAPER10C_R1_BY3_GO2_PROVIDER_AND_READINESS_LSIM_CLOSURE,<PAPER10Y_ARCHIVE_ROOT>/PAPER10C_R1_completed_runtime_archive.tar.xz,42067430710,11087776688,523753b06ecae59e7e5eb5c0792e68aaf07a84f28af36018ba2c03ea046ffa92,12294,CREATED,true
PAPER10C_go2_evidence_runtime_archive.tar.xz,runtime,<WSL_PREFLIGHT_ROOT>/PAPER10C_GO2_HIGH_LEVEL_PRIOR_EVIDENCE_FREEZE,<PAPER10Y_ARCHIVE_ROOT>/PAPER10C_go2_evidence_runtime_archive.tar.xz,24883939613,6903397872,cdde8e82cfab0ac4c52a609ed907cbd57a42f5c032ec19253cb197674d7f2352,8071,CREATED,true
PAPER10C_R1B_final_runtime_snapshot.tar.xz,runtime,<PAPER10C_R1B_STAGE_ROOT>,<PAPER10Y_ARCHIVE_ROOT>/PAPER10C_R1B_final_runtime_snapshot.tar.xz,68164574,13665184,862edb728b21945028f143e5d7e1a9ddfb9daad6de38fc1782c434183f827637,104,CREATED,true
PAPER10_recent_maintenance_runtime_archive.tar.xz,runtime,<WSL_PREFLIGHT_ROOT>/PAPER10B_R2B_ENV_REPAIR_RESUME_RUNNER_PATCH_AND_GIT_HYGIENE;<WSL_PREFLIGHT_ROOT>/PAPER10B_R2C_REPAIR_EXISTING_DEFAULT_PYTHON3_AND_REINSTALL_CONDA_ONLY;<WSL_PREFLIGHT_ROOT>/PAPER10X_GIT_CONTEXT_CLEANUP_AND_COMMIT;<WSL_PREFLIGHT_ROOT>/PAPER10C_R1A_RESUME_INTERRUPTED_GO2_BY3_MATRIX_AND_COMPLETE_STAGE,<PAPER10Y_ARCHIVE_ROOT>/PAPER10_recent_maintenance_runtime_archive.tar.xz,15913086,892004,97b26d419f737d144c1a5c0c8837305c0a0a30a057fa77fcff4bf248404f64ca,232,CREATED,true
PAPER10_completed_worktrees_recent.tar.xz,worktree,<LEGSA_WORKTREE_ROOT>/PAPER10B_R2B_ENV_REPAIR_RESUME_RUNNER_PATCH_AND_GIT_HYGIENE;<LEGSA_WORKTREE_ROOT>/PAPER10B_R2C_REPAIR_EXISTING_DEFAULT_PYTHON3_AND_REINSTALL_CONDA_ONLY,<PAPER10Y_ARCHIVE_ROOT>/PAPER10_completed_worktrees_recent.tar.xz,25213141,3648832,68daa27e6cf2ccceea966c293ece35e1c901d2d596c5a5f463694d99f7b45162,4811,CREATED,true
