boundary_policy,sequence_id,family,lag_ms,bin_id,edges_m2,edge_source_sequence,pair_mean_S_m2,status,pair_count,residual_mean_rad,residual_variance_rad2,sigma_rad,sigma_deg,k_squared,k,mean_endpoint_S_sum_m2,applied_source_sequence,applied_lag_ms,applied_k,applied_k_b,measurement_baseline_m,mean_S_bin_m2,mean_S_bin_definition,applied_k_sqrt_S_m,applied_k_b_sqrt_S_m,predicted_heading_sigma_deg,predicted_vector_component_sigma_m,empirical_heading_sigma_deg,empirical_vector_component_sigma_m,empirical_vector_component_definition,bin_fitted_scales_use,residual_mean_ned_m,sample_covariance_m2,sample_covariance_trace_m2,user_denominator_factor,k_b_squared,k_b
BY2_SCALAR_PAIR_MEAN_S_LINEAR_TERTILES_TIES_TO_LOWER,BY2,scalar,1000,S1,"[0.000674275, 0.0007826100000000001]",BY2,"[0.0005985799999999999, 0.0005985799999999999, 0.000603815, 0.0005985799999999999, 0.0006055799999999999, 0.0005985799999999999, 0.00060205, 0.0006055799999999999, 0.0006055799999999999, 0.0006055799999999999, 0.0005985799999999999, 0.00060205, 0.0006055799999999999, 0.000607315, 0.00060206, 0.0006055799999999999, 0.00060914, 0.0006055799999999999, 0.00060909, 0.00060206, 0.0006055799999999999, 0.00060914, 0.0006055799999999999, 0.000607355, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0006003149999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.00060909, 0.00060914, 0.000607355, 0.0005985799999999999, 0.0006003149999999999, 0.0006108349999999999, 0.000617875, 0.0006161299999999999, 0.0006003149999999999, 0.0006037950000000001, 0.000610775, 0.0006142750000000001, 0.000614315, 0.0006003149999999999, 0.0006037950000000001, 0.0006125100000000001, 0.0006107550000000002, 0.0006107550000000002, 0.0006003149999999999, 0.000607315, 0.0006435550000000001, 0.00064933, 0.000617805, 0.000614355, 0.000651115, 0.0006711, 0.000635925, 0.000655055, 0.000674275, 0.0006737749999999999, 0.000664565, 0.0006629100000000001, 0.0006740700000000001, 0.00065565, 0.000668445, 0.00066339, 0.0006597, 0.0006502350000000001, 0.0006647850000000001, 0.000661015, 0.0006681250000000001, 0.0006519900000000001, 0.0006592500000000001, 0.0006645250000000001, 0.0006541350000000001, 0.0006635300000000001, 0.00067425, 0.0006686050000000001, 0.0006500950000000001, 0.000650085, 0.000650175, 0.0006483700000000001, 0.0006555300000000001, 0.0006375100000000001, 0.0006428050000000001, 0.00064449, 0.00064453, 0.0006480700000000002, 0.00063027, 0.0006337600000000001, 0.0006391249999999999, 0.00063379, 0.0006373300000000001, 0.0006231100000000001, 0.000624945, 0.0006231499999999999, 0.00062671, 0.00063045, 0.00061609, 0.0006161299999999999, 0.000617865, 0.0006303100000000001, 0.00063401, 0.0006125899999999999, 0.0006125899999999999, 0.0006231, 0.0006231500000000002, 0.000642945, 0.000639665, 0.0006452299999999999, 0.0006373399999999999, 0.00063389, 0.000660925, 0.0006520200000000001, 0.00066348, 0.0006737900000000001, 0.0006625600000000001, 0.0006455, 0.000643175, 0.000672815, 0.00065205, 0.00066637, 0.0006701599999999999, 0.0006392050000000001, 0.00064809, 0.0006552900000000001, 0.0006534250000000001, 0.0006428850000000002, 0.0006445700000000001, 0.0006572950000000001, 0.0006572950000000001, 0.00065183, 0.0006591100000000001, 0.00066267, 0.0006610050000000001, 0.0006392850000000001, 0.0006481800000000002, 0.0006554300000000001, 0.0006518100000000001, 0.0006481800000000002, 0.0006322150000000001, 0.0006340200000000001, 0.00063759, 0.0006393150000000001, 0.0006429350000000001, 0.00063042, 0.0006414500000000001, 0.0006576150000000001, 0.0006665400000000002, 0.0006446100000000001, 0.0006539050000000002, 0.000660725, 0.0006629100000000001, 0.0006718550000000001, 0.0006735500000000001, 0.00065163, 0.00066255, 0.00065547, 0.0006672700000000001, 0.0006730150000000001, 0.00064466, 0.0006411600000000001, 0.0006555100000000001, 0.0006573750000000001, 0.00066419, 0.0006703050000000001, 0.000670055, 0.0006525900000000001, 0.000658005, 0.0006378700000000001, 0.00064119, 0.000658145, 0.000669165, 0.0006520500000000002, 0.000661215, 0.0006609750000000001, 0.0006554900000000001, 0.0006555000000000002, 0.0006628500000000002, 0.00065919, 0.0006267499999999999, 0.00064095, 0.0006573550000000001, 0.0006463650000000001, 0.00064097, 0.00062333, 0.00063747, 0.0006502350000000001, 0.0006445000000000001, 0.0006480400000000001, 0.00062685, 0.0006505150000000001, 0.0006430750000000001, 0.0006503650000000001, 0.0006501050000000001, 0.00061261, 0.00063801, 0.0006632500000000001, 0.00066697, 0.0006683650000000001, 0.000628725, 0.0006425300000000001, 0.0006558, 0.000673255, 0.00062739, 0.0006327749999999999, 0.0006733850000000001, 0.00067201, 0.00064546, 0.00060914, 0.000610935, 0.000639745, 0.000636075, 0.00063075, 0.00060914, 0.000621495, 0.00064145, 0.000636075, 0.000639675, 0.0005985799999999999, 0.00060914, 0.00064905, 0.00065331, 0.000669265, 0.000664015, 0.000659955, 0.00066693, 0.0006717950000000001, 0.000672005, 0.000642945, 0.000664985, 0.00067047, 0.0006739700000000001, 0.0006610350000000001, 0.00066303, 0.000671825, 0.0006608450000000001, 0.0006339500000000001, 0.0006505050000000001, 0.000653785, 0.0006445800000000001, 0.00064451, 0.0006483100000000001, 0.0006648150000000001, 0.000668115, 0.0006608250000000001, 0.0006722850000000001, 0.0006728249999999999, 0.00064131, 0.0006231800000000001, 0.00062309, 0.0006265999999999999, 0.0006321850000000001, 0.000610785, 0.00061253, 0.00061955, 0.00062663, 0.000621325, 0.000617805, 0.00061954, 0.0006265999999999999, 0.000621335, 0.00063018, 0.00061607, 0.00061254, 0.0006231499999999999, 0.00061253, 0.000621405, 0.00060905, 0.00060206, 0.00060914, 0.000603815, 0.000603815, 0.000603815, 0.0005985799999999999, 0.0006003149999999999, 0.0006003149999999999, 0.0006003149999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0006003149999999999, 0.0006003149999999999, 0.0006003149999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.000607355, 0.00061274, 0.00061274, 0.000607355, 0.000607355, 0.0006179149999999999, 0.0006233, 0.000625095, 0.0006143549999999999, 0.0006179149999999999, 0.000621495, 0.0006196999999999999, 0.0006232900000000001, 0.0006161399999999999, 0.00063062, 0.000639895, 0.000632475, 0.0006324150000000001, 0.0006161399999999999, 0.00063422, 0.000643515, 0.00063427, 0.0006324150000000001, 0.0006125799999999999, 0.0006232200000000001, 0.000625035, 0.00062319, 0.000621495, 0.0006267099999999999, 0.000631995, 0.00063378, 0.000650355, 0.000650315, 0.00065167, 0.000649845, 0.0006516200000000001, 0.0006628199999999999, 0.0006591500000000001, 0.0006643750000000001, 0.0006717450000000001, 0.000653435, 0.00064802, 0.0006373100000000001, 0.0006680550000000002, 0.00066255, 0.0006608550000000001, 0.00064085, 0.0006553800000000001, 0.00066629, 0.00066617, 0.0006736900000000001, 0.00063375, 0.000639075, 0.00065167, 0.00065165, 0.00066267, 0.00063015, 0.0006408900000000001, 0.0006570550000000001, 0.000661365, 0.0006630900000000001, 0.000673975, 0.000650625, 0.0006564600000000001, 0.00066055, 0.0006640300000000001, 0.0006701250000000001, 0.0006528200000000001, 0.000655105, 0.00065691, 0.000646935, 0.0006527700000000001, 0.000654755, 0.000665145, 0.0006648750000000001, 0.00067414, 0.00067044, 0.0006724350000000001, 0.0006519500000000001, 0.000673135, 0.00066802, 0.000669975, 0.000669825, 0.0006700250000000001, 0.0006451, 0.0006629600000000002, 0.000661125, 0.000643235, 0.0006431550000000001, 0.0006539950000000001, 0.0006574150000000002, 0.0006430350000000001, 0.0006340100000000001, 0.0006339300000000001, 0.000646355, 0.0006464950000000001, 0.00063743, 0.0006320750000000001, 0.000628595, 0.0006339399999999999, 0.0006375700000000001, 0.00063035, 0.0006231300000000001, 0.000617875, 0.00061965, 0.000624975, 0.00062318, 0.00061965, 0.000614315, 0.000617865, 0.0006231300000000001, 0.0006213550000000001, 0.000617855, 0.000617835, 0.00061607, 0.0006160600000000001, 0.00061603, 0.000610775, 0.0006266700000000001, 0.0006249350000000001, 0.00061959, 0.0006160100000000001, 0.000607295, 0.00061965, 0.000621455, 0.0006178350000000001, 0.000607295, 0.000603815, 0.000603815, 0.000603815, 0.0006055300000000001, 0.00060206, 0.0005985799999999999, 0.0005985799999999999, 0.0005985799999999999, 0.0006003149999999999, 0.0006055300000000001, 0.0006055799999999999, 0.0006055799999999999, 0.000610935, 0.000673655, 0.00064827, 0.000669225, 0.0006627500000000001, 0.000668065, 0.0006575950000000001, 0.0006701400000000001, 0.0006591400000000001, 0.000660725, 0.0006503550000000001, 0.0006556900000000001, 0.000657545, 0.0006667800000000001, 0.0006562, 0.000657735, 0.0006704500000000001, 0.0006361050000000001, 0.0006195300000000001]",AVAILABLE,456,0.00038396335336353344,0.0013207827124708392,0.02569808078895036,1.4723915707930766,0.12713464972396846,0.3565594616946358,0.0012726340350877193,BY2,1000,0.40311929221090503,0.4350071485556226,0.35,0.0006363170175438597,Mean over pairs of (S_first + S_second) / 2,0.010168815129332638,0.010973196666772184,1.6646576844558245,0.010973196666772184,1.4723915707930766,,"sqrt(trace(sample covariance residual_ned, ddof=1) / 6)",REPORT_ONLY; prediction uses unchanged BY2 1 s applied scales,,,,,,
BY2_SCALAR_PAIR_MEAN_S_LINEAR_TERTILES_TIES_TO_LOWER,BY2,scalar,1000,S2,"[0.000674275, 0.0007826100000000001]",BY2,"[0.000684385, 0.0007188100000000001, 0.0007042999999999999, 0.000713925, 0.00071571, 0.000724115, 0.00074649, 0.00067942, 0.0006863000000000001, 0.000730175, 0.00074195, 0.0007681750000000001, 0.0007043800000000001, 0.0007272300000000002, 0.0007727700000000001, 0.0007607800000000001, 0.0007493800000000001, 0.0007749450000000001, 0.0007245750000000001, 0.0007095850000000001, 0.000751715, 0.0007301400000000002, 0.000727905, 0.000687195, 0.0006944450000000001, 0.0006877350000000001, 0.0006773700000000001, 0.0006744300000000001, 0.0006872950000000001, 0.0006802500000000001, 0.000682815, 0.00069625, 0.0006773100000000001, 0.0006905750000000001, 0.0007082750000000001, 0.00067775, 0.0006776600000000001, 0.0006821500000000001, 0.0006775500000000001, 0.000691265, 0.0006963900000000001, 0.0006959500000000001, 0.0007190300000000001, 0.00072634, 0.0007147850000000001, 0.00074346, 0.0007339550000000001, 0.000761005, 0.0007553200000000001, 0.000685265, 0.0007215800000000001, 0.0007231350000000001, 0.0007250000000000001, 0.0007324500000000002, 0.0006867950000000001, 0.00068487, 0.00075782, 0.0007353100000000001, 0.00074251, 0.00076527, 0.00068516, 0.0006774700000000001, 0.0006963100000000001, 0.0007567900000000001, 0.0006975350000000001, 0.000747025, 0.0007725500000000001, 0.0006756250000000001, 0.0007130150000000001, 0.0007673650000000001, 0.0007817000000000001, 0.0007128750000000001, 0.0007436650000000001, 0.0007826100000000001, 0.0007668500000000001, 0.0007148500000000001, 0.0007435450000000001, 0.0007760550000000001, 0.0007543800000000001, 0.0007768350000000001, 0.000690445, 0.0007178550000000001, 0.000737255, 0.0007717000000000002, 0.00070567, 0.00073245, 0.0007553, 0.0007070100000000001, 0.0007182900000000001, 0.00075705, 0.0007574200000000001, 0.000763825, 0.00067805, 0.0006932500000000001, 0.000706655, 0.00070414, 0.000722265, 0.00067566, 0.000693335, 0.0007000350000000001, 0.000718855, 0.000703335, 0.0007127700000000002, 0.00070833, 0.0006831750000000001, 0.0006832450000000001, 0.00068585, 0.0007006200000000001, 0.00067781, 0.0006797350000000001, 0.000701735, 0.0006773500000000001, 0.0006922900000000001, 0.0006960900000000001, 0.0007108100000000001, 0.0006754150000000001, 0.0006809000000000001, 0.0006809100000000001, 0.0006791350000000001, 0.0006794450000000001, 0.0006940550000000002, 0.0006994500000000001, 0.00072208, 0.0006870150000000001, 0.0006869650000000001, 0.0007113800000000001, 0.0006758650000000001, 0.000679535, 0.000675825, 0.00068508, 0.000686635, 0.000686725, 0.0006978150000000001, 0.000694025, 0.000694105, 0.0006959900000000001, 0.00068483, 0.0006997100000000001, 0.0007203250000000001, 0.0007300900000000001, 0.0007071500000000001, 0.0007190300000000001, 0.000724315, 0.0007528900000000001, 0.0007703650000000001, 0.0006921100000000001, 0.0007357250000000001, 0.00074127, 0.0007492200000000001, 0.0007589650000000001, 0.00068085, 0.0007491850000000001, 0.0007203450000000001, 0.00072597, 0.0007222700000000001, 0.000726785, 0.0006976950000000001, 0.0007088250000000001, 0.0007013150000000001, 0.0006827150000000002, 0.000690115, 0.0006978350000000002, 0.000686815, 0.0007209650000000001, 0.0007366150000000001, 0.0007544300000000002, 0.0006911150000000001, 0.0007059350000000001, 0.00073119, 0.0007469900000000001, 0.000753065, 0.00068201, 0.0006749900000000001, 0.0007041, 0.00068874, 0.0006863100000000001, 0.0006942200000000002, 0.0006966450000000001, 0.00067979, 0.00069041, 0.0007080950000000002, 0.0007141700000000001, 0.0006803450000000001, 0.00069393, 0.0006959150000000001, 0.0006748500000000001, 0.00067805, 0.00069289, 0.00074785, 0.0007606650000000001, 0.000744535, 0.0007554950000000001, 0.00078086, 0.0007736500000000001, 0.0007775000000000002, 0.0007169250000000001, 0.00074182, 0.0007478750000000001, 0.00075389, 0.00075753, 0.00069574, 0.0007107900000000001, 0.0007089050000000001, 0.000708765, 0.000716335, 0.0006882500000000001, 0.0006827150000000002, 0.0006809300000000002, 0.0006975450000000002, 0.0007032700000000001, 0.0006847550000000001, 0.00068287, 0.0006916450000000001, 0.0007111350000000001, 0.00070981, 0.000688585, 0.000703605, 0.00072857, 0.0007509000000000001, 0.0007181750000000002, 0.000717885, 0.0007656600000000001, 0.0007692500000000001, 0.00077732, 0.00068533, 0.000694245, 0.0007386300000000001, 0.0007386300000000001, 0.00074631, 0.0006759450000000001, 0.0006851100000000001, 0.0007021950000000001, 0.00072338, 0.00071577, 0.000725425, 0.0007664700000000001, 0.000767635, 0.00073917, 0.00075037, 0.0007675750000000002, 0.000767885, 0.0007598850000000001, 0.00076198, 0.0007168350000000001, 0.0007012950000000001, 0.00070319, 0.0006827650000000001, 0.00068097, 0.00067865, 0.0006945150000000001, 0.000675675, 0.000679625, 0.00069322, 0.0006925500000000001, 0.00069677, 0.0006871450000000001, 0.0006947350000000001, 0.0007034200000000001, 0.0007056850000000001, 0.0006777500000000001, 0.0006848300000000002, 0.000697605, 0.0006922800000000002, 0.000675565, 0.0006778700000000001, 0.0007069450000000002, 0.00069337, 0.0006827750000000002, 0.0007126150000000001, 0.00072597, 0.0007625650000000001, 0.00074529, 0.0006900950000000002, 0.0007107700000000001, 0.0007202250000000001, 0.00073354, 0.0007334700000000002, 0.0007246550000000002, 0.0007222900000000001, 0.00073773, 0.0007261000000000001, 0.0007279650000000001, 0.0007137350000000001, 0.0007148500000000002, 0.0007396950000000001, 0.000724585, 0.0007224300000000001, 0.0006815300000000001, 0.0006845500000000001, 0.000695505, 0.000711195, 0.0006757750000000001, 0.00071604, 0.00072051, 0.0006905650000000001, 0.0007313100000000001, 0.0007648650000000001, 0.000746145, 0.0006820950000000001, 0.0006772150000000001, 0.00069041, 0.00068337, 0.000693155, 0.0006946300000000001, 0.000677395, 0.0007283400000000001, 0.00068687, 0.0006982700000000002, 0.0007083650000000001, 0.000707955, 0.000773935, 0.000692585, 0.0007003950000000001, 0.000719525, 0.000719055, 0.0007354449999999999, 0.0006966250000000001, 0.0007168750000000001, 0.0007455900000000002, 0.0007440050000000001, 0.0007397250000000001, 0.0007098900000000001, 0.000720225, 0.0007511450000000002, 0.0007552850000000001, 0.0007513350000000001, 0.000698915, 0.00069678, 0.000722025, 0.000730335, 0.000730595, 0.00067833, 0.0006854300000000001, 0.000706745, 0.00071307, 0.0007170500000000001, 0.0007083500000000001, 0.000741525, 0.0007400400000000001, 0.0007257950000000001, 0.000683585, 0.00074935, 0.000729735, 0.0007681400000000001, 0.0006843950000000001, 0.0007151650000000001, 0.0007275650000000001, 0.0007427750000000001, 0.0006850350000000001, 0.0007008350000000001, 0.000705285, 0.00070994, 0.000681555, 0.000693075, 0.00069111, 0.000697355, 0.000680985, 0.000677355, 0.00069081, 0.00069645, 0.0006889800000000001, 0.0007021150000000001, 0.0006901850000000001, 0.0007712950000000001, 0.0007737400000000001, 0.0007272300000000002, 0.0007285850000000001, 0.000733605, 0.0007239600000000001, 0.0007591500000000001, 0.0007760550000000001, 0.00070494, 0.000719625, 0.000714455, 0.000721135, 0.0007289350000000002, 0.00072389, 0.000741945, 0.0007503400000000001, 0.0007775100000000001, 0.0007771750000000002, 0.0007765850000000002, 0.0007629700000000001, 0.0007685050000000002, 0.0007619500000000002, 0.0007516750000000002, 0.0007481250000000001, 0.0007563350000000001, 0.0007620300000000001, 0.0007602650000000002, 0.0007580500000000001, 0.000764385, 0.0007819400000000001, 0.0007580600000000001, 0.0007461700000000002, 0.0007560250000000001, 0.0007679750000000002, 0.0007704000000000001, 0.0007584600000000001, 0.0007463500000000002, 0.000759965, 0.0007617500000000001, 0.00076216, 0.0007737500000000001, 0.0007737900000000001, 0.000744535, 0.0007739150000000001, 0.0007752600000000001, 0.0007032850000000001, 0.000680655, 0.0007048600000000001, 0.0007138950000000002, 0.00077049, 0.000727965, 0.00077187, 0.0007755500000000001, 0.000769255, 0.0007685750000000001, 0.000708925, 0.00073051, 0.00073051, 0.000732235, 0.0007320650000000001, 0.000693925, 0.0006921400000000002, 0.00068849, 0.0006922300000000001, 0.0006994700000000001, 0.0007175200000000001, 0.0007345500000000002, 0.00076121, 0.0007788250000000001, 0.0007697750000000001, 0.0007719600000000001, 0.000777345, 0.0007794300000000001, 0.000764575, 0.0007300550000000002, 0.00068493, 0.0006828250000000002, 0.0007107350000000001, 0.000691215, 0.0006928, 0.00069627, 0.0006946350000000001, 0.0006893400000000001, 0.00069289, 0.0006775900000000002, 0.0006771400000000001, 0.0006810300000000001, 0.0006832450000000001, 0.0006795750000000001, 0.0006872850000000002, 0.0006743000000000001, 0.0006779900000000001]",AVAILABLE,455,-0.00010307377559809605,0.0013118151823804053,0.025610692907264393,1.467384613991882,0.11190270105929771,0.33451861093113744,0.0014360454065934067,BY2,1000,0.40311929221090503,0.4350071485556226,0.35,0.0007180227032967033,Mean over pairs of (S_first + S_second) / 2,0.010801962644692418,0.011656427910211754,1.7683053428538527,0.011656427910211754,1.467384613991882,,"sqrt(trace(sample covariance residual_ned, ddof=1) / 6)",REPORT_ONLY; prediction uses unchanged BY2 1 s applied scales,,,,,,
