record_type,case_id,metric,B3_value,FROZEN_V21_F04_value,B3_status,B3_failure_classification,FROZEN_V21_F04_status,B3_dual_yaw_accept,B3_dual_yaw_attempt,FROZEN_V21_F04_dual_yaw_accept,FROZEN_V21_F04_dual_yaw_attempt,B3_echo_sha256,FROZEN_V21_F04_echo_sha256,counter_scope,frozen_source_table,frozen_source_line,data_mode,synthetic_data_used,semisynthetic_data_used
SELECTED_CASE_COMPARISON,D13_seed_00,h_rmse_m,0.6302556996337494,0.6302504169744229,COMPLETED,NONE,COMPLETED,1012,1369,268,273,3c2da80035ec3cf21ba5356690b46a1cb8ec728ac8703d33b6d49334e8fe0c7a,69548c03a9699a0f346d11583d9f7e93cf40e6f719c3417b76479b7cce8b977c,formal native RUN_MANIFEST counters,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/20_FINALIZE/13_AGGREGATE/v3/UNIQUE_EVALUATION_RESULTS.csv,1094,semisynthetic,False,True
SELECTED_CASE_COMPARISON,D13_seed_00,yaw_rmse_deg,1.9069634569369331,3.2408807972627347,COMPLETED,NONE,COMPLETED,1012,1369,268,273,3c2da80035ec3cf21ba5356690b46a1cb8ec728ac8703d33b6d49334e8fe0c7a,69548c03a9699a0f346d11583d9f7e93cf40e6f719c3417b76479b7cce8b977c,formal native RUN_MANIFEST counters,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/20_FINALIZE/13_AGGREGATE/v3/UNIQUE_EVALUATION_RESULTS.csv,1094,semisynthetic,False,True
SELECTED_CASE_COMPARISON,D14_seed_00,h_rmse_m,1.8979530951435213,1.8999642825023173,COMPLETED,NONE,COMPLETED,990,1369,216,273,29f657f206b18bd9eb047af2cda6bebf59f7cac8484efe46d06afaa50f1b7748,72f7e7176e6f258046ba940b066344e10490d35fc31d4b8ad25896faac465224,formal native RUN_MANIFEST counters,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/20_FINALIZE/13_AGGREGATE/v3/UNIQUE_EVALUATION_RESULTS.csv,1184,semisynthetic,False,True
SELECTED_CASE_COMPARISON,D14_seed_00,yaw_rmse_deg,1.940919159454146,13.894931016105842,COMPLETED,NONE,COMPLETED,990,1369,216,273,29f657f206b18bd9eb047af2cda6bebf59f7cac8484efe46d06afaa50f1b7748,72f7e7176e6f258046ba940b066344e10490d35fc31d4b8ad25896faac465224,formal native RUN_MANIFEST counters,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/20_FINALIZE/13_AGGREGATE/v3/UNIQUE_EVALUATION_RESULTS.csv,1184,semisynthetic,False,True
SELECTED_CASE_COMPARISON,D15_seed_00,h_rmse_m,3.558227087600211,3.5634208263210905,COMPLETED,NONE,COMPLETED,714,1369,206,273,30ea5d28a6864ed4039fd9a455fd2cc9325380a30d4fb09ca83498600fb66316,1b821f63744b17b3f8d8fefbd35e2870a3fba41f89750f3029552d5d9e17dcea,formal native RUN_MANIFEST counters,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/20_FINALIZE/13_AGGREGATE/v3/UNIQUE_EVALUATION_RESULTS.csv,1274,semisynthetic,False,True
SELECTED_CASE_COMPARISON,D15_seed_00,yaw_rmse_deg,14.179818860378576,31.676174362343506,COMPLETED,NONE,COMPLETED,714,1369,206,273,30ea5d28a6864ed4039fd9a455fd2cc9325380a30d4fb09ca83498600fb66316,1b821f63744b17b3f8d8fefbd35e2870a3fba41f89750f3029552d5d9e17dcea,formal native RUN_MANIFEST counters,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/20_FINALIZE/13_AGGREGATE/v3/UNIQUE_EVALUATION_RESULTS.csv,1274,semisynthetic,False,True
SELECTED_CASE_COMPARISON,D27_seed_00,h_rmse_m,UNAVAILABLE,4.97517411811115,NOT_RUN_ALGORITHM_FAILURE,ALGORITHM_FAILURE_DIVERGED,COMPLETED,83,1369,111,273,6fe907e580822aea10d779d48cf44caa11696cd91953243975a0daed33b9ab0e,1898b85a1a1ce39bb79491255e1f31a28354b1976bab09ae96a0dae47469d713,formal native RUN_MANIFEST counters,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/20_FINALIZE/13_AGGREGATE/v3/UNIQUE_EVALUATION_RESULTS.csv,2354,semisynthetic,False,True
SELECTED_CASE_COMPARISON,D27_seed_00,yaw_rmse_deg,UNAVAILABLE,32.472978585312966,NOT_RUN_ALGORITHM_FAILURE,ALGORITHM_FAILURE_DIVERGED,COMPLETED,83,1369,111,273,6fe907e580822aea10d779d48cf44caa11696cd91953243975a0daed33b9ab0e,1898b85a1a1ce39bb79491255e1f31a28354b1976bab09ae96a0dae47469d713,formal native RUN_MANIFEST counters,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/20_FINALIZE/13_AGGREGATE/v3/UNIQUE_EVALUATION_RESULTS.csv,2354,semisynthetic,False,True
