sequence_id,method_id,start_convention,evaluator_contract,segment_id,window_start_s,window_end_s,count,error_series_source,endpoint_policy,status,h_rmse_m,position_3d_rmse_m,up_rmse_m,yaw_rmse_deg,roll_rmse_deg,pitch_rmse_deg,yaw_p95_absolute_deg,yaw_median_absolute_deg,data_mode,synthetic_data_used,semisynthetic_data_used,frozen_source_table,configuration_id,variant,delta_vs_frozen_h_rmse_m,delta_vs_frozen_position_3d_rmse_m,delta_vs_frozen_up_rmse_m,delta_vs_frozen_yaw_rmse_deg,delta_vs_frozen_yaw_p95_absolute_deg,delta_vs_frozen_roll_rmse_deg,delta_vs_frozen_pitch_rmse_deg,delta_vs_frozen_body_forward_bias_m,delta_vs_frozen_body_right_bias_m,delta_vs_frozen_body_up_bias_m,delta_vs_frozen_output_epoch_count,delta_vs_frozen_matched_epoch_count,delta_vs_frozen_coverage_ratio,delta_vs_frozen_gap_events_in_window,delta_vs_frozen_gnss2_pacc_inflated_epochs,delta_vs_frozen_gnss2_float_epochs,delta_vs_t5a_r5_h_rmse_m,delta_vs_t5a_r5_position_3d_rmse_m,delta_vs_t5a_r5_up_rmse_m,delta_vs_t5a_r5_yaw_rmse_deg,delta_vs_t5a_r5_yaw_p95_absolute_deg,delta_vs_t5a_r5_roll_rmse_deg,delta_vs_t5a_r5_pitch_rmse_deg,delta_vs_t5a_r5_body_forward_bias_m,delta_vs_t5a_r5_body_right_bias_m,delta_vs_t5a_r5_body_up_bias_m,delta_vs_t5a_r5_output_epoch_count,delta_vs_t5a_r5_matched_epoch_count,delta_vs_t5a_r5_coverage_ratio,delta_vs_t5a_r5_gap_events_in_window,delta_vs_t5a_r5_gnss2_pacc_inflated_epochs,delta_vs_t5a_r5_gnss2_float_epochs,role
BY2O,F02,FROZEN_V21,evaluator_contract_v2,inside_union,3186.0,3563.0,10366,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_F02/P13_cycle010_attempt01/v2/FROZEN_EVALUATOR/error_series.csv.gz,UNION_OF_CLOSED_OCCLUSIONS,AVAILABLE,0.13427324924769785,0.34195894932724524,0.31449422500494195,1.5392568984829296,1.5942945187708224,1.3244080779932084,2.595151424867119,1.2230208013610024,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/11_READONLY_CLOSEOUT_H_EXT_04L/BY2O_SEGMENT_SUMMARY.csv,F02,FROZEN_V21,0E-17,0E-17,0E-17,0E-16,0E-15,0E-16,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,-0.00124134431747149,-0.00048526996936976,0.00000441871460271,0.4394746570689632,0.2960045134478053,-0.0166726220727156,0.0121330186878897,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,
BY2O,F02,FROZEN_V21,evaluator_contract_v2,outside,3186.0,3563.0,66182,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_F02/P13_cycle010_attempt01/v2/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED_WINDOW_MINUS_CLOSED_OCCLUSIONS,AVAILABLE,0.1467554369671699,0.3569172219100424,0.3253501882841893,3.058498193580042,1.914325442909991,1.7922362482181202,6.633911068603118,1.6414951428884734,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/11_READONLY_CLOSEOUT_H_EXT_04L/BY2O_SEGMENT_SUMMARY.csv,F02,FROZEN_V21,0E-16,0E-16,0E-16,0E-15,0E-15,0E-15,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,-0.00084244683852893,-0.0003382119096955,0.0000098899966753,0.613151389435438,2.741041171983446,-0.0037907735838866,0.0042780005527947,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,
BY2O,A04,FROZEN_V21,evaluator_contract_v2,full,3186.0,3563.0,76548,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_A04/P13_cycle010_attempt01/v2/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED,AVAILABLE,0.14499934203125844,0.3543177446774442,0.32328973847589515,3.188831733943275,1.4493535680834266,1.6792478396510406,6.115665954656747,1.9896235328061351,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/11_READONLY_CLOSEOUT_H_EXT_04L/BY2O_SEGMENT_SUMMARY.csv,A04,FROZEN_V21,0E-17,0E-16,0E-17,0E-15,0E-15,0E-16,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,
BY2O,A04,FROZEN_V21,evaluator_contract_v2,occlusion_primary,3369.94,3411.95,7612,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_A04/P13_cycle010_attempt01/v2/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED,AVAILABLE,0.13833347195355764,0.33924801451508346,0.30976291884229873,2.0938520277805237,0.7414264787652797,0.26671025340510857,2.565063679478533,1.9558440385299178,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/11_READONLY_CLOSEOUT_H_EXT_04L/BY2O_SEGMENT_SUMMARY.csv,A04,FROZEN_V21,0E-17,0E-17,0E-17,0E-16,0E-15,0E-16,0E-17,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,
BY2O,A04,FROZEN_V21,evaluator_contract_v2,occlusion_secondary,3495.94,3508.94,2754,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_A04/P13_cycle010_attempt01/v2/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED,AVAILABLE,0.14683119343186946,0.3601486032153798,0.3288580499750036,1.3029590487149485,0.9659518135366719,2.204287312864824,2.367751522242439,0.872586884313634,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/11_READONLY_CLOSEOUT_H_EXT_04L/BY2O_SEGMENT_SUMMARY.csv,A04,FROZEN_V21,0E-17,0E-16,0E-16,0E-16,0E-15,0E-16,0E-15,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,
BY2O,A04,FROZEN_V21,evaluator_contract_v2,inside_union,3186.0,3563.0,10366,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_A04/P13_cycle010_attempt01/v2/FROZEN_EVALUATOR/error_series.csv.gz,UNION_OF_CLOSED_OCCLUSIONS,AVAILABLE,0.1406412080711854,0.3449243654873938,0.31494899348808647,1.9158479435208784,0.8071927460432566,1.1589328466734736,2.547766882337612,1.9003802067509241,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/11_READONLY_CLOSEOUT_H_EXT_04L/BY2O_SEGMENT_SUMMARY.csv,A04,FROZEN_V21,0E-16,0E-16,0E-17,0E-16,0E-15,0E-16,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,
BY2O,A04,FROZEN_V21,evaluator_contract_v2,outside,3186.0,3563.0,66182,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_A04/P13_cycle010_attempt01/v2/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED_WINDOW_MINUS_CLOSED_OCCLUSIONS,AVAILABLE,0.14567014089055352,0.3557665526838693,0.3245767244604743,3.3446148340440676,1.5256444600417574,1.74676111900618,7.028124067527231,2.035707453022866,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/11_READONLY_CLOSEOUT_H_EXT_04L/BY2O_SEGMENT_SUMMARY.csv,A04,FROZEN_V21,0E-17,0E-16,0E-16,0E-16,0E-15,0E-16,0E-14,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,
BY2O,F04,FROZEN_V21,evaluator_contract_v2,full,3186.0,3563.0,76548,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_F04/P13_cycle010_attempt01/v2/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED,AVAILABLE,0.14559005614467097,0.35515358397286,0.32394074112491456,3.197136492350906,1.5059072247937308,1.6961129933181778,6.118878906231627,2.002836388562656,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/11_READONLY_CLOSEOUT_H_EXT_04L/BY2O_SEGMENT_SUMMARY.csv,F04,FROZEN_V21,0E-17,0E-14,0E-17,0E-15,0E-15,0E-16,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,-0.00092277126696327,-0.0003804061293357,-0.00000124368384230,0.763321559527192,2.409635608588108,-0.0012051633683064,0.0010817389258076,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,
BY2O,F04,FROZEN_V21,evaluator_contract_v2,occlusion_primary,3369.94,3411.95,7612,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_F04/P13_cycle010_attempt01/v2/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED,AVAILABLE,0.13749831269697826,0.33875288211858345,0.3095928441503952,2.113702085582116,0.9148416589858672,0.2313029957441166,2.579688167729752,1.9790809596001537,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/11_READONLY_CLOSEOUT_H_EXT_04L/BY2O_SEGMENT_SUMMARY.csv,F04,FROZEN_V21,0E-17,0E-17,0E-16,0E-15,0E-15,0E-16,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,-0.00113343420364817,-0.00046179114808282,-1.6822341756E-7,1.8811880035015861,2.11341758137086654,-0.0105748892071313,-0.00825306586766612,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,
BY2O,F04,FROZEN_V21,evaluator_contract_v2,occlusion_secondary,3495.94,3508.94,2754,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_F04/P13_cycle010_attempt01/v2/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED,AVAILABLE,0.14223565855194178,0.359258936941181,0.32990301788313925,1.3055880309678742,0.9171233970746139,2.226109712624651,2.369581519542443,0.8750836007465352,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/11_READONLY_CLOSEOUT_H_EXT_04L/BY2O_SEGMENT_SUMMARY.csv,F04,FROZEN_V21,0E-17,0E-15,0E-17,0E-16,0E-15,0E-16,0E-15,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,-0.00143507581070829,-0.0005715078760677,-0.00000101226059190,-0.5559541632310378,-0.6706424966778597,0.0035771580410714,0.010071334041137,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,
BY2O,F04,FROZEN_V21,evaluator_contract_v2,inside_union,3186.0,3563.0,10366,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_F04/P13_cycle010_attempt01/v2/FROZEN_EVALUATOR/error_series.csv.gz,UNION_OF_CLOSED_OCCLUSIONS,AVAILABLE,0.1387726891307223,0.3443200020373386,0.31511649362485106,1.932259341950813,0.9154484173669603,1.1644152556130707,2.563176139030574,1.9222154624263226,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/11_READONLY_CLOSEOUT_H_EXT_04L/BY2O_SEGMENT_SUMMARY.csv,F04,FROZEN_V21,0E-16,0E-16,0E-17,0E-15,0E-15,0E-16,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,-0.00121549134100926,-0.00049204699633125,-4.0291833947E-7,0.9522807935121336,-0.069561086444672,-0.0068293746941031,0.0038849573161983,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,
BY2O,F04,FROZEN_V21,evaluator_contract_v2,outside,3186.0,3563.0,66182,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_F04/P13_cycle010_attempt01/v2/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED_WINDOW_MINUS_CLOSED_OCCLUSIONS,AVAILABLE,0.14662914322255338,0.35682064092526805,0.3253011898965927,3.3522973319198,1.5785088833103131,1.7649423680878231,7.027650945872411,2.047048050874565,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/11_READONLY_CLOSEOUT_H_EXT_04L/BY2O_SEGMENT_SUMMARY.csv,F04,FROZEN_V21,0E-17,0E-17,0E-16,0E-13,0E-15,0E-16,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,-0.00087949182951178,-0.00036356051223255,-0.0000013713315993,0.7637034011372575,2.948772269177652,-0.0007075207994754,0.0008013920502248,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,full,3186.0,3563.0,76548,<T5A_SCRATCH>/04_EVAL/v2/BY2O/F02/R5/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED,AVAILABLE,0.14602013131200858,0.3552858718863019,0.3238922228359821,2.309490986722553,1.8794633592686152,1.731210391662891,3.5627391812785363,0.9628517082608568,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/05_AGGREGATE/BY2O_SEGMENTS_BY_VARIANT.csv,F02,T5A_R5,0.00089215049594296,0.00035736772901374,-0.00000916994827524,-0.590250539097111,-1.9168652034671987,0.0052741541500614,-0.005068265207642,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0E-17,0E-16,0E-16,0E-15,0E-16,0E-16,0E-15,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_primary,3369.94,3411.95,7612,<T5A_SCRATCH>/04_EVAL/v2/BY2O/F02/R5/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED,AVAILABLE,0.13702850310906128,0.33730731409513176,0.3082197486822703,0.8630369665699419,1.73328225085985,0.2672726440689726,1.234501717712982,0.8569251062229171,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/05_AGGREGATE/BY2O_SEGMENTS_BY_VARIANT.csv,F02,T5A_R5,0.00115512732217212,0.00046523705205546,-0.00000259090227135,-0.5659541766342756,-0.9608624778360164,0.017973439787067,-0.0144393605056424,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0E-17,0E-17,0E-16,0E-16,0E-15,0E-14,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_secondary,3495.94,3508.94,2754,<T5A_SCRATCH>/04_EVAL/v2/BY2O/F02/R5/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED,AVAILABLE,0.13123936754652007,0.3562574357979421,0.3312032441980517,1.57921171453566,1.2102078650301331,2.506865933256535,2.7084295514750156,1.2428137127733692,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/05_AGGREGATE/BY2O_SEGMENTS_BY_VARIANT.csv,F02,T5A_R5,0.00149144527486987,0.00053822199656627,-0.0000091283571697,-0.2301947070042393,-0.3839054774206528,0.0123867439095024,-0.019570285979317,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0E-17,0E-16,0E-16,0E-14,0E-16,0E-16,0E-15,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,inside_union,3186.0,3563.0,10366,<T5A_SCRATCH>/04_EVAL/v2/BY2O/F02/R5/FROZEN_EVALUATOR/error_series.csv.gz,UNION_OF_CLOSED_OCCLUSIONS,AVAILABLE,0.13551459356516934,0.342444219296615,0.31448980629033924,1.0997822414139664,1.610967140843538,1.3122750593053187,2.2991469114193137,0.8658396749577406,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/05_AGGREGATE/BY2O_SEGMENTS_BY_VARIANT.csv,F02,T5A_R5,0.00124134431747149,0.00048526996936976,-0.00000441871460271,-0.4394746570689632,-0.2960045134478053,0.0166726220727156,-0.0121330186878897,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0E-17,0E-15,0E-17,0E-16,0E-16,0E-15,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,outside,3186.0,3563.0,66182,<T5A_SCRATCH>/04_EVAL/v2/BY2O/F02/R5/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED_WINDOW_MINUS_CLOSED_OCCLUSIONS,AVAILABLE,0.14759788380569883,0.3572554338197379,0.325340298287514,2.445346804144604,1.9181162164938776,1.7879582476653255,3.892869896619672,1.0481298307889801,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/05_AGGREGATE/BY2O_SEGMENTS_BY_VARIANT.csv,F02,T5A_R5,0.00084244683852893,0.0003382119096955,-0.0000098899966753,-0.613151389435438,-2.741041171983446,0.0037907735838866,-0.0042780005527947,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0E-17,0E-16,0E-15,0E-15,0E-15,0E-16,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,full,3186.0,3563.0,76548,<T5A_SCRATCH>/04_EVAL/v2/BY2O/F04/R5/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED,AVAILABLE,0.14651282741163424,0.3555339901021957,0.32394198480875686,2.433814932823714,1.5071123881620372,1.6950312543923702,3.709243297643519,1.0775821408138597,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/05_AGGREGATE/BY2O_SEGMENTS_BY_VARIANT.csv,F04,T5A_R5,0.00092277126696327,0.0003804061293357,0.00000124368384230,-0.763321559527192,-2.409635608588108,0.0012051633683064,-0.0010817389258076,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0E-17,0E-16,0E-17,0E-15,0E-15,0E-16,0E-16,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_primary,3369.94,3411.95,7612,<T5A_SCRATCH>/04_EVAL/v2/BY2O/F04/R5/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED,AVAILABLE,0.13863174690062643,0.33921467326666627,0.30959301237381276,0.2325140820805299,0.9254165481929985,0.23955606161178272,0.46627058635888546,0.16644744533310524,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/05_AGGREGATE/BY2O_SEGMENTS_BY_VARIANT.csv,F04,T5A_R5,0.00113343420364817,0.00046179114808282,1.6822341756E-7,-1.8811880035015861,-2.11341758137086654,0.0105748892071313,0.00825306586766612,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0E-17,0E-17,0E-17,0E-16,0E-17,0E-16,0E-17,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_secondary,3495.94,3508.94,2754,<T5A_SCRATCH>/04_EVAL/v2/BY2O/F04/R5/FROZEN_EVALUATOR/error_series.csv.gz,CLOSED,AVAILABLE,0.14367073436265007,0.3598304448172487,0.32990403014373115,1.861542194198912,0.9135462390335425,2.216038378583514,3.0402240162203027,1.6037390554154882,real_raw,False,False,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/05_AGGREGATE/BY2O_SEGMENTS_BY_VARIANT.csv,F04,T5A_R5,0.00143507581070829,0.0005715078760677,0.00000101226059190,0.5559541632310378,0.6706424966778597,-0.0035771580410714,-0.010071334041137,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0E-17,0E-16,0E-17,0E-15,0E-16,0E-16,0E-15,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,SENSITIVITY_OUTSIDE_FROZEN_CHAIN
