file,exists,parser,triangle_count,stl_format_guess,x_min,x_max,x_span,y_min,y_max,y_span,z_min,z_max,z_span,vertex_count,unit_mentions,cartesian_point_count
<USER_DESKTOP_MOUNT_PRINT>/b3-亚克力板.STL,True,binary_stl_or_ascii_probe,1960.0,binary,0.0,200.0,200.0,0.0,94.0,94.0,0.0,150.0,150.0,5880.0,,
<USER_DESKTOP_MOUNT_PRINT>/a1-底座a.STEP,True,regex_CARTESIAN_POINT,,,-120.15,120.15,240.3,-10.0,30.311845825740846,40.311845825740846,-29.19999999999998,9.375000000000007,38.57499999999999,,LENGTH_UNIT;METRE;MILLI;SI_UNIT,440.0
<USER_DESKTOP_MOUNT_PRINT>/a1-底座b.STEP,True,regex_CARTESIAN_POINT,,,-110.14999999999999,110.14999999999999,220.29999999999998,-10.0,10.0,20.0,-29.19999999999998,8.375000000000016,37.574999999999996,,LENGTH_UNIT;METRE;MILLI;SI_UNIT,336.0
