method,segment,paired_epochs,valid_epochs,availability,valid_scored_epochs,valid_rmse_deg,hold_scored_epochs,hold_rmse_deg,horizontal_rmse_m,up_rmse_m,status,source_id,original_fields_json
F01,full,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,76548,5.739037942642961,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.06284210260933396,0.043746385631304584,AVAILABLE,SEGMENT.F01.full,"{""sequence_id"":""BY2O"",""method_id"":""F01"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""full"",""window_start_s"":""3186.0"",""window_end_s"":""3563.0"",""count"":""76548"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F01/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED"",""status"":""AVAILABLE"",""h_rmse_m"":""0.06284210260933396"",""position_3d_rmse_m"":""0.07656942024179673"",""up_rmse_m"":""0.043746385631304584"",""yaw_rmse_deg"":""5.739037942642961"",""roll_rmse_deg"":""1.8638937566682607"",""pitch_rmse_deg"":""1.7427301533457709"",""yaw_p95_absolute_deg"":""8.322338952797526"",""yaw_median_absolute_deg"":""5.374263828710809"",""configuration_id"":""F01"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F01,occlusion_primary,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,7612,5.819791935929337,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.04129537429645674,0.014584386340895181,AVAILABLE,SEGMENT.F01.occlusion_primary,"{""sequence_id"":""BY2O"",""method_id"":""F01"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""occlusion_primary"",""window_start_s"":""3369.94"",""window_end_s"":""3411.95"",""count"":""7612"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F01/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED"",""status"":""AVAILABLE"",""h_rmse_m"":""0.04129537429645674"",""position_3d_rmse_m"":""0.04379511688790145"",""up_rmse_m"":""0.014584386340895181"",""yaw_rmse_deg"":""5.819791935929337"",""roll_rmse_deg"":""1.67910081637024"",""pitch_rmse_deg"":""0.29513594602812776"",""yaw_p95_absolute_deg"":""5.990125893387405"",""yaw_median_absolute_deg"":""5.8129464536866635"",""configuration_id"":""F01"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F01,occlusion_secondary,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,2754,4.801625054572384,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.056602376784242264,0.03741956488886459,AVAILABLE,SEGMENT.F01.occlusion_secondary,"{""sequence_id"":""BY2O"",""method_id"":""F01"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""occlusion_secondary"",""window_start_s"":""3495.94"",""window_end_s"":""3508.94"",""count"":""2754"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F01/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED"",""status"":""AVAILABLE"",""h_rmse_m"":""0.056602376784242264"",""position_3d_rmse_m"":""0.06785317158465974"",""up_rmse_m"":""0.03741956488886459"",""yaw_rmse_deg"":""4.801625054572384"",""roll_rmse_deg"":""1.1827443780707882"",""pitch_rmse_deg"":""2.559836578093267"",""yaw_p95_absolute_deg"":""6.181127511941523"",""yaw_median_absolute_deg"":""4.679930279803472"",""configuration_id"":""F01"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F01,inside_union,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,10366,5.56748197894122,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.04586315960258882,0.022982603305692028,AVAILABLE,SEGMENT.F01.inside_union,"{""sequence_id"":""BY2O"",""method_id"":""F01"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""inside_union"",""window_start_s"":""3186.0"",""window_end_s"":""3563.0"",""count"":""10366"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F01/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""UNION_OF_CLOSED_OCCLUSIONS"",""status"":""AVAILABLE"",""h_rmse_m"":""0.04586315960258882"",""position_3d_rmse_m"":""0.0512994099716492"",""up_rmse_m"":""0.022982603305692028"",""yaw_rmse_deg"":""5.56748197894122"",""roll_rmse_deg"":""1.5626860501681792"",""pitch_rmse_deg"":""1.3434571129781565"",""yaw_p95_absolute_deg"":""6.021185610441762"",""yaw_median_absolute_deg"":""5.790048842165618"",""configuration_id"":""F01"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F01,outside,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,66182,5.765446151210709,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.06510160908383651,0.04616018352454086,AVAILABLE,SEGMENT.F01.outside,"{""sequence_id"":""BY2O"",""method_id"":""F01"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""outside"",""window_start_s"":""3186.0"",""window_end_s"":""3563.0"",""count"":""66182"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F01/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED_WINDOW_MINUS_CLOSED_OCCLUSIONS"",""status"":""AVAILABLE"",""h_rmse_m"":""0.06510160908383651"",""position_3d_rmse_m"":""0.07980590234013998"",""up_rmse_m"":""0.04616018352454086"",""yaw_rmse_deg"":""5.765446151210709"",""roll_rmse_deg"":""1.9067664580580614"",""pitch_rmse_deg"":""1.7972510046793522"",""yaw_p95_absolute_deg"":""8.961876725576346"",""yaw_median_absolute_deg"":""5.117820247028575"",""configuration_id"":""F01"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F02,full,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,76548,2.309490986722553,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.054724671058797664,0.04617448708387419,AVAILABLE,SEGMENT.F02.full,"{""sequence_id"":""BY2O"",""method_id"":""F02"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""full"",""window_start_s"":""3186.0"",""window_end_s"":""3563.0"",""count"":""76548"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F02/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED"",""status"":""AVAILABLE"",""h_rmse_m"":""0.054724671058797664"",""position_3d_rmse_m"":""0.07160218488253325"",""up_rmse_m"":""0.04617448708387419"",""yaw_rmse_deg"":""2.309490986722553"",""roll_rmse_deg"":""1.8794633592686152"",""pitch_rmse_deg"":""1.731210391662891"",""yaw_p95_absolute_deg"":""3.5627391812785363"",""yaw_median_absolute_deg"":""0.9628517082608568"",""configuration_id"":""F02"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F02,occlusion_primary,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,7612,0.8630369665699419,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.023858274152662378,0.015798358129620754,AVAILABLE,SEGMENT.F02.occlusion_primary,"{""sequence_id"":""BY2O"",""method_id"":""F02"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""occlusion_primary"",""window_start_s"":""3369.94"",""window_end_s"":""3411.95"",""count"":""7612"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F02/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED"",""status"":""AVAILABLE"",""h_rmse_m"":""0.023858274152662378"",""position_3d_rmse_m"":""0.028614775294161454"",""up_rmse_m"":""0.015798358129620754"",""yaw_rmse_deg"":""0.8630369665699419"",""roll_rmse_deg"":""1.73328225085985"",""pitch_rmse_deg"":""0.2672726440689726"",""yaw_p95_absolute_deg"":""1.234501717712982"",""yaw_median_absolute_deg"":""0.8569251062229171"",""configuration_id"":""F02"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F02,occlusion_secondary,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,2754,1.57921171453566,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.04316188362274738,0.037436399156745084,AVAILABLE,SEGMENT.F02.occlusion_secondary,"{""sequence_id"":""BY2O"",""method_id"":""F02"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""occlusion_secondary"",""window_start_s"":""3495.94"",""window_end_s"":""3508.94"",""count"":""2754"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F02/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED"",""status"":""AVAILABLE"",""h_rmse_m"":""0.04316188362274738"",""position_3d_rmse_m"":""0.05713520963194879"",""up_rmse_m"":""0.037436399156745084"",""yaw_rmse_deg"":""1.57921171453566"",""roll_rmse_deg"":""1.2102078650301331"",""pitch_rmse_deg"":""2.506865933256535"",""yaw_p95_absolute_deg"":""2.7084295514750156"",""yaw_median_absolute_deg"":""1.2428137127733692"",""configuration_id"":""F02"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F02,inside_union,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,10366,1.0997822414139664,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.030214745283203406,0.02357158229365368,AVAILABLE,SEGMENT.F02.inside_union,"{""sequence_id"":""BY2O"",""method_id"":""F02"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""inside_union"",""window_start_s"":""3186.0"",""window_end_s"":""3563.0"",""count"":""10366"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F02/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""UNION_OF_CLOSED_OCCLUSIONS"",""status"":""AVAILABLE"",""h_rmse_m"":""0.030214745283203406"",""position_3d_rmse_m"":""0.03832166912277375"",""up_rmse_m"":""0.02357158229365368"",""yaw_rmse_deg"":""1.0997822414139664"",""roll_rmse_deg"":""1.610967140843538"",""pitch_rmse_deg"":""1.3122750593053187"",""yaw_p95_absolute_deg"":""2.2991469114193137"",""yaw_median_absolute_deg"":""0.8658396749577406"",""configuration_id"":""F02"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F02,outside,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,66182,2.445346804144604,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.05762697665797966,0.04877502140253247,AVAILABLE,SEGMENT.F02.outside,"{""sequence_id"":""BY2O"",""method_id"":""F02"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""outside"",""window_start_s"":""3186.0"",""window_end_s"":""3563.0"",""count"":""66182"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F02/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED_WINDOW_MINUS_CLOSED_OCCLUSIONS"",""status"":""AVAILABLE"",""h_rmse_m"":""0.05762697665797966"",""position_3d_rmse_m"":""0.07549749102822446"",""up_rmse_m"":""0.04877502140253247"",""yaw_rmse_deg"":""2.445346804144604"",""roll_rmse_deg"":""1.9181162164938776"",""pitch_rmse_deg"":""1.7879582476653255"",""yaw_p95_absolute_deg"":""3.892869896619672"",""yaw_median_absolute_deg"":""1.0481298307889801"",""configuration_id"":""F02"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F03,full,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,76548,2.4321841493167162,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.05470913757288693,0.043711582963203474,AVAILABLE,SEGMENT.F03.full,"{""sequence_id"":""BY2O"",""method_id"":""F03"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""full"",""window_start_s"":""3186.0"",""window_end_s"":""3563.0"",""count"":""76548"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F03/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED"",""status"":""AVAILABLE"",""h_rmse_m"":""0.05470913757288693"",""position_3d_rmse_m"":""0.07002708204057978"",""up_rmse_m"":""0.043711582963203474"",""yaw_rmse_deg"":""2.4321841493167162"",""roll_rmse_deg"":""1.874914777972241"",""pitch_rmse_deg"":""1.7340246990007653"",""yaw_p95_absolute_deg"":""3.7182344439118324"",""yaw_median_absolute_deg"":""1.0742669957969753"",""configuration_id"":""F03"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F03,occlusion_primary,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,7612,0.2530304070329275,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.02418069494859148,0.014542542199051921,AVAILABLE,SEGMENT.F03.occlusion_primary,"{""sequence_id"":""BY2O"",""method_id"":""F03"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""occlusion_primary"",""window_start_s"":""3369.94"",""window_end_s"":""3411.95"",""count"":""7612"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F03/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED"",""status"":""AVAILABLE"",""h_rmse_m"":""0.02418069494859148"",""position_3d_rmse_m"":""0.02821686626484316"",""up_rmse_m"":""0.014542542199051921"",""yaw_rmse_deg"":""0.2530304070329275"",""roll_rmse_deg"":""1.727876905254596"",""pitch_rmse_deg"":""0.27136327583536923"",""yaw_p95_absolute_deg"":""0.5025261937639485"",""yaw_median_absolute_deg"":""0.1881982831471589"",""configuration_id"":""F03"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F03,occlusion_secondary,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,2754,1.876845563471103,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.04212505878311612,0.03734880033128798,AVAILABLE,SEGMENT.F03.occlusion_secondary,"{""sequence_id"":""BY2O"",""method_id"":""F03"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""occlusion_secondary"",""window_start_s"":""3495.94"",""window_end_s"":""3508.94"",""count"":""2754"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F03/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED"",""status"":""AVAILABLE"",""h_rmse_m"":""0.04212505878311612"",""position_3d_rmse_m"":""0.05629789928289871"",""up_rmse_m"":""0.03734880033128798"",""yaw_rmse_deg"":""1.876845563471103"",""roll_rmse_deg"":""1.204965304120642"",""pitch_rmse_deg"":""2.51442063951624"",""yaw_p95_absolute_deg"":""3.0615156689454546"",""yaw_median_absolute_deg"":""1.609983168216857"",""configuration_id"":""F03"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F03,inside_union,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,10366,0.9913991656369296,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.03001352162440726,0.022932496319842045,AVAILABLE,SEGMENT.F03.inside_union,"{""sequence_id"":""BY2O"",""method_id"":""F03"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""inside_union"",""window_start_s"":""3186.0"",""window_end_s"":""3563.0"",""count"":""10366"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F03/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""UNION_OF_CLOSED_OCCLUSIONS"",""status"":""AVAILABLE"",""h_rmse_m"":""0.03001352162440726"",""position_3d_rmse_m"":""0.037771826375730524"",""up_rmse_m"":""0.022932496319842045"",""yaw_rmse_deg"":""0.9913991656369296"",""roll_rmse_deg"":""1.605650313751936"",""pitch_rmse_deg"":""1.3167239901605814"",""yaw_p95_absolute_deg"":""2.6621302328492717"",""yaw_median_absolute_deg"":""0.22143705235475858"",""configuration_id"":""F03"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F03,outside,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,66182,2.5861387906165736,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.057626387507560696,0.046125940435420586,AVAILABLE,SEGMENT.F03.outside,"{""sequence_id"":""BY2O"",""method_id"":""F03"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""outside"",""window_start_s"":""3186.0"",""window_end_s"":""3563.0"",""count"":""66182"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F03/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED_WINDOW_MINUS_CLOSED_OCCLUSIONS"",""status"":""AVAILABLE"",""h_rmse_m"":""0.057626387507560696"",""position_3d_rmse_m"":""0.07381329770592503"",""up_rmse_m"":""0.046125940435420586"",""yaw_rmse_deg"":""2.5861387906165736"",""roll_rmse_deg"":""1.913660538839343"",""pitch_rmse_deg"":""1.790598348599263"",""yaw_p95_absolute_deg"":""4.083572779379308"",""yaw_median_absolute_deg"":""1.2144408710582013"",""configuration_id"":""F03"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F04,full,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,76548,2.433814932823714,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.054543210912875166,0.04585890723786377,AVAILABLE,SEGMENT.F04.full,"{""sequence_id"":""BY2O"",""method_id"":""F04"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""full"",""window_start_s"":""3186.0"",""window_end_s"":""3563.0"",""count"":""76548"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F04/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED"",""status"":""AVAILABLE"",""h_rmse_m"":""0.054543210912875166"",""position_3d_rmse_m"":""0.0712600956337934"",""up_rmse_m"":""0.04585890723786377"",""yaw_rmse_deg"":""2.433814932823714"",""roll_rmse_deg"":""1.5071123881620372"",""pitch_rmse_deg"":""1.6950312543923702"",""yaw_p95_absolute_deg"":""3.709243297643519"",""yaw_median_absolute_deg"":""1.0775821408138597"",""configuration_id"":""F04"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F04,occlusion_primary,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,7612,0.2325140820805299,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.0242039712178186,0.015845201068683496,AVAILABLE,SEGMENT.F04.occlusion_primary,"{""sequence_id"":""BY2O"",""method_id"":""F04"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""occlusion_primary"",""window_start_s"":""3369.94"",""window_end_s"":""3411.95"",""count"":""7612"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F04/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED"",""status"":""AVAILABLE"",""h_rmse_m"":""0.0242039712178186"",""position_3d_rmse_m"":""0.02892926925485676"",""up_rmse_m"":""0.015845201068683496"",""yaw_rmse_deg"":""0.2325140820805299"",""roll_rmse_deg"":""0.9254165481929985"",""pitch_rmse_deg"":""0.23955606161178272"",""yaw_p95_absolute_deg"":""0.46627058635888546"",""yaw_median_absolute_deg"":""0.16644744533310524"",""configuration_id"":""F04"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
F04,occlusion_secondary,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,2754,1.861542194198912,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,NOT_REPORTED_IN_SEALED_SEGMENT_TABLE,0.04051796645192961,0.038954099350604045,AVAILABLE,SEGMENT.F04.occlusion_secondary,"{""sequence_id"":""BY2O"",""method_id"":""F04"",""start_convention"":""FROZEN_V21_RUNTIME_CONFIG"",""evaluator_contract"":""evaluator_contract_v3"",""segment_id"":""occlusion_secondary"",""window_start_s"":""3495.94"",""window_end_s"":""3508.94"",""count"":""2754"",""error_series_source"":""/mnt/g/LegSA-GINS-project/clean_rebuild_202607/stages/CLEAN8_PROTOCOL_V3/04_EVALUATION/V3R_CONTINUATION/SEQUENCE_BY2O_F04/v3/FROZEN_EVALUATOR/error_series.csv.gz"",""endpoint_policy"":""CLOSED"",""status"":""AVAILABLE"",""h_rmse_m"":""0.04051796645192961"",""position_3d_rmse_m"":""0.05620611587377681"",""up_rmse_m"":""0.038954099350604045"",""yaw_rmse_deg"":""1.861542194198912"",""roll_rmse_deg"":""0.9135462390335425"",""pitch_rmse_deg"":""2.216038378583514"",""yaw_p95_absolute_deg"":""3.0402240162203027"",""yaw_median_absolute_deg"":""1.6037390554154882"",""configuration_id"":""F04"",""variant"":""PROTOCOL_V3"",""role"":""PROTOCOL_V3_FULL_REPORT""}"
